seed,max_neurons,layers,lr,epoch,Hys_score,Hys_mse,Hys_rmse,Hys_mape
1,400,2,0.01,1,0.9877946972846985,0.01244283840060234,0.11154747151147058,0.26583877205848694
1,400,2,0.01,2,0.9943292737007141,0.0057810768485069275,0.07603339298299747,0.2223978042602539
1,400,2,0.01,3,0.9964293241500854,0.0036401639226824045,0.060333770996701376,0.1748296171426773
1,400,2,0.01,4,0.9974734783172607,0.0025756843388080597,0.050751200368149514,0.16547925770282745
1,400,2,0.01,5,0.9976155161857605,0.00243087625131011,0.04930391720046299,0.14124538004398346
1,400,2,0.01,6,0.9974486827850342,0.0026009564753621817,0.05099957328607938,0.16597367823123932
1,400,2,0.01,7,0.9974804520606995,0.002568571362644434,0.05068107499495678,0.14197494089603424
1,400,2,0.01,8,0.9981020092964172,0.0019349058857187629,0.0439875651260531,0.11387881636619568
1,400,2,0.01,9,0.9978984594345093,0.0021424423903226852,0.04628652493245399,0.15862460434436798
1,400,2,0.01,10,0.9986618757247925,0.0013641412369906902,0.036934282678707735,0.10883105546236038
1,400,2,0.01,11,0.998548150062561,0.0014801034703850746,0.03847211289213363,0.1291956603527069
1,400,2,0.01,12,0.9982375502586365,0.001796756754629314,0.04238816762528564,0.14585255086421967
1,400,2,0.01,13,0.99884432554245,0.0011781520443037152,0.03432421950028457,0.11207734793424606
1,400,2,0.01,14,0.9980472922325134,0.001990716205909848,0.044617442843688924,0.11109238862991333
1,400,2,0.01,15,0.998688280582428,0.001337240682914853,0.036568301613759055,0.10582317411899567
1,400,2,0.01,16,0.9990428686141968,0.0009757898515090346,0.031237635177923353,0.1045808419585228
1,400,2,0.01,17,0.9987183213233948,0.0013066515093669295,0.03614763490696078,0.11431413143873215
1,400,2,0.01,18,0.9985116720199585,0.0015173228457570076,0.03895282846927817,0.11121929436922073
1,400,2,0.01,19,0.9987255334854126,0.0012992687989026308,0.03604537139360102,0.10104283690452576
1,400,2,0.01,20,0.9985544681549072,0.0014736554585397243,0.03838822030961743,0.09710266441106796
1,400,2,0.01,21,0.998612105846405,0.0014149178750813007,0.03761539412370021,0.10669172555208206
1,400,2,0.01,22,0.9981857538223267,0.001849571242928505,0.04300664184667881,0.1099005863070488
1,400,2,0.01,23,0.9982702732086182,0.00176338036544621,0.04199262275026662,0.09385138005018234
1,400,2,0.01,24,0.9988071322441101,0.0012160579208284616,0.03487202203527151,0.09119022637605667
1,400,2,0.01,25,0.9962825179100037,0.0037898262962698936,0.06156156508950933,0.19567254185676575
1,400,2,0.01,26,0.9984089136123657,0.0016220479737967253,0.040274656718546034,0.09384625405073166
1,400,2,0.01,27,0.9978412985801697,0.0022006924264132977,0.046911538307897106,0.11105449497699738
1,400,2,0.01,28,0.9986072182655334,0.0014199118595570326,0.03768171784243697,0.07805360853672028
1,400,2,0.01,29,0.9958572387695312,0.004223375581204891,0.06498750326951244,0.1348995864391327
1,400,2,0.01,30,0.9984184503555298,0.0016123055247589946,0.04015352443757577,0.09345186501741409
1,400,2,0.01,31,0.998721182346344,0.0013037107419222593,0.036106934817597844,0.08901701122522354
1,400,2,0.01,32,0.9990068674087524,0.0010124383261427283,0.03181883602746537,0.08607573062181473
1,400,2,0.01,33,0.9988634586334229,0.0011586796026676893,0.03403938311232578,0.07997988164424896
1,400,2,0.01,34,0.9981622695922852,0.001873496687039733,0.04328390794556024,0.10113672912120819
1,400,2,0.01,35,0.9986587762832642,0.001367311691865325,0.03697717798677077,0.07489912956953049
1,400,2,0.01,36,0.9987369179725647,0.0012876760447397828,0.03588420327581181,0.0748908668756485
1,400,2,0.01,37,0.99853515625,0.001493362826295197,0.03864405292273569,0.08890707790851593
1,400,2,0.01,38,0.9983592629432678,0.0016726464964449406,0.040898001130188995,0.07868891209363937
1,400,2,0.01,39,0.9984416365623474,0.0015886810142546892,0.039858261555851746,0.08752264827489853
1,400,2,0.01,40,0.9980647563934326,0.001972924219444394,0.044417611590948855,0.09338685870170593
1,400,2,0.01,41,0.9983361959457397,0.0016961692599579692,0.04118457551023161,0.09060955047607422
1,400,2,0.01,42,0.998253583908081,0.0017804148374125361,0.04219496222788375,0.09108109772205353
1,400,2,0.01,43,0.9984461665153503,0.0015840523410588503,0.0398001550381258,0.08786026388406754
1,400,2,0.01,44,0.997888445854187,0.0021526492200791836,0.046396650957576495,0.08126018196344376
1,400,2,0.01,45,0.9987474083900452,0.0012769780587404966,0.03573482977069426,0.09023533761501312
1,400,2,0.01,46,0.9989400506019592,0.0010805740021169186,0.0328720854543322,0.07052414119243622
1,400,2,0.01,47,0.9988751411437988,0.0011467488948255777,0.03386368105840796,0.07793701440095901
1,400,2,0.01,48,0.9984020590782166,0.0016290463972836733,0.04036144691761773,0.08162741363048553
1,400,2,0.01,49,0.9979333877563477,0.0021068251226097345,0.045900164734015224,0.09554829448461533
1,400,2,0.01,50,0.9970508813858032,0.0030065441969782114,0.05483196327853136,0.14461132884025574
1,400,2,0.01,51,0.9986159205436707,0.0014110059710219502,0.03756335942140892,0.07049716264009476
1,400,2,0.01,52,0.9984633922576904,0.0015665336977690458,0.039579460554295655,0.06863388419151306
1,400,2,0.01,53,0.9983949065208435,0.0016363596078008413,0.040451941953395035,0.0824403315782547
1,400,2,0.01,54,0.9969385862350464,0.0031210107263177633,0.0558660068943339,0.10741833597421646
1,400,2,0.01,55,0.9980423450469971,0.0019957306794822216,0.04467360159515037,0.09106916934251785
1,400,2,0.01,56,0.9983583092689514,0.0016736441757529974,0.040910196476587564,0.0742211639881134
1,400,2,0.01,57,0.9980959296226501,0.0019411486573517323,0.044058468622408246,0.08815696835517883
1,400,2,0.01,58,0.9975692629814148,0.002478027483448386,0.04977978990964492,0.08699378371238708
1,400,2,0.01,59,0.9982503056526184,0.0017837559571489692,0.04223453512410157,0.10014839470386505
1,400,2,0.01,60,0.9981330633163452,0.001903268857859075,0.04362646969282611,0.07466181367635727
1,400,2,0.01,61,0.9985659718513489,0.0014619126450270414,0.03823496626161767,0.06770462542772293
1,400,2,0.01,62,0.9984051585197449,0.001625898526981473,0.04032243205687714,0.06636379659175873
1,400,2,0.01,63,0.9987499713897705,0.0012743538245558739,0.03569809272994671,0.06925744563341141
1,400,2,0.01,64,0.9982507824897766,0.001783249550499022,0.04222853952600092,0.07744251936674118
1,400,2,0.01,65,0.9978638291358948,0.002177727408707142,0.04666612699493222,0.08093087375164032
1,400,2,0.01,66,0.9979974627494812,0.0020415247417986393,0.045183235185172824,0.09668049216270447
1,400,2,0.01,67,0.9981826543807983,0.0018527416978031397,0.043043486125117,0.06645470857620239
1,400,2,0.01,68,0.9987553954124451,0.0012688451679423451,0.03562085299290775,0.06466261297464371
1,400,2,0.01,69,0.9982454776763916,0.0017886983696371317,0.04229300615512134,0.08840018510818481
1,400,2,0.01,70,0.9983278512954712,0.0017046654829755425,0.041287594783125145,0.0727376714348793
1,400,2,0.01,71,0.9979907274246216,0.002048368565738201,0.04525890592732221,0.07203571498394012
1,400,2,0.01,72,0.9956871867179871,0.0043967412784695625,0.06630792771961407,0.11451858282089233
1,400,2,0.01,73,0.9980034828186035,0.002035372192040086,0.04511509937969865,0.06487001478672028
1,400,2,0.01,74,0.9973390102386475,0.0027127915527671576,0.05208446556092476,0.08922816067934036
1,400,2,0.01,75,0.9971806406974792,0.0028742183931171894,0.05361173745661662,0.12135156244039536
1,400,2,0.01,76,0.9970532655715942,0.0030040775891393423,0.05480946623658492,0.06814467161893845
1,400,2,0.01,77,0.9970976710319519,0.0029588076286017895,0.05439492282007384,0.058076366782188416
1,400,2,0.01,78,0.9976071715354919,0.002439377596601844,0.0493900556448547,0.0502738393843174
1,400,2,0.01,79,0.9975625276565552,0.0024849276524037123,0.04984904866096957,0.08326546847820282
1,400,2,0.01,80,0.9973331689834595,0.002718706149607897,0.052141213541764604,0.05490235611796379
1,400,2,0.01,81,0.9963864088058472,0.003683938644826412,0.06069545818944291,0.07736993581056595
1,400,2,0.01,82,0.9968640804290771,0.0031969828996807337,0.05654186855491012,0.0590800978243351
1,400,2,0.01,83,0.9971998929977417,0.0028546242974698544,0.05342868421990059,0.062426041811704636
1,400,2,0.01,84,0.9959807395935059,0.004097477998584509,0.06401154582248822,0.05901581794023514
1,400,2,0.01,85,0.9972571134567261,0.0027962748426944017,0.052879815078103305,0.06751303374767303
1,400,2,0.01,86,0.9969947934150696,0.003063708310946822,0.05535077516121,0.05988228693604469
1,400,2,0.01,87,0.9963600635528564,0.0037107698153704405,0.06091608831310855,0.11460158228874207
1,400,2,0.01,88,0.9937798976898193,0.006341184489428997,0.0796315546088923,0.1480484902858734
1,400,2,0.01,89,0.9959619641304016,0.004116630181670189,0.06416097085978507,0.06874705106019974
1,400,2,0.01,90,0.9940735697746277,0.0060418047942221165,0.07772904730036331,0.07235150784254074
1,400,2,0.01,91,0.9937244653701782,0.006397671531885862,0.079985445750373,0.05393233522772789
1,400,2,0.01,92,0.9938114881515503,0.006308975629508495,0.07942906035896746,0.04995100945234299
1,400,2,0.01,93,0.9913020133972168,0.008867253549396992,0.09416609554078895,0.04872690513730049
1,400,2,0.01,94,0.9910890460014343,0.009084406308829784,0.09531215194732404,0.04320482537150383
1,400,2,0.01,95,0.9904717803001404,0.009713680483400822,0.0985580056788936,0.04914674907922745
1,400,2,0.01,96,0.9916622042655945,0.00850008986890316,0.09219593195419828,0.0834401473402977
1,400,2,0.01,97,0.9906493425369263,0.009532644413411617,0.0976352621413576,0.055522989481687546
1,400,2,0.01,98,0.98993319272995,0.010262764059007168,0.10130530123842073,0.04864898696541786
1,400,2,0.01,99,0.9885950088500977,0.01162699144333601,0.1078285279661,0.08134877681732178
1,400,2,0.01,100,0.9943000078201294,0.005810950417071581,0.07622959016728072,0.07746753841638565
2,400,2,0.01,1,0.9887748956680298,0.01144355721771717,0.10697456341447331,0.33369186520576477
2,400,2,0.01,2,0.993816077709198,0.006304294336587191,0.07939958650136152,0.23227201402187347
2,400,2,0.01,3,0.9970182776451111,0.0030397712253034115,0.05513412033671537,0.20163804292678833
2,400,2,0.01,4,0.9981526136398315,0.001883369404822588,0.04339780414747488,0.14000821113586426
2,400,2,0.01,5,0.9982307553291321,0.0018037043046206236,0.042470040082635004,0.1473953127861023
