seed,max_neurons,layers,lr,unlock_layers,epoch,Jou_score,Jou_mse,Jou_rmse,Jou_mape
1,390,1,0.01,3,1,0.9001988172531128,0.11494529247283936,0.3390358277127055,0.45653507113456726
1,390,1,0.01,3,2,0.9099403619766235,0.10372553020715714,0.3220644814430134,0.29915404319763184
1,390,1,0.01,3,3,0.915145993232727,0.09773004055023193,0.31261804258588777,0.26480913162231445
1,390,1,0.01,3,4,0.9180776476860046,0.09435347467660904,0.3071701070687202,0.2249884456396103
1,390,1,0.01,3,5,0.9196019768714905,0.09259788691997528,0.3042990090683427,0.1986047923564911
1,390,1,0.01,3,6,0.9224556088447571,0.08931122720241547,0.29884984055946134,0.1927364468574524
1,390,1,0.01,3,7,0.9227665066719055,0.08895310759544373,0.2982500756000637,0.1561882197856903
1,390,1,0.01,3,8,0.9242332577705383,0.08726383745670319,0.2954045318824733,0.1331593543291092
1,390,1,0.01,3,9,0.9264804720878601,0.08467560261487961,0.29099072599462616,0.16432960331439972
1,390,1,0.01,3,10,0.9248121380805969,0.08659707754850388,0.29427381390212737,0.13674500584602356
1,390,1,0.01,3,11,0.9265493750572205,0.08459626138210297,0.2908543645574241,0.10988953709602356
1,390,1,0.01,3,12,0.9277002215385437,0.08327076584100723,0.2885667441702305,0.11975275725126266
1,390,1,0.01,3,13,0.9274211525917053,0.08359220623970032,0.2891231679400672,0.10919781774282455
1,390,1,0.01,3,14,0.9290899038314819,0.08167017251253128,0.28577993721136424,0.1501983106136322
1,390,1,0.01,3,15,0.9277361631393433,0.08322934061288834,0.2884949576905779,0.11777789890766144
1,390,1,0.01,3,16,0.928432047367096,0.08242786675691605,0.28710253700884647,0.0919518917798996
1,390,1,0.01,3,17,0.9294413328170776,0.08126542717218399,0.28507091604052487,0.1314917355775833
1,390,1,0.01,3,18,0.9283570051193237,0.08251429349184036,0.28725301302482514,0.12260546535253525
1,390,1,0.01,3,19,0.9293264746665955,0.08139774948358536,0.28530290829850535,0.10132211446762085
1,390,1,0.01,3,20,0.9287660717964172,0.08204317092895508,0.2864317910584561,0.1134127676486969
1,390,1,0.01,3,21,0.9284223318099976,0.08243905007839203,0.28712201252845804,0.13696390390396118
1,390,1,0.01,3,22,0.929075300693512,0.08168699592351913,0.28580936990154665,0.12152611464262009
1,390,1,0.01,3,23,0.9284502863883972,0.08240687847137451,0.2870659827833568,0.13150498270988464
