seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
10,400,2,0.01,100,24160,1.0,0.9867529273033142,0.013504886999726295,0.11621052878171709,0.18313279747962952
11,400,2,0.01,100,24160,1.0,0.9947855472564697,0.005315971095114946,0.07291070631337311,0.054663240909576416
12,400,2,0.01,100,24160,1.0,0.9970832467079163,0.0029735423158854246,0.05453019636756707,0.05475688725709915
13,400,2,0.01,100,24160,1.0,0.9975845813751221,0.0024624178186059,0.04962275504852486,0.051724519580602646
14,400,2,0.01,100,24160,1.0,0.9901026487350464,0.01008998416364193,0.100448913202891,0.06194988638162613
15,400,2,0.01,100,24160,1.0,0.9810501933097839,0.019318606704473495,0.13899139075667058,0.07972927391529083
16,400,2,0.01,100,24160,1.0,0.997647225856781,0.0023985402658581734,0.04897489424039804,0.05685819685459137
17,400,2,0.01,100,24160,1.0,0.9977821707725525,0.0022610111627727747,0.047550091091109116,0.042226437479257584
18,400,2,0.01,100,24160,1.0,0.9965473413467407,0.0035198747646063566,0.059328532466313005,0.0527217797935009
19,400,2,0.01,100,24160,1.0,0.9995616674423218,0.00044683413580060005,0.021138451594206232,0.06499872356653214
20,400,2,0.01,100,24160,1.0,0.9953916668891907,0.004698005970567465,0.06854200150686778,0.056237269192934036
21,400,2,0.01,100,24160,1.0,0.9954400062561035,0.0046487231738865376,0.06818154569886589,0.0708802342414856
22,400,2,0.01,100,24160,1.0,0.9960895776748657,0.003986500669270754,0.06313874142925842,0.0620165579020977
23,400,2,0.01,100,24160,1.0,0.9971557259559631,0.0028996604960411787,0.053848495763959635,0.05012894794344902
24,400,2,0.01,100,24160,1.0,0.9972037076950073,0.0028507260140031576,0.053392190571310685,0.08599008619785309
25,400,2,0.01,100,24160,1.0,0.9964234828948975,0.0036461004056036472,0.06038294797046304,0.04153965413570404
26,400,2,0.01,100,24160,1.0,0.9984112977981567,0.001619634684175253,0.04024468516680498,0.06627412140369415
27,400,2,0.01,100,24160,1.0,0.9937520623207092,0.006369522772729397,0.07980929001519432,0.058868516236543655
28,400,2,0.01,100,24160,1.0,0.9974877238273621,0.0025611671153455973,0.05060797481964278,0.05832117050886154
29,400,2,0.01,100,24160,1.0,0.9962577223777771,0.0038150898180902004,0.06176641334973402,0.053489185869693756
30,400,2,0.01,100,24160,1.0,0.9975759983062744,0.002471206709742546,0.049711233234979654,0.0563555546104908
