seed,max_neurons,layers,lr,epoch,Jou_score,Jou_mse,Jou_rmse,Jou_mape
1,390,1,0.01,1,0.9101963639259338,0.10343073308467865,0.3216064879393428,0.31292736530303955
1,390,1,0.01,2,0.9159667491912842,0.09678473323583603,0.31110244813539484,0.22742429375648499
1,390,1,0.01,3,0.9178224802017212,0.09464741498231888,0.3076482000310076,0.20884475111961365
1,390,1,0.01,4,0.9179622530937195,0.09448640048503876,0.30738640257018324,0.18072447180747986
1,390,1,0.01,5,0.9177531599998474,0.09472724050283432,0.30777790775628183,0.1900731772184372
1,390,1,0.01,6,0.9194552302360535,0.0927668958902359,0.3045765846059672,0.2020576447248459
1,390,1,0.01,7,0.9208331108093262,0.09117993712425232,0.30196015817364436,0.14128810167312622
1,390,1,0.01,8,0.9194093942642212,0.0928196832537651,0.3046632292446286,0.22522106766700745
1,390,1,0.01,9,0.9211395382881165,0.09082700312137604,0.3013751866384757,0.14289741218090057
1,390,1,0.01,10,0.9198073744773865,0.09236132353544235,0.3039100582992316,0.12330850213766098
1,390,1,0.01,11,0.9206010103225708,0.09144721180200577,0.30240240045675193,0.14706268906593323
1,390,1,0.01,12,0.9224717617034912,0.08929259330034256,0.29881866290501763,0.15816552937030792
1,390,1,0.01,13,0.9183892011642456,0.09399468451738358,0.3065855256162358,0.19408994913101196
1,390,1,0.01,14,0.919931948184967,0.09221779555082321,0.30367383086269256,0.15193915367126465
1,390,1,0.01,15,0.9179381132125854,0.09451417624950409,0.3074315797856559,0.186248317360878
1,390,1,0.01,16,0.9210615754127502,0.09091677516698837,0.30152408720861484,0.2377866804599762
1,390,1,0.01,17,0.9208595156669617,0.0911494717001915,0.30190970786013405,0.08374423533678055
1,390,1,0.01,18,0.9222335815429688,0.08956689387559891,0.2992772859332945,0.11942468583583832
1,390,1,0.01,19,0.9216161370277405,0.09027807414531708,0.3004630994736576,0.11913497745990753
1,390,1,0.01,20,0.9248912930488586,0.0865059345960617,0.2941189123399951,0.13293710350990295
1,390,1,0.01,21,0.924586832523346,0.08685658872127533,0.2947144189232609,0.1349194347858429
1,390,1,0.01,22,0.9235206246376038,0.08808460086584091,0.29679049995887824,0.12938803434371948
1,390,1,0.01,23,0.9222457408905029,0.08955293148756027,0.2992539581819433,0.11345284432172775
1,390,1,0.01,24,0.9262596368789673,0.0849299430847168,0.29142742335737176,0.11534329503774643
1,390,1,0.01,25,0.9238215088844299,0.0877380520105362,0.2962060971866315,0.13706578314304352
1,390,1,0.01,26,0.9248197674751282,0.08658827841281891,0.2942588629299361,0.09874735027551651
1,390,1,0.01,27,0.9181751012802124,0.09424124658107758,0.30698737202216897,0.16049014031887054
1,390,1,0.01,28,0.9244410991668701,0.08702444285154343,0.29499905567907064,0.09894970059394836
1,390,1,0.01,29,0.9228638410568237,0.0888410285115242,0.2980621218999895,0.13899697363376617
1,390,1,0.01,30,0.9253350496292114,0.08599481731653214,0.2932487294372,0.09186426550149918
1,390,1,0.01,31,0.923958957195282,0.08757971972227097,0.29593870940157685,0.16095563769340515
1,390,1,0.01,32,0.924444317817688,0.08702073991298676,0.2949927794251696,0.12126292288303375
1,390,1,0.01,33,0.9222184419631958,0.08958438783884048,0.29930651152094984,0.12652383744716644
1,390,1,0.01,34,0.923708975315094,0.08786765486001968,0.2964247878636665,0.16858069598674774
1,390,1,0.01,35,0.9256547689437866,0.08562661707401276,0.2926202608740768,0.15137360990047455
1,390,1,0.01,36,0.924312949180603,0.08717205375432968,0.2952491384480735,0.12839998304843903
1,390,1,0.01,37,0.9249107837677002,0.08648347109556198,0.2940807220739945,0.10708588361740112
1,390,1,0.01,38,0.9231170415878296,0.08854938298463821,0.2975724835811238,0.15577846765518188
1,390,1,0.01,39,0.926327645778656,0.08485159277915955,0.29129296726690734,0.08528362214565277
1,390,1,0.01,40,0.9266026616096497,0.08453487604856491,0.2907488195136223,0.08560163527727127
1,390,1,0.01,41,0.9266276955604553,0.08450601994991302,0.290699191519194,0.09941009432077408
1,390,1,0.01,42,0.9254916906356812,0.08581443876028061,0.29294101583813864,0.12437347322702408
1,390,1,0.01,43,0.9275134205818176,0.08348588645458221,0.2889392435350072,0.10449589043855667
1,390,1,0.01,44,0.9259845614433289,0.08524675667285919,0.2919704722619381,0.13589228689670563
1,390,1,0.01,45,0.9281036853790283,0.08280611038208008,0.28776050872571113,0.1027938649058342
1,390,1,0.01,46,0.9264060854911804,0.08476126939058304,0.2911378872468903,0.18312640488147736
1,390,1,0.01,47,0.9276407957077026,0.08333921432495117,0.28868532059138574,0.06728299707174301
1,390,1,0.01,48,0.9284452199935913,0.0824127048254013,0.2870761307134421,0.10027702897787094
1,390,1,0.01,49,0.9293199777603149,0.08140525966882706,0.2853160697696978,0.09770869463682175
1,390,1,0.01,50,0.9298911690711975,0.08074735850095749,0.28416079691075874,0.07451070100069046
1,390,1,0.01,51,0.9308459758758545,0.07964763790369034,0.2822191310022946,0.09540419280529022
1,390,1,0.01,52,0.9270038604736328,0.08407282084226608,0.289953135596541,0.1875225007534027
1,390,1,0.01,53,0.928885817527771,0.08190527558326721,0.28619097746656375,0.10270894318819046
1,390,1,0.01,54,0.9285520315170288,0.08228973299264908,0.2868618709285866,0.09584455192089081
1,390,1,0.01,55,0.9311831593513489,0.07925932854413986,0.28153033325760807,0.07274477928876877
1,390,1,0.01,56,0.9321709275245667,0.07812163233757019,0.27950247286485713,0.10029119998216629
1,390,1,0.01,57,0.934155285358429,0.0758361667394638,0.2753836718824553,0.11039316654205322
1,390,1,0.01,58,0.9329115748405457,0.07726862281560898,0.27797234181768693,0.09740752726793289
1,390,1,0.01,59,0.9330918788909912,0.07706093043088913,0.27759850581530354,0.13143673539161682
1,390,1,0.01,60,0.9346542358398438,0.07526148855686188,0.27433827395546156,0.07883043587207794
1,390,1,0.01,61,0.9335188865661621,0.07656916975975037,0.27671134736354847,0.12539365887641907
1,390,1,0.01,62,0.9370789527893066,0.07246889173984528,0.2692004675698861,0.11130260676145554
1,390,1,0.01,63,0.9373146295547485,0.07219746708869934,0.2686958635496634,0.1221328005194664
1,390,1,0.01,64,0.9386634230613708,0.07064397633075714,0.26578934578112257,0.10268377512693405
1,390,1,0.01,65,0.9377397298812866,0.0717078149318695,0.2677831490812473,0.1503438800573349
1,390,1,0.01,66,0.9386129379272461,0.07070210576057434,0.2658986757405428,0.13097123801708221
1,390,1,0.01,67,0.9398535490036011,0.06927327811717987,0.2631981727086643,0.11426578462123871
1,390,1,0.01,68,0.9388927817344666,0.07037980109453201,0.26529191675309677,0.10415302962064743
1,390,1,0.01,69,0.9387274980545044,0.0705701932311058,0.26565050956304564,0.1021505743265152
1,390,1,0.01,70,0.9326709508895874,0.07754579186439514,0.2784704506126191,0.09964429587125778
1,390,1,0.01,71,0.9328644871711731,0.07732288539409637,0.27806992896409416,0.08903064578771591
1,390,1,0.01,72,0.9347394704818726,0.07516339421272278,0.27415943210606997,0.093597911298275
1,390,1,0.01,73,0.9349361658096313,0.07493684440851212,0.27374594866136764,0.09183811396360397
1,390,1,0.01,74,0.931780993938446,0.07857074588537216,0.28030473753643936,0.12650497257709503
