epoch,mape_mean,mape_std
1,0.4381441831588745,0.07932391393278972
2,0.2882770498593648,0.06927337501395217
3,0.24917471408843994,0.05885899450766388
4,0.2126794586579005,0.037383128138370206
5,0.2118420846760273,0.06310891561212459
6,0.19214861790339152,0.03997615045355639
7,0.18570288221041362,0.038438457312859255
8,0.17227835183342297,0.03882749528256167
9,0.17485288033882776,0.03351513977621792
10,0.17529129808147748,0.03723955402959653
11,0.16425961628556252,0.033670631273405374
12,0.17609886154532434,0.03909546575514787
13,0.15569185689091683,0.029788192989521865
14,0.15461782986919084,0.04519301825917519
15,0.1511798250178496,0.027897012102593932
16,0.15282502298553785,0.04187909136208158
17,0.1570124849677086,0.028257469016718287
18,0.14948198745648067,0.04264160356284025
19,0.15304485311110813,0.03664657117415782
20,0.15096052636702856,0.03188004286661708
21,0.16186137422919272,0.04850931480898882
22,0.1584179736673832,0.0686754893613344
23,0.15635452941060066,0.044380343144732756
24,0.16619633932908376,0.07842966105452075
25,0.15333497300744056,0.05420357759482965
26,0.1383315232892831,0.04631017680252777
27,0.13949221993486086,0.03737326261270816
28,0.13037504479289055,0.03244666315307075
29,0.1321645751595497,0.04080784848830852
30,0.13838443160057068,0.04310075551666001
31,0.13949910625815393,0.03691083131431399
32,0.14374820937712987,0.03836754809471275
33,0.13179968545834223,0.039766068818969214
34,0.12376239473621051,0.035691573569019655
35,0.11988066906730334,0.02609762912222411
36,0.1377430188159148,0.04824898158468787
37,0.12937466899553934,0.03378313739267616
38,0.12991647943854331,0.037638756733071134
39,0.13524168009559315,0.06120113775213015
40,0.11589340046048165,0.022834377451121973
41,0.12570808529853822,0.022787092742928828
42,0.1295122283200423,0.07086388368073668
43,0.12330560609698296,0.03815015643681022
44,0.14191283881664277,0.05425101610443122
45,0.12545750985542933,0.055049215301696354
46,0.1181936929623286,0.02953012534580618
47,0.12517363379398982,0.03900281377888428
48,0.12411984155575434,0.042228416853136885
49,0.12179552962382635,0.02654273224823437
50,0.10930869008104006,0.028279272620766096
51,0.104368523756663,0.02353974517691458
52,0.11397089560826619,0.03172520968307267
53,0.11605879639585813,0.031504465209974894
54,0.10982223426302275,0.026444249394770726
55,0.1086078738172849,0.027996903935896232
56,0.1150008333226045,0.037042531289199744
57,0.11694399639964104,0.03456190493760673
58,0.1080177108446757,0.027571014330380166
59,0.125405236830314,0.05516427765345069
60,0.11321864798665046,0.03300018956652929
61,0.10953708676000436,0.026880269534806024
62,0.09686877379814783,0.02869265935604947
63,0.1054181778182586,0.02813506094007794
64,0.10249317238728205,0.02150586846780768
65,0.10951855530341466,0.018593820073915756
66,0.10800181676944097,0.03267031304312122
67,0.1028774785498778,0.030763973114807257
68,0.112660001963377,0.01665743287592841
69,0.11112502564986547,0.035083216441616535
70,0.11578196560343107,0.029128081425580134
71,0.10929407998919487,0.03916155661571221
72,0.11796934281786282,0.05698369146046836
73,0.10156346336007119,0.025800527606936866
74,0.10772256876031558,0.024417618567281623
75,0.09558004265030225,0.020618282116509033
76,0.10996880158782005,0.03499648895885797
77,0.11203427091240883,0.031242295822092602
78,0.09884392097592354,0.02217316175008964
79,0.10434789036711058,0.025916862787836524
80,0.09499942722419898,0.03259753081832699
81,0.10604018072287241,0.030822270399375913
82,0.11164186199506124,0.03319319407185457
83,0.11252101709445318,0.037013910760734674
84,0.10007585001488527,0.029102804247904252
85,0.10463407933712006,0.02928580198293107
86,0.10331182057658832,0.031112348338499587
87,0.105778494104743,0.02798458040602098
88,0.10539374550183614,0.03464286340086451
89,0.10045379847288131,0.022221183278532522
90,0.10289669657746951,0.040459239837214604
91,0.10473787275453408,0.03167109065133123
92,0.10071178240080675,0.025755388533775764
93,0.10966963445146878,0.025473236270781293
94,0.10646140115956465,0.03558806978936348
95,0.09365390228728453,0.02413642479915496
96,0.10042639548579851,0.0339873447739955
97,0.10492653176188468,0.03997109919263077
98,0.09428034809728464,0.026394758113392296
99,0.09452015484372775,0.022264600076856867
100,0.09794055931270122,0.03298729180823941
