fraction,mape_mean,mape_std,mape_best
0.01,0.3442447304725647,0.03186816278513602,0.29310154914855957
0.05,0.18453851342201233,0.00992708065828092,0.17320816218852997
0.1,0.15062267184257508,0.009297360002540868,0.13710695505142212
0.25,0.11360045820474625,0.007008983188598953,0.10566297918558121
1.0,0.07511273622512818,0.007761132763225848,0.06605038791894913
