epoch,rmse
1,0.07698950815111114
2,0.05749126389017278
3,0.058459204933826364
4,0.07161381316493345
5,0.033388083718590277
6,0.04181088353194938
7,0.06211758760220984
8,0.03622534862234392
9,0.042738529390002264
10,0.02914464960322209
11,0.03895539112926401
12,0.03604254207542512
13,0.029758405202497278
14,0.03336920644158048
15,0.03844728590480511
16,0.02976130777592961
17,0.026008542173513866
18,0.03494832188203868
19,0.029877436651422028
20,0.04419052533698303
21,0.02933494954788534
22,0.03435824111684743
23,0.07391828967676244
24,0.029682971034801584
25,0.030856927490958138
26,0.02601173003891498
27,0.024908351407267406
28,0.03462336921961465
29,0.02415402568812347
30,0.07502507471103438
31,0.02426712162348325
32,0.023114921294132007
33,0.049276229337019646
34,0.03642130234874467
35,0.05689322732032953
36,0.03960642608973947
37,0.020949103201448438
38,0.026026518459108756
39,0.020458481413729163
40,0.026971955606212284
41,0.030860628331964866
42,0.024483423648100182
43,0.022601165431012874
44,0.026225635039873595
45,0.0401761496507985
46,0.023659139935697873
47,0.031495236592112126
48,0.02208320108946623
49,0.032175883991021385
50,0.03347531242607188
51,0.03800522982691845
52,0.02001487791246734
53,0.02655618755632759
54,0.024364564309242543
55,0.043192680934862206
56,0.02531576008870426
57,0.03313007980153181
58,0.032183359910499976
59,0.04484497101048553
60,0.028655408664123378
61,0.034767873294868065
62,0.02865076169422443
63,0.026905164470980174
64,0.021609799749686673
65,0.034003459091029094
66,0.025115940144966233
67,0.02034650956337472
68,0.01981402673069818
69,0.017832594647965733
70,0.020800192247030155
71,0.0226740997493535
72,0.02268803890300207
73,0.024899740877814568
74,0.021281095504681335
75,0.021168578340352056
76,0.019735832444072114
77,0.018756045233713225
78,0.02451336216831611
79,0.019078409703928132
80,0.022023097394708594
81,0.020880344058560936
82,0.03137090324576286
83,0.020309534223160997
84,0.02336929126560233
85,0.027359366215138573
86,0.025745873129502345
87,0.02957862635085322
88,0.019394711734185485
89,0.026419330845458056
90,0.02232110641132057
91,0.03986963326619744
92,0.022891156321436065
93,0.021319680605481266
94,0.01844020396848339
95,0.025543619651700447
96,0.02090516333106193
97,0.025685410199640376
98,0.022409724075358524
99,0.021240118590949167
100,0.017859425898383043
