lr,epochs,Jou_score,Jou_mse,Jou_mape,time
0.01,100,0.9932400584220886,0.006596697494387627,0.34025120735168457,20.814822
0.001,100,0.9957352876663208,0.004161755088716745,0.25542783737182617,20.783466
0.0005,100,0.994638979434967,0.005231546703726053,0.27796000242233276,20.734143
0.0001,100,0.9914318919181824,0.008361199870705605,0.3407357335090637,20.841847
