lr,epochs,Jou_score,Jou_mse,Jou_mape,time
0.1,100,0.9873479008674622,0.01234658807516098,0.5470194220542908,25.671228
0.5,100,0.9651119112968445,0.03404563292860985,0.704745352268219,25.54356
0.05,100,0.9473024606704712,0.051424965262413025,0.6042243242263794,25.692798
0.01,100,0.996794581413269,0.0031280028633773327,0.22365903854370117,25.587361
0.005,100,0.996186375617981,0.00372153683565557,0.22765785455703735,25.63187
0.001,100,0.9955757260322571,0.004317427985370159,0.2876530885696411,25.975152
0.0005,100,0.9956673383712769,0.004228034056723118,0.23483142256736755,25.813757
0.0001,100,0.9895499348640442,0.010197740979492664,0.36441338062286377,25.599358
