seed,max_neurons,layers,lr,unlock_layers,epoch,n_samples,data_fraction,Jou_score,Jou_mse,Jou_rmse,Jou_mape
26,390,1,0.01,3,100,2378,0.1,0.9973901510238647,0.0026538867969065905,0.05151588878109928,0.27729153633117676
27,390,1,0.01,3,100,2378,0.1,0.9973659515380859,0.0026784869842231274,0.05175410113433647,0.3377041816711426
28,390,1,0.01,3,100,2378,0.1,0.9961473941802979,0.0039175995625555515,0.06259073064404626,0.2603670060634613
29,390,1,0.01,3,100,2378,0.1,0.9973681569099426,0.0026762208435684443,0.051732203157882656,0.2300661951303482
30,390,1,0.01,3,100,2378,0.1,0.9967759847640991,0.0032783958595246077,0.05725727778653651,0.3315640687942505
1,390,1,0.01,3,100,5945,0.25,0.9989766478538513,0.0010406263172626495,0.03225874016855974,0.17213813960552216
2,390,1,0.01,3,100,5945,0.25,0.9985871315002441,0.001436704071238637,0.03790387936924975,0.1918398141860962
3,390,1,0.01,3,100,5945,0.25,0.9986554384231567,0.0013672277564182878,0.03697604300649662,0.14544735848903656
4,390,1,0.01,3,100,5945,0.25,0.9989194273948669,0.001098815118893981,0.03314838033590753,0.17954161763191223
5,390,1,0.01,3,100,5945,0.25,0.9987969398498535,0.0012233277084305882,0.03497610196163358,0.22447218000888824
6,390,1,0.01,3,100,5945,0.25,0.9986991882324219,0.001322728581726551,0.03636933573391946,0.20648197829723358
7,390,1,0.01,3,100,5945,0.25,0.9985872507095337,0.001436569495126605,0.037902104098936316,0.2145892083644867
8,390,1,0.01,3,100,5945,0.25,0.9989787936210632,0.0010384379420429468,0.03222480321185758,0.15587981045246124
9,390,1,0.01,3,100,5945,0.25,0.9976239204406738,0.0024161816108971834,0.04915467028571327,0.27500829100608826
10,390,1,0.01,3,100,5945,0.25,0.9989394545555115,0.0010784572223201394,0.032839872446770245,0.2151949256658554
11,390,1,0.01,3,100,5945,0.25,0.9988173246383667,0.00120265013538301,0.034679246465040295,0.14210312068462372
12,390,1,0.01,3,100,5945,0.25,0.9988864660263062,0.001132297096773982,0.033649622535386364,0.15009038150310516
13,390,1,0.01,3,100,5945,0.25,0.9987280964851379,0.001293335808441043,0.03596297830326408,0.14401425421237946
14,390,1,0.01,3,100,5945,0.25,0.9983843564987183,0.0016428722301498055,0.040532360283479736,0.2193630486726761
15,390,1,0.01,3,100,5945,0.25,0.9987415075302124,0.0012797245290130377,0.03577323760876331,0.15715408325195312
16,390,1,0.01,3,100,5945,0.25,0.9987879395484924,0.001232508453540504,0.03510709975974239,0.2909215986728668
17,390,1,0.01,3,100,5945,0.25,0.9988446831703186,0.0011748066172003746,0.03427545210789166,0.2276305854320526
18,390,1,0.01,3,100,5945,0.25,0.9987114667892456,0.0013102558441460133,0.03619745632148775,0.17448899149894714
19,390,1,0.01,3,100,5945,0.25,0.9984121322631836,0.0016146849375218153,0.04018314245453951,0.1988881230354309
20,390,1,0.01,3,100,5945,0.25,0.9985164403915405,0.0015085740014910698,0.038840365619945826,0.2500404417514801
21,390,1,0.01,3,100,5945,0.25,0.9990118145942688,0.001004840712994337,0.03169922259290182,0.2488185167312622
22,390,1,0.01,3,100,5945,0.25,0.9988852143287659,0.0011336012976244092,0.03366899608875217,0.15787950158119202
23,390,1,0.01,3,100,5945,0.25,0.9988104104995728,0.001209659269079566,0.034780156254386865,0.17346951365470886
24,390,1,0.01,3,100,5945,0.25,0.998859167098999,0.0011600874131545424,0.03406005597697312,0.17586775124073029
25,390,1,0.01,3,100,5945,0.25,0.9984717965126038,0.0015539588639512658,0.03942028492985897,0.19858689606189728
26,390,1,0.01,3,100,5945,0.25,0.9985496997833252,0.0014747651293873787,0.038402670862680614,0.19975829124450684
27,390,1,0.01,3,100,5945,0.25,0.9987171292304993,0.0013045337982475758,0.03611833050194286,0.19252748787403107
28,390,1,0.01,3,100,5945,0.25,0.9987455010414124,0.001275674789212644,0.03571658983179447,0.2588433623313904
29,390,1,0.01,3,100,5945,0.25,0.998672604560852,0.001349812839180231,0.03673979911730916,0.19241337478160858
30,390,1,0.01,3,100,5945,0.25,0.9984384179115295,0.0015878996346145868,0.03984845837186913,0.28275376558303833
1,390,1,0.01,3,100,11891,0.5,0.9989771246910095,0.001040147733874619,0.032251321428348,0.18464985489845276
2,390,1,0.01,3,100,11891,0.5,0.9992676377296448,0.0007447059615515172,0.027289301228714473,0.1841815859079361
3,390,1,0.01,3,100,11891,0.5,0.9988959431648254,0.0011226924834772944,0.033506603580149605,0.16131235659122467
4,390,1,0.01,3,100,11891,0.5,0.9991679191589355,0.0008461458492092788,0.029088586236001208,0.12489885836839676
5,390,1,0.01,3,100,11891,0.5,0.9992555975914001,0.0007569699082523584,0.027513086127375068,0.22716933488845825
6,390,1,0.01,3,100,11891,0.5,0.999081552028656,0.0009339354000985622,0.030560356674923843,0.12244398891925812
7,390,1,0.01,3,100,11891,0.5,0.999220073223114,0.0007930746069177985,0.02816158033416801,0.09932447224855423
8,390,1,0.01,3,100,11891,0.5,0.9991137385368347,0.0009012406808324158,0.03002067089244369,0.17815865576267242
9,390,1,0.01,3,100,11891,0.5,0.9990904927253723,0.0009248541318811476,0.030411414499841135,0.23404251039028168
