seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Jou_score,Jou_mse,Jou_rmse,Jou_mape
7,390,1,0.01,100,11523,0.5,0.9972195029258728,0.0027133675757795572,0.052089994968127586,0.23649302124977112
8,390,1,0.01,100,11523,0.5,0.8973918557167053,0.10013037174940109,0.3164338347101983,0.6465113759040833
9,390,1,0.01,100,11523,0.5,0.9943328499794006,0.00553029403090477,0.07436594671558193,0.2438214272260666
10,390,1,0.01,100,11523,0.5,0.9973081946372986,0.0026268139481544495,0.05125245309401736,0.17833372950553894
11,390,1,0.01,100,11523,0.5,0.9974688291549683,0.0024700495414435863,0.04969959297060275,0.21113917231559753
12,390,1,0.01,100,11523,0.5,0.9738606214523315,0.025508172810077667,0.15971278223760824,0.336484432220459
13,390,1,0.01,100,11523,0.5,0.9969976544380188,0.0029298432637006044,0.05412802660083411,0.21514473855495453
14,390,1,0.01,100,11523,0.5,0.9965119361877441,0.0034038324374705553,0.05834237257320408,0.21145161986351013
15,390,1,0.01,100,11523,0.5,0.9973228573799133,0.002612467622384429,0.05111230402148224,0.23665834963321686
16,390,1,0.01,100,11523,0.5,0.9942204356193542,0.005640008952468634,0.07509999302575622,0.20132628083229065
17,390,1,0.01,100,11523,0.5,0.9977712631225586,0.0021748943254351616,0.04663576230142659,0.18624356389045715
18,390,1,0.01,100,11523,0.5,0.9978366494178772,0.0021110919769853354,0.04594662095285501,0.19679658114910126
19,390,1,0.01,100,11523,0.5,0.9966949224472046,0.0032252732198685408,0.05679148897386421,0.20904622972011566
20,390,1,0.01,100,11523,0.5,0.9974581599235535,0.002480464056134224,0.049804257409725765,0.20639725029468536
21,390,1,0.01,100,11523,0.5,0.9559906125068665,0.04294661432504654,0.2072356492620093,0.35387030243873596
22,390,1,0.01,100,11523,0.5,0.9973045587539673,0.002630322938784957,0.051286674085818405,0.19068026542663574
23,390,1,0.01,100,11523,0.5,0.9968565702438354,0.0030675260350108147,0.05538525106028513,0.22800779342651367
