max_neurons,layers,learn_rate,epochs,Hys_score,Hys_mse,Hys_rmse,Hys_mape
350,1,0.1,100,0.9964742660522461,0.0034366787876933813,0.058623193257390724,0.4884796738624573
350,1,0.01,100,0.9988083839416504,0.0011615174589678645,0.03408104251586011,0.4503088891506195
350,2,0.1,100,-0.00010585784912109375,0.9748424291610718,0.9873410905867697,1.0071418285369873
350,2,0.01,100,0.9982637763023376,0.0016923531657084823,0.04113822025450885,0.36246809363365173
350,5,0.1,100,-4.76837158203125e-07,0.974739670753479,0.9872890512679046,1.2596582174301147
350,5,0.01,100,0.9988303780555725,0.0011400900548323989,0.03376521960290498,0.3396635055541992
350,10,0.1,100,-0.008702278137207031,0.983221709728241,0.9915753676489957,3.4134175777435303
350,10,0.01,100,0.9983060359954834,0.0016511944122612476,0.04063489156207074,1.3873697519302368
360,1,0.1,100,0.9961379766464233,0.003764442866668105,0.06135505575474694,1.21367347240448
360,1,0.01,100,0.9991156458854675,0.000862003886140883,0.02935990269297368,0.3066307008266449
360,2,0.1,100,-0.003215789794921875,0.9778738617897034,0.9888750486232846,2.334153413772583
360,2,0.01,100,0.9990304708480835,0.0009450390934944153,0.030741488147036984,0.4772675335407257
360,5,0.1,100,0.9951533675193787,0.0047242059372365475,0.0687328592249482,0.5407074689865112
360,5,0.01,100,0.9985873103141785,0.001377008855342865,0.037108069949040264,0.8910830616950989
360,10,0.1,100,-4.744529724121094e-05,0.974785566329956,0.9873122942260751,1.0812245607376099
360,10,0.01,100,0.9894131422042847,0.010319438762962818,0.10158463842020021,2.9040610790252686
370,1,0.1,100,0.9950316548347473,0.004842822439968586,0.06959039042833849,1.688743233680725
370,1,0.01,100,0.9992294311523438,0.0007511010044254363,0.02740622200204611,0.6055361032485962
370,2,0.1,100,0.9867268204689026,0.0129378791898489,0.11374479851777355,1.5866022109985352
370,2,0.01,100,0.9982706308364868,0.0016856631264090538,0.04105682801202565,0.42959004640579224
370,5,0.1,100,-7.319450378417969e-05,0.9748105406761169,0.9873249417877161,1.5258593559265137
370,5,0.01,100,0.9984255433082581,0.0015347129665315151,0.03917541278061426,0.34518447518348694
370,10,0.1,100,-0.001335740089416504,0.9760412573814392,0.9879480033794488,2.3517696857452393
370,10,0.01,100,0.9975806474685669,0.0023582158610224724,0.048561464774268,0.9230877161026001
380,1,0.1,100,0.9954151511192322,0.004469013307243586,0.06685067918311366,1.4397073984146118
380,1,0.01,100,0.9991657137870789,0.0008131928625516593,0.028516536650716535,0.3761822581291199
380,2,0.1,100,-0.002777576446533203,0.9774466753005981,0.9886590288368372,2.2172350883483887
380,2,0.01,100,0.9990363121032715,0.0009393192594870925,0.030648315769175514,0.6546646952629089
380,5,0.1,100,-0.0006630420684814453,0.9753856062889099,0.987616122938923,1.4383608102798462
380,5,0.01,100,0.998994767665863,0.0009798479732125998,0.031302523432027,1.0753262042999268
380,10,0.1,100,-0.009285569190979004,0.9837903380393982,0.9918620559530434,3.5046780109405518
380,10,0.01,100,0.9981616139411926,0.0017919503152370453,0.04233143412686423,0.8103841543197632
390,1,0.1,100,-0.0004812479019165039,0.9752083420753479,0.9875263753821201,1.329423189163208
390,1,0.01,100,0.998880922794342,0.0010908078402280807,0.033027380159923084,0.36221829056739807
390,2,0.1,100,-0.0016944408416748047,0.9763908982276917,0.9881249405959206,2.4907283782958984
390,2,0.01,100,0.9980799555778503,0.001871518325060606,0.043261048589471406,0.7061406970024109
390,5,0.1,100,-2.1457672119140625e-06,0.9747413992881775,0.9872899266619596,1.2359015941619873
390,5,0.01,100,0.9991395473480225,0.0008387109264731407,0.028960506322803486,0.3839649260044098
390,10,0.1,100,-0.0016270875930786133,0.9763252139091492,0.9880917031880944,1.8582255840301514
390,10,0.01,100,0.998354434967041,0.0016040150076150894,0.04005015614969671,0.6714079976081848
400,1,0.1,100,0.9844225645065308,0.01518392562866211,0.12322307263115179,2.3177835941314697
400,1,0.01,100,0.9987025856971741,0.0012646288378164172,0.03556162029233788,0.5928327441215515
400,2,0.1,100,-0.0001322031021118164,0.9748680591583252,0.9873540698039003,1.6120222806930542
400,2,0.01,100,0.9989124536514282,0.0010600913083180785,0.0325590434183512,0.23670844733715057
400,5,0.1,100,-0.00026345252990722656,0.974996030330658,0.9874188727843204,1.7510327100753784
400,5,0.01,100,0.9985132813453674,0.0014491647016257048,0.03806789594429543,0.4814915657043457
400,10,0.1,100,-8.273124694824219e-05,0.9748198986053467,0.9873296808084656,1.0219969749450684
400,10,0.01,100,0.9988411068916321,0.0011296416632831097,0.03361014226811766,0.3523533344268799
