seed,max_neurons,layers,learn_rate,epoch,Jou_score,Jou_mse,Jou_rmse,Jou_mape
2,380,1,0.01,45,0.998058557510376,0.0018945374758914113,0.04352628488501415,0.20559896528720856
2,380,1,0.01,46,0.9981311559677124,0.0018237435724586248,0.04270531082264389,0.18297415971755981
2,380,1,0.01,47,0.9983720183372498,0.0015886420151218772,0.03985777233014757,0.16182884573936462
2,380,1,0.01,48,0.9985297918319702,0.0014347078977152705,0.03787753816862007,0.14929278194904327
2,380,1,0.01,49,0.9982908368110657,0.0016678922111168504,0.040839836080925326,0.16689066588878632
2,380,1,0.01,50,0.9958505630493164,0.0040492163971066475,0.06363345344319014,0.24431897699832916
2,380,1,0.01,51,0.9975916743278503,0.0023501713294535875,0.048478565670341235,0.16594308614730835
2,380,1,0.01,52,0.9956607818603516,0.00423443503677845,0.06507253673231474,0.21717016398906708
2,380,1,0.01,53,0.9954634308815002,0.004427003674209118,0.06653573231136123,0.18131938576698303
2,380,1,0.01,54,0.9975070953369141,0.0024327286519110203,0.049322699154760584,0.19983339309692383
2,380,1,0.01,55,0.9977709650993347,0.002175185363739729,0.046638882530992624,0.1910780668258667
2,380,1,0.01,56,0.9980477690696716,0.0019050795817747712,0.043647217342859,0.15358492732048035
2,380,1,0.01,57,0.9960439205169678,0.0038605763111263514,0.062133536122824615,0.2173292338848114
2,380,1,0.01,58,0.997751772403717,0.0021939624566584826,0.04683975295257739,0.17848017811775208
2,380,1,0.01,59,0.9927545189857483,0.007070543244481087,0.08408652237119268,0.18342800438404083
2,380,1,0.01,60,0.9962553381919861,0.0036542543675750494,0.06045042901067824,0.19245408475399017
2,380,1,0.01,61,0.9975177645683289,0.002422301797196269,0.04921688528540047,0.1723262071609497
2,380,1,0.01,62,0.9985791444778442,0.0013865382643416524,0.037236249332359625,0.17153796553611755
2,380,1,0.01,63,0.9987521171569824,0.0012177451280876994,0.03489620506713731,0.12058740854263306
2,380,1,0.01,64,0.9981485605239868,0.0018067476339638233,0.04250585411403732,0.13457214832305908
2,380,1,0.01,65,0.9983392953872681,0.0016205939464271069,0.04025660127764274,0.16370384395122528
2,380,1,0.01,66,0.9986625909805298,0.0013050870038568974,0.03612598792914731,0.1539733111858368
2,380,1,0.01,67,0.9981845021247864,0.0017716740258038044,0.0420912583062541,0.14466361701488495
2,380,1,0.01,68,0.9979484677314758,0.0020019644871354103,0.04474331779311197,0.15079449117183685
2,380,1,0.01,69,0.9975384473800659,0.0024021114222705364,0.049011339731439056,0.20689979195594788
2,380,1,0.01,70,0.9974831938743591,0.002456002403050661,0.04955807101825757,0.19423505663871765
2,380,1,0.01,71,0.9971403479576111,0.002790584694594145,0.05282598503193428,0.17747299373149872
2,380,1,0.01,72,0.9985299706459045,0.001434555510058999,0.03787552653177245,0.13456131517887115
2,380,1,0.01,73,0.995384693145752,0.004503869451582432,0.06711087431692744,0.24150751531124115
2,380,1,0.01,74,0.9973556399345398,0.0025804925244301558,0.050798548448062524,0.18433518707752228
2,380,1,0.01,75,0.9967686533927917,0.0031533371657133102,0.05615458276679928,0.2158377766609192
2,380,1,0.01,76,0.9979559779167175,0.0019946410320699215,0.04466140427785407,0.14456769824028015
2,380,1,0.01,77,0.996187686920166,0.003720224602147937,0.0609936439487586,0.2059275060892105
2,380,1,0.01,78,0.998006284236908,0.0019455791916698217,0.04410872013184946,0.17324185371398926
2,380,1,0.01,79,0.9982087016105652,0.0017480173846706748,0.04180929782561141,0.13378044962882996
2,380,1,0.01,80,0.998492956161499,0.0014706575311720371,0.03834915293943319,0.15393055975437164
2,380,1,0.01,81,0.9976310729980469,0.002311734715476632,0.048080502446174914,0.14933256804943085
2,380,1,0.01,82,0.9980086088180542,0.0019433117704465985,0.044083009997578415,0.14549817144870758
2,380,1,0.01,83,0.9980412721633911,0.0019114023307338357,0.04371958749501001,0.15375983715057373
2,380,1,0.01,84,0.997920036315918,0.0020297260489314795,0.04505248105189635,0.14295074343681335
2,380,1,0.01,85,0.9980707764625549,0.0018826263258233666,0.04338924205172714,0.14799368381500244
2,380,1,0.01,86,0.998511791229248,0.0014522841665893793,0.03810884630357339,0.13231518864631653
2,380,1,0.01,87,0.998615562915802,0.0013510251883417368,0.03675629454041494,0.16786326467990875
2,380,1,0.01,88,0.9985546469688416,0.00141043565236032,0.03755576723168254,0.13721412420272827
2,380,1,0.01,89,0.9982901811599731,0.0016685015289112926,0.040847295245968154,0.12416502833366394
2,380,1,0.01,90,0.9983676075935364,0.0015929739456623793,0.039912077691625865,0.1252870112657547
2,380,1,0.01,91,0.9984226226806641,0.0015392940258607268,0.0392338377661519,0.14776186645030975
2,380,1,0.01,92,0.9967641830444336,0.003157662693411112,0.056193084035414106,0.21360529959201813
2,380,1,0.01,93,0.9985032677650452,0.0014605758478865027,0.038217480920208526,0.13629861176013947
2,380,1,0.01,94,0.998527467250824,0.0014369753189384937,0.03790745729983078,0.13032537698745728
2,380,1,0.01,95,0.9981406331062317,0.001814468763768673,0.0425965815972206,0.18204662203788757
2,380,1,0.01,96,0.9976446628570557,0.0022984424140304327,0.047942073526605344,0.15396280586719513
2,380,1,0.01,97,0.9984776377677917,0.0014856058405712247,0.03854355770516293,0.13969679176807404
2,380,1,0.01,98,0.9978640079498291,0.0020844005048274994,0.045655235240085,0.1747112274169922
2,380,1,0.01,99,0.9985759258270264,0.0013896963791921735,0.03727863167006232,0.13828514516353607
2,380,1,0.01,100,0.9947226643562317,0.005149920005351305,0.07176294312074516,0.16678296029567719
3,380,1,0.01,1,0.9729325771331787,0.026413779705762863,0.1625231666740556,0.7757983803749084
3,380,1,0.01,2,0.9921104311943054,0.007699045818299055,0.08774420675063999,0.3407883942127228
3,380,1,0.01,3,0.9782092571258545,0.021264556795358658,0.14582371821949494,0.6754108667373657
3,380,1,0.01,4,0.9915049076080322,0.008289968594908714,0.09104926465880278,0.39671555161476135
3,380,1,0.01,5,0.993607759475708,0.0062378873117268085,0.07898029698429102,0.32419294118881226
3,380,1,0.01,6,0.9918380975723267,0.0079647870734334,0.089245655767849,0.3389382064342499
3,380,1,0.01,7,0.9923304915428162,0.007484287954866886,0.0865117792839038,0.38960209488868713
3,380,1,0.01,8,0.9894581437110901,0.010287304408848286,0.10142634967723271,0.510884165763855
3,380,1,0.01,9,0.9943700432777405,0.005494019016623497,0.07412165012075417,0.305388480424881
3,380,1,0.01,10,0.9930946826934814,0.006738566793501377,0.0820887738579483,0.3180758059024811
3,380,1,0.01,11,0.9951119422912598,0.004770019091665745,0.06906532481401752,0.29606127738952637
3,380,1,0.01,12,0.9936261773109436,0.006219893228262663,0.0788662996993181,0.35382387042045593
3,380,1,0.01,13,0.9807725548744202,0.018763119354844093,0.13697853611002014,0.5911797881126404
3,380,1,0.01,14,0.9827193021774292,0.016863401979207993,0.12985916209189088,0.45029670000076294
3,380,1,0.01,15,0.996285080909729,0.003625232959166169,0.06020990748345466,0.2242959439754486
3,380,1,0.01,16,0.9955622553825378,0.004330592695623636,0.06580723893025475,0.2715117633342743
3,380,1,0.01,17,0.9954958558082581,0.004395394120365381,0.06629776859265613,0.2639055848121643
3,380,1,0.01,18,0.9836556911468506,0.01594964973628521,0.12629192268821157,0.5213223695755005
3,380,1,0.01,19,0.9955757856369019,0.004317406099289656,0.06570697146642551,0.2443581521511078
3,380,1,0.01,20,0.9955031275749207,0.004388307221233845,0.06624429953764961,0.28230103850364685
3,380,1,0.01,21,0.9873563647270203,0.012338311411440372,0.11107795195915512,0.3993116617202759
3,380,1,0.01,22,0.9955136179924011,0.004378019366413355,0.06616660310468836,0.2810148596763611
3,380,1,0.01,23,0.9974786639213562,0.0024604450445622206,0.04960287334985969,0.19101202487945557
3,380,1,0.01,24,0.9959677457809448,0.003934876993298531,0.06272859789042419,0.2549154460430145
3,380,1,0.01,25,0.9975779056549072,0.002363616833463311,0.048617042623583254,0.1884336769580841
3,380,1,0.01,26,0.9955946803092957,0.004298929590731859,0.06556622294086993,0.2415994554758072
3,380,1,0.01,27,0.9944676756858826,0.005398742854595184,0.07347613799455702,0.3303021192550659
3,380,1,0.01,28,0.9971625208854675,0.002768958453088999,0.052620893693370495,0.1988925188779831
3,380,1,0.01,29,0.9980248212814331,0.0019275059457868338,0.043903370551551434,0.19022490084171295
3,380,1,0.01,30,0.996867299079895,0.0030570761300623417,0.05529083224244632,0.21022151410579681
3,380,1,0.01,31,0.9957557320594788,0.004141758196055889,0.06435649303726773,0.28710460662841797
3,380,1,0.01,32,0.9955543279647827,0.004338340368121862,0.06586607904013918,0.23492875695228577
3,380,1,0.01,33,0.949050784111023,0.04971888288855553,0.22297731473976345,0.6308774948120117
3,380,1,0.01,34,0.9920210838317871,0.007786259986460209,0.0882397868677175,0.3670811951160431
3,380,1,0.01,35,0.9897449612617493,0.010007373988628387,0.10003686314868328,0.4049820601940155
3,380,1,0.01,36,0.9948629140853882,0.0050130607560276985,0.07080297137852125,0.24889662861824036
3,380,1,0.01,37,0.9968951940536499,0.003029849147424102,0.05504406550595715,0.23632794618606567
3,380,1,0.01,38,0.9970681071281433,0.0028610979206860065,0.05348923181992808,0.21088647842407227
3,380,1,0.01,39,0.9954229593276978,0.004466518294066191,0.06683201548708666,0.2579399347305298
3,380,1,0.01,40,0.997865617275238,0.0020828573033213615,0.04563833151333823,0.19565199315547943
3,380,1,0.01,41,0.9967931509017944,0.0031294310465455055,0.05594131788352421,0.28142300248146057
3,380,1,0.01,42,0.9973347187042236,0.002600906416773796,0.05099908250913732,0.21253430843353271
3,380,1,0.01,43,0.9966757297515869,0.0032439837232232094,0.05695598057467898,0.22208832204341888
3,380,1,0.01,44,0.9969944953918457,0.0029329489916563034,0.05415670772541757,0.20088985562324524
3,380,1,0.01,45,0.9973825216293335,0.0025542499497532845,0.05053958794601796,0.18096040189266205
3,380,1,0.01,46,0.9947280883789062,0.005144582595676184,0.0717257456962016,0.2740652561187744
3,380,1,0.01,47,0.9981787800788879,0.0017772156279534101,0.04215703533164317,0.17757128179073334
3,380,1,0.01,48,0.9982221722602844,0.001734897494316101,0.04165210071912461,0.17548362910747528
3,380,1,0.01,49,0.983826220035553,0.015783196315169334,0.12563119164908584,0.2829096019268036
3,380,1,0.01,50,0.9978331923484802,0.0021144775673747063,0.045983448841672436,0.17448930442333221
3,380,1,0.01,51,0.9966703057289124,0.003249269211664796,0.05700236145691506,0.18927890062332153
3,380,1,0.01,52,0.9912755489349365,0.00851376075297594,0.09227004255431955,0.305769145488739
3,380,1,0.01,53,0.9969921112060547,0.002935245167464018,0.05417790294450329,0.23258602619171143
3,380,1,0.01,54,0.9974508881568909,0.0024875556118786335,0.04987540086935276,0.17814406752586365
3,380,1,0.01,55,0.996734082698822,0.003187027294188738,0.05645376244493132,0.20142926275730133
3,380,1,0.01,56,0.9969173073768616,0.0030082447919994593,0.05484746841923936,0.19136223196983337
3,380,1,0.01,57,0.9977922439575195,0.0021544408518821,0.046415954712599634,0.20769526064395905
3,380,1,0.01,58,0.9981181621551514,0.0018363692797720432,0.04285287948052083,0.16011948883533478
3,380,1,0.01,59,0.9956400394439697,0.004254698287695646,0.06522804832045526,0.2570073902606964
3,380,1,0.01,60,0.9967153668403625,0.003205321729183197,0.05661556083960661,0.16174408793449402
3,380,1,0.01,61,0.9961212277412415,0.003785099135711789,0.06152315934436226,0.22996823489665985
3,380,1,0.01,62,0.9973194003105164,0.0026158862747251987,0.05114573564555699,0.1835152953863144
3,380,1,0.01,63,0.9962266087532043,0.003682296024635434,0.06068192502414071,0.2548753023147583
3,380,1,0.01,64,0.9972907304763794,0.002643850864842534,0.051418390336945924,0.20806117355823517
3,380,1,0.01,65,0.9978933930397034,0.0020557173993438482,0.04534001984278181,0.18605440855026245
3,380,1,0.01,66,0.9982312917709351,0.0017259948654100299,0.04154509436034572,0.14834827184677124
3,380,1,0.01,67,0.9974626302719116,0.002476105932146311,0.04976048565022563,0.1912841796875
3,380,1,0.01,68,0.9976290464401245,0.002313702367246151,0.04810096014890088,0.16706065833568573
3,380,1,0.01,69,0.9977399706840515,0.0022054517176002264,0.04696223714432934,0.1802438646554947
3,380,1,0.01,70,0.9983732104301453,0.0015875152312219143,0.03984363476418679,0.15831193327903748
3,380,1,0.01,71,0.9974435567855835,0.002494697691872716,0.049946948774401784,0.18495076894760132
3,380,1,0.01,72,0.9984816908836365,0.0014816431794315577,0.03849211840664992,0.16487713158130646
3,380,1,0.01,73,0.9981611371040344,0.0017944301944226027,0.04236071522557903,0.17722582817077637
3,380,1,0.01,74,0.9979709982872009,0.001980031840503216,0.04449754870218376,0.20154979825019836
3,380,1,0.01,75,0.9965900182723999,0.0033276116009801626,0.057685453980879466,0.2255401760339737
3,380,1,0.01,76,0.9985881447792053,0.0013777875574305654,0.03711856082111166,0.160484179854393
3,380,1,0.01,77,0.9938346743583679,0.006016448140144348,0.07756576654777769,0.2813549041748047
3,380,1,0.01,78,0.9969639182090759,0.002962772035971284,0.05443135159052441,0.26301366090774536
3,380,1,0.01,79,0.9980432391166687,0.001909485668875277,0.04369766205273775,0.1820969432592392
3,380,1,0.01,80,0.9969622492790222,0.0029643934685736895,0.05444624384265355,0.15785780549049377
3,380,1,0.01,81,0.9981698989868164,0.0017858915962278843,0.04225981065063927,0.14847105741500854
3,380,1,0.01,82,0.9985771775245667,0.0013884786749258637,0.03726229562071912,0.1478981077671051
3,380,1,0.01,83,0.965251088142395,0.03390978276729584,0.18414609082816782,0.4435497522354126
3,380,1,0.01,84,0.9970225691795349,0.0029055271297693253,0.05390294175431732,0.23748886585235596
3,380,1,0.01,85,0.9977081418037415,0.002236495027318597,0.04729159573664857,0.1690090149641037
3,380,1,0.01,86,0.9980550408363342,0.0018979923333972692,0.04356595383320867,0.15936431288719177
3,380,1,0.01,87,0.9980125427246094,0.0019394533010199666,0.04403922457332743,0.17495512962341309
3,380,1,0.01,88,0.9971082806587219,0.002821891801431775,0.053121481544021104,0.21588636934757233
