modelo,data_fraction,n_seeds,mape_mean,mape_std,area_std,cv_final,range,mape_best,mape_worst
Baseline,0.1,30,1.3209194928407668,0.7793645880772858,0.7793645880772858,0.5900167211562499,3.2565128803253174,0.3994412422180176,3.655954122543335
Baseline,0.25,30,0.7378171275059382,0.37159819816187956,0.37159819816187956,0.5036453943784177,1.5163795351982117,0.2464275956153869,1.7628071308135986
Baseline,0.5,30,0.7865545858939489,0.42387805891853214,0.42387805891853214,0.5389048217636145,2.144864857196808,0.2513365149497986,2.3962013721466064
Baseline,1.0,30,0.6946051930387814,0.29004837711157133,0.29004837711157133,0.41757300408690906,1.5205066949129102,0.2402245253324508,1.760731220245361
TL_arq,0.1,30,1.3209194928407668,0.7793645880772858,0.7793645880772858,0.5900167211562499,3.2565128803253174,0.3994412422180176,3.655954122543335
TL_arq,0.25,30,0.7378171275059382,0.37159819816187956,0.37159819816187956,0.5036453943784177,1.5163795351982117,0.2464275956153869,1.7628071308135986
TL_arq,0.5,30,0.7865545858939489,0.42387805891853214,0.42387805891853214,0.5389048217636145,2.144864857196808,0.2513365149497986,2.3962013721466064
TL_arq,1.0,30,0.6946051930387814,0.29004837711157133,0.29004837711157133,0.41757300408690906,1.5205066949129102,0.2402245253324508,1.760731220245361
TL_wei,0.1,30,1.4820769468943278,1.022651545658826,1.022651545658826,0.6900124502994116,4.730766385793686,0.3934387266635895,5.124205112457275
TL_wei,0.25,30,0.6617577284574508,0.272835127936374,0.272835127936374,0.4122885403580391,0.9140977263450623,0.2947015166282654,1.2087992429733276
TL_wei,0.5,30,0.7092515061299006,0.27918211404803206,0.27918211404803206,0.39362921563806924,1.1298664212226868,0.3167445063591003,1.446610927581787
TL_wei,1.0,30,0.6085501243670781,0.33375348046934394,0.33375348046934394,0.5484404112421535,1.1609655320644379,0.2581668198108673,1.4191323518753052
