modelo,data_fraction,n_seeds,mape_mean,mape_std,area_std,cv_final,range,mape_best,mape_worst
Baseline,0.1,30,0.37814705073833466,0.09260063389422556,0.09260063389422556,0.24487995797778192,0.4021714925765992,0.2421674728393554,0.6443389654159546
Baseline,0.25,30,0.2201831971605618,0.03090154336252441,0.03090154336252441,0.14034469369608804,0.15809060633182523,0.1583588272333145,0.3164494335651397
Baseline,0.5,30,0.23751217226187382,0.08618085179365959,0.08618085179365959,0.36284814783572084,0.4681776463985443,0.1783337295055389,0.6465113759040833
Baseline,1.0,30,0.17638463477293648,0.04628273718258098,0.04628273718258098,0.2623966494709797,0.2253330573439598,0.1229098811745643,0.3482429385185241
TL_arq,0.1,30,0.46243672966957095,0.23679852539342566,0.23679852539342566,0.51206686277413,1.2370277643203735,0.2667189836502075,1.503746747970581
TL_arq,0.25,30,0.2499382972717285,0.03829137930314955,0.03829137930314955,0.15320332946623155,0.15188783407211312,0.1922961771488189,0.344184011220932
TL_arq,0.5,30,0.23613660782575605,0.0447202115508838,0.0447202115508838,0.1893827982143396,0.2313443124294281,0.1504022777080536,0.3817465901374817
TL_arq,1.0,30,0.1893608018755913,0.056172362768893425,0.056172362768893425,0.29664197770876716,0.24604204297065743,0.1317638158798217,0.3778058588504791
TL_wei,0.1,30,0.38627776006857556,0.11206934508407644,0.11206934508407644,0.2901263201489541,0.5168495178222656,0.2609255313873291,0.7777750492095947
TL_wei,0.25,30,0.21680645594994225,0.022394690523989656,0.022394690523989656,0.10329346709657158,0.09265454113483429,0.1741407066583633,0.2667952477931976
TL_wei,0.5,30,0.23557733347018556,0.05221700771986843,0.05221700771986843,0.22165548336371235,0.2361269891262055,0.1637983322143554,0.3999253213405609
TL_wei,1.0,30,0.18724470436573024,0.028550432639402847,0.028550432639402847,0.15247658264149117,0.11732767522335058,0.1462928801774978,0.2636205554008484
