lr,epochs,Jou_score,Jou_mse,Jou_mape,time
0.1,100,0.9919316172599792,0.008204478770494461,0.6635971069335938,44.16243
0.5,100,0.9621655941009521,0.038472700864076614,0.8317273855209351,48.471642
0.05,100,0.9967546463012695,0.003300103358924389,0.22496159374713898,44.699567
0.01,100,0.99811851978302,0.0019132202723994851,0.24350792169570923,48.254424
0.005,100,0.9980818033218384,0.0019505820237100124,0.23968520760536194,51.864489
0.001,100,0.9972768425941467,0.0027691039722412825,0.3962429165840149,47.04295
0.0005,100,0.9965600967407227,0.0034979546908289194,0.3087922930717468,46.510217
0.0001,100,0.9928157925605774,0.007305409759283066,0.43692097067832947,53.211682
