seed,max_neurons,layers,lr,unlock_layers,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
26,380,2,0.01,4,100,2304,0.1,0.9942644834518433,0.005590649321675301,0.07477064478573994,2.3496458530426025
27,380,2,0.01,4,100,2304,0.1,0.9868473410606384,0.012820405885577202,0.11322723120158508,1.7453091144561768
28,380,2,0.01,4,100,2304,0.1,0.9918673634529114,0.00792721752077341,0.0890349230401948,0.8827917575836182
29,380,2,0.01,4,100,2304,0.1,0.9779393672943115,0.021503334864974022,0.14664015434039213,1.1972506046295166
30,380,2,0.01,4,100,2304,0.1,0.9960061311721802,0.00389296468347311,0.0623936269459719,0.5351146459579468
1,380,2,0.01,4,100,5761,0.25,0.9977815747261047,0.0021623829379677773,0.04650142941854344,0.3623879849910736
2,380,2,0.01,4,100,5761,0.25,0.9982104897499084,0.0017443049000576138,0.04176487639222237,0.9251254796981812
3,380,2,0.01,4,100,5761,0.25,0.9973583817481995,0.0025748666375875473,0.050743143749550516,1.0795791149139404
4,380,2,0.01,4,100,5761,0.25,0.9980571866035461,0.0018937624990940094,0.043517381574423905,0.5744486451148987
5,380,2,0.01,4,100,5761,0.25,0.9978442788124084,0.00210125301964581,0.04583942647596946,0.49355557560920715
6,380,2,0.01,4,100,5761,0.25,0.9975897669792175,0.0023493722546845675,0.04847032344316022,1.1000609397888184
7,380,2,0.01,4,100,5761,0.25,0.9974960088729858,0.002440754557028413,0.04940399333078666,0.9355467557907104
8,380,2,0.01,4,100,5761,0.25,0.9977003335952759,0.0022415928542613983,0.047345462868805054,0.5056061744689941
9,380,2,0.01,4,100,5761,0.25,0.9965069890022278,0.0034047584049403667,0.05835030766791523,0.7624703645706177
10,380,2,0.01,4,100,5761,0.25,0.9973838925361633,0.002550027798861265,0.05049779994080203,0.8280808329582214
11,380,2,0.01,4,100,5761,0.25,0.9978299736976624,0.002115202834829688,0.045991334344957724,1.17406165599823
12,380,2,0.01,4,100,5761,0.25,0.9972019791603088,0.0027273502200841904,0.05222403871862258,0.40088582038879395
13,380,2,0.01,4,100,5761,0.25,0.9976992607116699,0.00224260613322258,0.047356162568588475,0.7097936868667603
14,380,2,0.01,4,100,5761,0.25,0.9977729916572571,0.0021707587875425816,0.04659140250671342,0.7610917091369629
