max_neurons,layers,learn_rate,epochs,Hys_score,Hys_mse,Hys_rmse,Hys_mape
350,1,0.1,100,0.9803343415260315,0.020048419013619423,0.14159243981801933,0.460520476102829
350,1,0.01,100,0.999011218547821,0.0010080342181026936,0.031749554612666514,0.07581545412540436
350,2,0.1,100,-0.004894137382507324,1.0244522094726562,1.0121522659524387,1.171765685081482
350,2,0.01,100,0.9995620846748352,0.00044642508146353066,0.021128773780405022,0.05765717476606369
350,5,0.1,100,-0.001280665397644043,1.0207685232162476,1.0103308978825936,1.067613124847412
350,5,0.01,100,0.9983102679252625,0.0017226198688149452,0.04150445601155309,0.08208815008401871
350,10,0.1,100,-0.0008552074432373047,1.0203347206115723,1.0101161916391461,1.050137996673584
350,10,0.01,100,0.9976354837417603,0.002410552464425564,0.049097377368099444,0.0760839581489563
360,1,0.1,100,0.9865792393684387,0.013681942597031593,0.11696983627000421,0.501186192035675
360,1,0.01,100,0.999161422252655,0.000854889047332108,0.029238485722282336,0.07596101611852646
360,2,0.1,100,-0.0006744861602783203,1.0201505422592163,1.0100250206104877,1.0574501752853394
360,2,0.01,100,0.9995418787002563,0.0004670630441978574,0.021611641404526805,0.039932381361722946
360,5,0.1,100,-0.003960967063903809,1.023500919342041,1.0116822225096382,1.1579631567001343
360,5,0.01,100,0.9991214871406555,0.0008956303936429322,0.029927084616496343,0.05994172766804695
360,10,0.1,100,-0.016139507293701172,1.0359165668487549,1.0177998658128988,1.3679420948028564
360,10,0.01,100,0.9953770041465759,0.00471298536285758,0.06865118617225474,0.05962712690234184
370,1,0.1,100,-0.00012004375457763672,1.019585371017456,1.0097452010371013,1.0072507858276367
370,1,0.01,100,0.9975759983062744,0.002471194602549076,0.04971111145960303,0.1175483912229538
370,2,0.1,100,-0.009038209915161133,1.0286771059036255,1.0142372039634642,1.2554177045822144
370,2,0.01,100,0.9980654120445251,0.0019722669385373592,0.044410212097414706,0.08436039835214615
370,5,0.1,100,-3.5762786865234375e-07,1.019463300704956,1.009684753130875,1.0038821697235107
370,5,0.01,100,0.9997626543045044,0.00024198404571507126,0.015555836387512928,0.057303912937641144
370,10,0.1,100,-0.0010149478912353516,1.0204975605010986,1.0101967929572429,1.072320818901062
370,10,0.01,100,0.9976218342781067,0.002424453152343631,0.04923873629921498,0.0793125107884407
380,1,0.1,100,-0.019755244255065918,1.0396026372909546,1.0196090610086568,1.417561411857605
380,1,0.01,100,0.9994657635688782,0.0005446161376312375,0.023337012183037433,0.05007234588265419
380,2,0.1,100,-0.004388213157653809,1.0239365100860596,1.011897480027527,1.1675695180892944
380,2,0.01,100,0.9978201389312744,0.0022222641855478287,0.04714089716528345,0.05680171027779579
380,5,0.1,100,-2.5033950805664062e-05,1.0194884538650513,1.009697209001318,0.9997780323028564
380,5,0.01,100,0.9987116456031799,0.0013134493492543697,0.03624154176155272,0.06696124374866486
380,10,0.1,100,-0.005720615386962891,1.0252948999404907,1.012568466791501,1.1903369426727295
380,10,0.01,100,0.9985233545303345,0.0015053767710924149,0.038799185185934185,0.06479457765817642
390,1,0.1,100,0.9929178357124329,0.007219997234642506,0.08497056687255009,0.2975154519081116
390,1,0.01,100,0.9990938901901245,0.0009237151825800538,0.03039268304345725,0.05294007807970047
390,2,0.1,100,0.9957340955734253,0.004348902031779289,0.06594620559046054,0.23713721334934235
390,2,0.01,100,0.9976985454559326,0.002346247201785445,0.04843807595049008,0.07074856758117676
390,5,0.1,100,-0.0052416324615478516,1.0248066186904907,1.0123273278394151,1.179722547531128
390,5,0.01,100,0.9947369694709778,0.005365469492971897,0.07324936513698871,0.05942049250006676
390,10,0.1,100,-0.009575366973876953,1.0292246341705322,1.0145070892657835,1.264934778213501
390,10,0.01,100,0.9958788156509399,0.004201390314847231,0.0648181326084548,0.08685223013162613
400,1,0.1,100,-0.0034668445587158203,1.022997260093689,1.0114332702129631,1.1354992389678955
400,1,0.01,100,0.9988017678260803,0.0012215531896799803,0.03495072516672552,0.05172745883464813
400,2,0.1,100,0.9938666224479675,0.006252769380807877,0.07907445466652221,0.28521114587783813
400,2,0.01,100,0.9983629584312439,0.001668890006840229,0.040852050215873244,0.0454496368765831
400,5,0.1,100,-0.00020742416381835938,1.0196744203567505,1.009789295029785,1.0310649871826172
400,5,0.01,100,0.9987598657608032,0.00126427854411304,0.03555669478611644,0.07923109084367752
400,10,0.1,100,-0.0009018182754516602,1.020382285118103,1.0101397354416384,1.0676062107086182
400,10,0.01,100,0.9958394765853882,0.004241472575813532,0.06512658885442667,0.05926591902971268
