seed,max_neurons,layers,learn_rate,epoch,Jou_score,Jou_mse,Jou_rmse,Jou_mape
1,360,2,0.01,1,0.8939448595046997,0.1221482902765274,0.3494971963786368,0.5540273189544678
1,360,2,0.01,2,0.9062702655792236,0.1079525426030159,0.32856132243923036,0.3155217170715332
1,360,2,0.01,3,0.9112563729286194,0.10220984369516373,0.31970274270822846,0.20738528668880463
1,360,2,0.01,4,0.9142182469367981,0.09879850596189499,0.3143222963168458,0.165946364402771
1,360,2,0.01,5,0.9176989793777466,0.09478964656591415,0.3078792727123964,0.1514238566160202
1,360,2,0.01,6,0.9178545475006104,0.09461048245429993,0.3075881702118921,0.1328253597021103
1,360,2,0.01,7,0.9167072176933289,0.09593188017606735,0.3097287202957894,0.16001154482364655
1,360,2,0.01,8,0.9174286127090454,0.09510105103254318,0.30838458300074467,0.13460730016231537
1,360,2,0.01,9,0.9204960465431213,0.09156813472509384,0.3026022715134403,0.12214485555887222
1,360,2,0.01,10,0.921111524105072,0.09085926413536072,0.30142870489613416,0.10924994945526123
1,360,2,0.01,11,0.9207262992858887,0.09130290150642395,0.3021636998489791,0.10604214668273926
1,360,2,0.01,12,0.9167839884757996,0.09584348648786545,0.3095859920730676,0.1442946344614029
1,360,2,0.01,13,0.9223884344100952,0.08938854932785034,0.2989791787530535,0.0902923047542572
1,360,2,0.01,14,0.9219400882720947,0.08990492671728134,0.2998415026597908,0.12570089101791382
1,360,2,0.01,15,0.9239494204521179,0.08759070187807083,0.2959572636007956,0.18520040810108185
1,360,2,0.01,16,0.921935498714447,0.08991023153066635,0.2998503485585207,0.11242986470460892
1,360,2,0.01,17,0.9235923290252686,0.08800196647644043,0.2966512539606742,0.1356034129858017
1,360,2,0.01,18,0.9245914220809937,0.08685130625963211,0.2947054567863176,0.12959830462932587
1,360,2,0.01,19,0.9205192923545837,0.09154137223958969,0.3025580477190942,0.10923170298337936
1,360,2,0.01,20,0.9235548377037048,0.08804518729448318,0.2967240928783559,0.1254296600818634
1,360,2,0.01,21,0.923620343208313,0.08796969801187515,0.2965968610957897,0.09737128019332886
1,360,2,0.01,22,0.9248692393302917,0.08653130382299423,0.29416203667875673,0.12345010042190552
1,360,2,0.01,23,0.9251350164413452,0.08622525632381439,0.29364137365809745,0.11173928529024124
1,360,2,0.01,24,0.9257225394248962,0.08554854989051819,0.29248683712351603,0.11625780910253525
1,360,2,0.01,25,0.9192151427268982,0.09304340928792953,0.30503017766760315,0.11075097322463989
1,360,2,0.01,26,0.9233209490776062,0.08831457793712616,0.29717768748196116,0.1893519014120102
1,360,2,0.01,27,0.9253835678100586,0.085938960313797,0.2931534756979644,0.11374973505735397
1,360,2,0.01,28,0.923018217086792,0.08866322040557861,0.29776369893856874,0.14356005191802979
1,360,2,0.01,29,0.9268255829811096,0.08427809178829193,0.2903068924229873,0.12203415483236313
1,360,2,0.01,30,0.9265929460525513,0.08454602211713791,0.29076798674740295,0.1259170025587082
1,360,2,0.01,31,0.9252066016197205,0.08614275604486465,0.2935008620853858,0.08277296274900436
1,360,2,0.01,32,0.9251787662506104,0.08617483079433441,0.29355549866138503,0.09716548770666122
1,360,2,0.01,33,0.9256708025932312,0.08560813963413239,0.29258868678425076,0.1477716863155365
1,360,2,0.01,34,0.9234919548034668,0.0881175771355629,0.29684604955357397,0.12155359238386154
1,360,2,0.01,35,0.9243636727333069,0.08711360394954681,0.2951501379798878,0.0947788804769516
1,360,2,0.01,36,0.9251958727836609,0.08615512400865555,0.2935219310522734,0.08998370170593262
1,360,2,0.01,37,0.9215484857559204,0.09035596996545792,0.30059269779131015,0.1279827356338501
1,360,2,0.01,38,0.9264591336250305,0.08470019698143005,0.29103298263501004,0.11576230078935623
1,360,2,0.01,39,0.9252710342407227,0.0860685259103775,0.29337437841498276,0.09585025906562805
1,360,2,0.01,40,0.9258949160575867,0.08535003662109375,0.29214728583557603,0.1550482213497162
1,360,2,0.01,41,0.9216408729553223,0.09024953842163086,0.3004156094839795,0.12083113938570023
1,360,2,0.01,42,0.9274190068244934,0.0835946574807167,0.28912740700375794,0.08064364641904831
1,360,2,0.01,43,0.9280359745025635,0.08288402110338211,0.2878958511395781,0.11795925348997116
1,360,2,0.01,44,0.9226523041725159,0.08908464759588242,0.29847051377964023,0.1279968023300171
1,360,2,0.01,45,0.9257650971412659,0.08549951016902924,0.2924029927497823,0.09046441316604614
1,360,2,0.01,46,0.9260604977607727,0.08515933156013489,0.2918207181817886,0.09822264313697815
1,360,2,0.01,47,0.9255996346473694,0.08569011092185974,0.29272873265509786,0.10976769030094147
1,360,2,0.01,48,0.9267014265060425,0.08442112058401108,0.29055312867703054,0.15319237112998962
1,360,2,0.01,49,0.9280557036399841,0.08286130428314209,0.2878563952444727,0.10966192185878754
1,360,2,0.01,50,0.9279295206069946,0.08300666511058807,0.28810877305383825,0.08969616144895554
