epoch,rmse_mean,rmse_std
1,0.3633043483159376,0.038157420782265875
2,0.3215737925810656,0.038323053828870274
3,0.30090850246090484,0.03606261761296006
4,0.2933719902111664,0.03512711645183767
5,0.29119621040419863,0.03432779875850017
6,0.28904509289506897,0.03574081450499672
7,0.28522562268061336,0.03661689729453744
8,0.2851613740337153,0.03719595515929418
9,0.283414873597355,0.03874700110714801
10,0.2854632176724123,0.03854643458560813
11,0.2849201614741537,0.03758298539433193
12,0.28357928645237285,0.03837014337354967
13,0.28244827540770173,0.0398405987822301
14,0.28355512950514755,0.03705217411300301
15,0.28178650033674085,0.03707463146616027
16,0.2807447384906117,0.03768424452950759
17,0.2800678948437583,0.036660783961713725
18,0.27949685060320123,0.03553817505338355
19,0.2783409705802777,0.037621691668822795
20,0.27941078764266963,0.03781389728372246
21,0.2804979972808808,0.0385352733736929
22,0.27863761571660944,0.03756119749370118
23,0.27869795119628193,0.040271861874716465
24,0.2813430719869508,0.03853026071612906
25,0.27908203933420966,0.03886622574674915
26,0.27902571063349657,0.03958282148396035
27,0.2797139718176037,0.04092972771340151
28,0.2805289248615313,0.03986497080067814
29,0.28092743931603054,0.04138152249075855
30,0.28106317683228627,0.040884103071307465
31,0.27977322334371646,0.04095851400130943
32,0.28168369746439004,0.0408779187130815
33,0.28119037175255546,0.04076612865063716
34,0.2803761185095202,0.04026252867639693
35,0.2807708648495458,0.04079222132449642
36,0.28103828337624354,0.04145979122106665
37,0.280604487331705,0.04026188276143255
38,0.28225165900310323,0.040046267662281795
39,0.28008344264708357,0.04061965969149318
40,0.2804082135154331,0.039651254350085034
41,0.28165406055404746,0.03816190169327071
42,0.2811790953709832,0.03823863779666976
43,0.28127750935690454,0.03751967909085102
44,0.28332423901358017,0.037734113242829485
45,0.28006574720207883,0.03652973476084936
46,0.28081769955848823,0.03703910204277781
47,0.2808467444736443,0.0371615742412578
48,0.28018408176753223,0.03609111746562434
49,0.2812421026551404,0.03691640216081993
50,0.2822539447235857,0.0364034551175262
51,0.28400533173433823,0.037158033187248085
52,0.28333867505601834,0.037352805544151844
53,0.2831167250786335,0.03804250886873271
54,0.28250890875284396,0.03737052313026624
55,0.281785480767509,0.03887643721950878
56,0.28210253770404586,0.039198333100345234
57,0.2805629551869889,0.03834737966269812
58,0.2816770170883183,0.03777685838180861
59,0.28124343509919825,0.03813607861663255
60,0.28198344779451096,0.03686439838179341
61,0.2819992389008284,0.03697296261444527
62,0.28365946864990027,0.036126686311415857
63,0.28343070091163497,0.03647542617281561
64,0.2825144204676641,0.037613196129516406
65,0.2830588271127336,0.036892228979975905
66,0.28312075379021245,0.03781125814772868
67,0.2823112346825932,0.03693761283264693
68,0.28212095398049486,0.038144644844241814
69,0.28223730774534117,0.038026498777230355
70,0.2821862627044201,0.038215106379471064
71,0.2832287410323652,0.03906635768256378
72,0.28254649645928104,0.03877535386740266
73,0.28182342086067597,0.038331217718980216
74,0.28237912042564894,0.03923165536736403
75,0.28264669404709164,0.03977526043515144
76,0.282715562998753,0.039205012928127204
77,0.28292860453671054,0.03953972153314616
78,0.28314368936550294,0.038870702428463265
79,0.2820439388799129,0.03867536095436117
80,0.28257756972223613,0.038526470830721395
81,0.28151543875320445,0.03829208128204861
82,0.2804890516511999,0.039488603883653786
83,0.2815319768683234,0.03938196243368221
84,0.28139862700635504,0.03866581293379826
85,0.2824796888511544,0.03833068832054313
86,0.28097483049862754,0.038235730627812214
87,0.28226577411019055,0.037395897428740665
88,0.2824799621510427,0.03708490985080851
89,0.2815779938183353,0.03835199366135792
90,0.2820392673487786,0.037855515857336215
91,0.2821337529192033,0.03769727403040435
92,0.2815117071988057,0.037120702797349414
93,0.2818939007263664,0.03737520325578035
94,0.28118551670774955,0.03775002136027438
95,0.2792661261172436,0.03803519575026778
96,0.28060397700043466,0.03878983109119429
97,0.2800620673200414,0.038841829861186644
98,0.27940079493291153,0.04000103010562409
99,0.2802627011198725,0.03894364454585383
100,0.2784079763558827,0.03922954231305556
