seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
26,400,1,0.01,100,11523,0.5,0.99660325050354,0.0033109444193542004,0.05754080655807842,0.49486595392227173
27,400,1,0.01,100,11523,0.5,0.9986313581466675,0.0013340881559997797,0.036525171539635234,0.5183036923408508
28,400,1,0.01,100,11523,0.5,0.9975403547286987,0.002397540956735611,0.04896469091841192,1.240346074104309
29,400,1,0.01,100,11523,0.5,0.9986408948898315,0.0013247848255559802,0.03639759367809883,0.33824652433395386
30,400,1,0.01,100,11523,0.5,0.9989567399024963,0.001016934053041041,0.031889403460100045,0.30921316146850586
1,400,1,0.01,100,23046,1.0,0.9991188049316406,0.0008589322096668184,0.029307545268528006,0.4440130889415741
2,400,1,0.01,100,23046,1.0,0.9990389943122864,0.0009367558523081243,0.030606467491498007,0.9047425389289856
3,400,1,0.01,100,23046,1.0,0.9978724718093872,0.0020737648010253906,0.0455386078072814,0.6856642961502075
4,400,1,0.01,100,23046,1.0,0.9987027645111084,0.0012644457165151834,0.03555904549499583,1.0017257928848267
5,400,1,0.01,100,23046,1.0,0.9986976981163025,0.0012693913886323571,0.03562851931574419,0.8504502177238464
6,400,1,0.01,100,23046,1.0,0.9967401623725891,0.0031775059178471565,0.05636937038718063,0.5153094530105591
7,400,1,0.01,100,23046,1.0,0.9885554909706116,0.011155405081808567,0.10561915111289509,0.779884397983551
8,400,1,0.01,100,23046,1.0,0.9854781627655029,0.014155028387904167,0.11897490654715459,1.7607312202453613
9,400,1,0.01,100,23046,1.0,0.9991235733032227,0.0008542661089450121,0.02922783106809351,0.662764847278595
10,400,1,0.01,100,23046,1.0,0.9981064796447754,0.0018456797115504742,0.042961374646890364,0.6154986023902893
11,400,1,0.01,100,23046,1.0,0.9961795210838318,0.0037239929661154747,0.06102452757797863,0.8531138896942139
12,400,1,0.01,100,23046,1.0,0.9985607266426086,0.0014029189478605986,0.03745555963886534,0.8672417402267456
13,400,1,0.01,100,23046,1.0,0.9986060261726379,0.0013587458524852991,0.03686116998258871,0.3652190566062927
14,400,1,0.01,100,23046,1.0,0.9989206790924072,0.0010520409559831023,0.03243518083783567,0.6281135082244873
15,400,1,0.01,100,23046,1.0,0.9990442991256714,0.0009315515053458512,0.030521328695616304,0.7974370121955872
16,400,1,0.01,100,23046,1.0,0.9793997406959534,0.02007986232638359,0.14170343089136406,0.5282604694366455
17,400,1,0.01,100,23046,1.0,0.9989925026893616,0.0009820748819038272,0.03133807399799527,0.5277758836746216
18,400,1,0.01,100,23046,1.0,0.999181866645813,0.0007974589825607836,0.028239316255192576,0.24651852250099182
19,400,1,0.01,100,23046,1.0,0.9990764856338501,0.0009002016158774495,0.030003360076455595,0.46358537673950195
20,400,1,0.01,100,23046,1.0,0.9989104866981506,0.0010619874810799956,0.032588149396367935,0.7008340954780579
21,400,1,0.01,100,23046,1.0,0.9987212419509888,0.001246448839083314,0.03530508234069585,0.7864680290222168
22,400,1,0.01,100,23046,1.0,0.9987622499465942,0.0012064722832292318,0.03473430988560492,1.0629959106445312
23,400,1,0.01,100,23046,1.0,0.9982264637947083,0.001728733186610043,0.041578037310700984,0.6597567200660706
24,400,1,0.01,100,23046,1.0,0.9988537430763245,0.0011173251550644636,0.03342641403238558,0.5756365656852722
25,400,1,0.01,100,23046,1.0,0.9987863898277283,0.0011829338036477566,0.03439380472770869,0.24022452533245087
26,400,1,0.01,100,23046,1.0,0.9985395073890686,0.0014236201532185078,0.03773089123276189,0.9072933197021484
27,400,1,0.01,100,23046,1.0,0.9985281229019165,0.001434676698409021,0.03787712632195084,0.6663169860839844
28,400,1,0.01,100,23046,1.0,0.9967962503433228,0.0031227953732013702,0.055881977176916085,0.4000862240791321
29,400,1,0.01,100,23046,1.0,0.9984361529350281,0.0015243184752762318,0.03904252137447365,0.9220641851425171
30,400,1,0.01,100,23046,1.0,0.9990965127944946,0.0008806733530946076,0.029676141142247717,0.41842931509017944
