seed,max_neurons,layers,lr,unlock_layers,epoch,Hys_score,Hys_mse,Hys_rmse,Hys_mape
1,400,1,0.01,3,1,0.9895645380020142,0.010171851143240929,0.1008555954979243,2.9381980895996094
1,400,1,0.01,3,2,0.9920108318328857,0.007787353824824095,0.088245984751852,0.8501258492469788
1,400,1,0.01,3,3,0.9953034520149231,0.004577887710183859,0.06766008949287504,0.7063035368919373
1,400,1,0.01,3,4,0.9948297739028931,0.00503961555659771,0.07099024972908399,1.2971266508102417
1,400,1,0.01,3,5,0.9966530203819275,0.0032624437008053064,0.057117805462091296,0.7550455927848816
1,400,1,0.01,3,6,0.9961716532707214,0.0037316654343158007,0.06108735903864072,0.47559240460395813
1,400,1,0.01,3,7,0.9942835569381714,0.005572058726102114,0.07464622378996887,1.2258528470993042
1,400,1,0.01,3,8,0.9964577555656433,0.0034527720417827368,0.05876029307093981,0.7507674098014832
1,400,1,0.01,3,9,0.9908047914505005,0.00896295066922903,0.09467286131320332,0.8392268419265747
1,400,1,0.01,3,10,0.9963256120681763,0.003581551369279623,0.05984606394141241,0.515895426273346
1,400,1,0.01,3,11,0.9979335069656372,0.002014296827837825,0.0448809183043064,0.8110051155090332
1,400,1,0.01,3,12,0.9978436231613159,0.002101917052641511,0.0458466689372468,0.6008521914482117
1,400,1,0.01,3,13,0.9976181387901306,0.0023217143025249243,0.04818417066345466,0.5613536238670349
1,400,1,0.01,3,14,0.997067391872406,0.0028585162945091724,0.053465094169085424,0.9149801731109619
1,400,1,0.01,3,15,0.9978446960449219,0.0021008772309869528,0.045835327324967944,0.41527631878852844
1,400,1,0.01,3,16,0.9977872371673584,0.0021568583324551582,0.046441988894266345,1.0839680433273315
1,400,1,0.01,3,17,0.9982354640960693,0.0017199577996507287,0.04147237393314649,0.8180773258209229
1,400,1,0.01,3,18,0.9984272122383118,0.0015330505557358265,0.039154189504264116,0.46861591935157776
1,400,1,0.01,3,19,0.9976944923400879,0.0022472667042165995,0.047405344679862835,1.0121968984603882
