neurons,layers,lr,unlock_layers,epochs,Jou_score,Jou_mse,Jou_rmse,Jou_mape,time
390,2,0.01,0,100,0.9964764714241028,0.0034384613391011953,0.05863839475208368,0.2698814868927002,19.194552
390,2,0.01,1,100,0.9964114427566528,0.0035018979106098413,0.05917683592935534,0.22465519607067108,19.834805
390,2,0.01,2,100,0.9954376816749573,0.004452146589756012,0.06672440775125706,0.25057166814804077,20.391309
390,2,0.01,3,100,0.9595341682434082,0.039488665759563446,0.19871755272135233,0.4460308849811554,21.045528
390,2,0.01,4,100,0.9977219700813293,0.0022230411414057016,0.0471491372286461,0.20598213374614716,21.47861
