epoch,mape
1,0.42556053400039673
2,0.5502646565437317
3,0.24544015526771545
4,0.23834079504013062
5,0.30784687399864197
6,0.4776156544685364
7,0.3096877634525299
8,0.3486974239349365
9,0.23073434829711914
10,0.2325184941291809
11,0.2923610806465149
12,0.2032860368490219
13,0.20221272110939026
14,0.2479693740606308
15,0.29335999488830566
16,0.23805581033229828
17,0.21701966226100922
18,0.3323357105255127
19,0.24618859589099884
20,0.22577130794525146
21,0.2767162024974823
22,0.20405463874340057
23,0.19569304585456848
24,0.2017575353384018
25,0.4185287058353424
26,0.3108653724193573
27,0.1626049429178238
28,0.2274487167596817
29,0.1942445933818817
30,0.2304077297449112
31,0.2532825171947479
32,0.19660712778568268
33,0.19032643735408783
34,0.16969378292560577
35,0.21542027592658997
36,0.33614540100097656
37,0.16713258624076843
38,0.20179477334022522
39,0.14706099033355713
40,0.31214696168899536
41,0.20013953745365143
42,0.25946158170700073
43,0.33579787611961365
44,0.24532866477966309
45,0.20056270062923431
46,0.19725270569324493
47,0.3556092083454132
48,0.22217778861522675
49,0.16324783861637115
50,0.20609423518180847
51,0.27158868312835693
52,0.1484776735305786
53,0.1645648181438446
54,0.18701010942459106
55,0.2169780284166336
56,0.23036184906959534
57,0.1797296106815338
58,0.1520705223083496
59,0.15356561541557312
60,0.14369116723537445
61,0.2368488311767578
62,0.27779892086982727
63,0.15661944448947906
64,0.1667390614748001
65,0.1323956698179245
66,0.3798753619194031
67,0.14911340177059174
68,0.17614108324050903
69,0.2153366357088089
70,0.16178417205810547
71,0.1336042284965515
72,0.18354326486587524
73,0.15786564350128174
74,0.164078950881958
75,0.13915981352329254
76,0.1564386636018753
77,0.14000755548477173
78,0.14577515423297882
79,0.15279582142829895
80,0.2674000859260559
81,0.13148607313632965
82,0.13914942741394043
83,0.1515260487794876
84,0.1428309977054596
85,0.12896503508090973
86,0.15748348832130432
87,0.23608657717704773
88,0.1354999840259552
89,0.1541014164686203
90,0.1321692168712616
91,0.13915371894836426
92,0.17337414622306824
93,0.13303668797016144
94,0.11867128312587738
95,0.15634001791477203
96,0.16814570128917694
97,0.16160255670547485
98,0.143313467502594
99,0.16162753105163574
100,0.11164761334657669
