epoch,rmse
1,0.09671153401370278
2,0.08266270366687885
3,0.20859208231341467
4,0.06720131812386144
5,0.08058310537959797
6,0.08269308112426585
7,0.06583601484139122
8,0.06968938039158616
9,0.07542958858647472
10,0.06488523707260613
11,0.05824411504153996
12,0.07854311637316254
13,0.08143554967460989
14,0.06316759033589882
15,0.059637658947778
16,0.09907356306479571
17,0.06805357996911192
18,0.13726811389913793
19,0.05078279740470159
20,0.059315480340257
21,0.04559061126971563
22,0.1024761870027552
23,0.05321548571098235
24,0.0460672166798824
25,0.08328843645791406
26,0.06489151278526184
27,0.043635226687064974
28,0.11986136913716885
29,0.05446788851094455
30,0.09526200227041777
31,0.06180209865085781
32,0.08614733934623614
33,0.05544743926057271
34,0.05998051227554337
35,0.04493233051114496
36,0.04141990351041336
37,0.051982184131314425
38,0.055107547125098556
39,0.04822016601420967
40,0.06350015421932184
41,0.050970209664909095
42,0.05924700922361512
43,0.047227837890050646
44,0.04979316026392379
45,0.04545066933638692
46,0.041812513725726835
47,0.047443803198212564
48,0.055068739301030845
49,0.04464722461922004
50,0.05224239478876637
51,0.10314123809735097
52,0.04847299895840568
53,0.041140061035955924
54,0.04955392943678533
55,0.050438247492692025
56,0.04481035103210795
57,0.06600506997232548
58,0.06857377218667665
59,0.10685602187618563
60,0.052407276779430814
61,0.041005441275598006
62,0.04059545985817258
63,0.04267700949719255
64,0.09004487972541102
65,0.043318448480226944
66,0.0549168460844343
67,0.04582921601400488
68,0.0452548879600073
69,0.04913572222506347
70,0.03515681458390738
71,0.05043314176957738
72,0.047834230222892266
73,0.0739639104527896
74,0.038259921895821475
75,0.050661792457948496
76,0.05419452320413313
77,0.04501228719009898
78,0.035136689267721316
79,0.05297204606595305
80,0.03952943702779212
81,0.06290420569221582
82,0.07173505822057628
83,0.042734719851251365
84,0.03826968635127765
85,0.03933257970807346
86,0.03456802805125319
87,0.036029592526473336
88,0.04012212192020948
89,0.046989802009048606
90,0.040560517751529246
91,0.038994233262419915
92,0.04653522411012629
93,0.05957621599868638
94,0.06951787410085006
95,0.04195421603496141
96,0.033732095970702924
97,0.04165976934168368
98,0.03510670846896007
99,0.04105078093120108
100,0.032160309761081314
