epoch,rmse_mean,rmse_std
1,0.11806154833880793,0.019966318470891437
2,0.10378435583306876,0.019895920993521613
3,0.1064043682883995,0.029803156019540047
4,0.09875661304736406,0.03533696521454827
5,0.10251686753294467,0.04100466033792195
6,0.11993289065676037,0.11421359554810342
7,0.100813029094643,0.05947371580457018
8,0.08643173696390515,0.02768092703261716
9,0.08131148384624559,0.030303432113204232
10,0.08416459706537288,0.02309823008182835
11,0.09714057036615187,0.046148556507689065
12,0.08959150768763022,0.04091541414093003
13,0.07550093968151014,0.02142912910221029
14,0.08549576722226518,0.05781739668921623
15,0.08737541497015161,0.05907695814032486
16,0.07760975160833038,0.027526827037353457
17,0.07669492821424034,0.029851871056840174
18,0.07380084261171602,0.03181530771036495
19,0.07189947690007154,0.04037497045102225
20,0.07318316520192938,0.036531807637300545
21,0.07658952990143854,0.033001088686676575
22,0.07937466151922813,0.03960983327668837
23,0.07585590280202922,0.03377700777140379
24,0.06511550230345546,0.013316435255177006
25,0.07180617783289331,0.03377251873347535
26,0.07675488503021635,0.039390951115586506
27,0.08849244086441718,0.06253656539909708
28,0.07013404089002415,0.026788813097692495
29,0.07687482009426962,0.031172145460615773
30,0.07456771336500481,0.0382301592248073
31,0.06982483858249558,0.022293091421668125
32,0.079518199597795,0.05013746319238082
33,0.07615820979273101,0.046600959087233704
34,0.06495915031541992,0.018638216021193678
35,0.07346680887461883,0.038925218697338
36,0.07471202970875596,0.04795673768303234
37,0.06558564014506314,0.029794242359667357
38,0.07084409345010896,0.03756139703237733
39,0.0645049944983971,0.020093718904385605
40,0.07035865317473422,0.03755534173152394
41,0.06453128848579097,0.03475561153640723
42,0.07062021198607747,0.04327773226053309
43,0.06211630436227329,0.024759788354128103
44,0.05669874038468465,0.01584792144876355
45,0.06028594049848581,0.015447974800967577
46,0.05922445974663423,0.014453877031293584
47,0.0635427729728908,0.023158591952894166
48,0.06101690831047511,0.019740946204108958
49,0.06197214878314261,0.021565691112126424
50,0.06440602904627053,0.028424120062985034
51,0.061541666410635125,0.016704170588658095
52,0.05420025555575108,0.011791907634016233
53,0.06284667720670448,0.018234610034130214
54,0.06691887746128036,0.0376487982510951
55,0.05777816272625545,0.017474591331580358
56,0.055762249352224603,0.019268071777783367
57,0.05487422587610423,0.011164143732256698
58,0.07010397849917085,0.05666279349155646
59,0.06375484089309362,0.031053031657192476
60,0.05864592394626782,0.0212887937028503
61,0.0608432631139265,0.024266855367180748
62,0.061268118065768325,0.03321584986829922
63,0.0636924939310567,0.027900953615236177
64,0.06366835082632605,0.02101483132785314
65,0.07769529171605367,0.07199896277473661
66,0.060843914244910625,0.022587343726007816
67,0.05825939508455153,0.02037766190401109
68,0.05584110464191007,0.016959306808730718
69,0.05405163447633105,0.012540747600280074
70,0.05660995158308831,0.013567321761567573
71,0.05331104138232885,0.014975465854298481
72,0.05565175627092388,0.01841942901304107
73,0.05019890887915671,0.010688679914222473
74,0.06753372487580583,0.04398918053884402
75,0.056946418602341516,0.01975895862937078
76,0.05793805712964349,0.014857121340928665
77,0.06249340745094657,0.03656946668693566
78,0.05341321227341322,0.021707357084846765
79,0.05317009071431844,0.01898875721195437
80,0.0528221575119547,0.016148052058226076
81,0.04994716106201054,0.018143254711725093
82,0.05979231675841813,0.02445102957457172
83,0.05073372265496752,0.013358905019486562
84,0.05791114740450416,0.020574679683453515
85,0.05240281541813925,0.016777435882214545
86,0.05234101146547799,0.014936464039223085
87,0.05479834089085088,0.03214584422527278
88,0.04757919745475722,0.008171232380774364
89,0.05641439099851953,0.024129146563355824
90,0.05282722265944446,0.02015987151208071
91,0.054243528151847534,0.020715624609207436
92,0.04777795908038052,0.005233647804023896
93,0.05102978694778322,0.012270786095445416
94,0.04776624168727983,0.011676740888008958
95,0.05170404710137023,0.023620849813498577
96,0.05563178654496375,0.025440013264504704
97,0.04964093491632828,0.021270757601730212
98,0.049863697599680505,0.015556528035989838
99,0.053876929525032154,0.026049097947376077
100,0.046001780627562355,0.009141005264146348
