epoch,mape_mean,mape_std
1,0.41548028588294983,0.07542118337224349
2,0.46054954528808595,0.06924813120203394
3,0.32616119980812075,0.07932306880005645
4,0.3972849786281586,0.20051883333130258
5,0.3401680886745453,0.06150881000459241
6,0.365395125746727,0.18305455679017407
7,0.34471548795700074,0.1337208908106924
8,0.32060000896453855,0.11542207209205711
9,0.28014297485351564,0.0507236560986243
10,0.267506468296051,0.040352581043002725
11,0.2895128905773163,0.04691707233589949
12,0.28388873040676116,0.06009225058983443
13,0.3025318503379822,0.06458607558383471
14,0.2844484239816666,0.075557077386829
15,0.2178571879863739,0.02602733828794857
16,0.25103630125522614,0.05399669333741263
17,0.27145217061042787,0.042957975779648105
18,0.255053836107254,0.048898007715926055
19,0.2836946606636047,0.15499526833989596
20,0.23593630194664,0.04759138071098059
21,0.2650490403175354,0.05876267138423267
22,0.27980753779411316,0.016812125998813196
23,0.278333780169487,0.08254306154024527
24,0.27367121279239653,0.08746690833280565
25,0.342311829328537,0.119311415942078
26,0.2580823451280594,0.09697928445840356
27,0.23079771995544435,0.025990807378497596
28,0.20981456339359283,0.03057069534181073
29,0.3017496794462204,0.10462651804188859
30,0.24139232635498048,0.08361286393597196
31,0.2330389440059662,0.018371877004928497
32,0.22325229942798613,0.011293202795674272
33,0.2142902910709381,0.015622301738476266
34,0.2617388337850571,0.12966599979508522
35,0.2499260812997818,0.05568983938530473
36,0.23733969628810883,0.05098320878186939
37,0.2281221032142639,0.03976157591916478
38,0.19418728053569795,0.024551413519850743
39,0.21870145201683044,0.022693670041952146
40,0.1810913860797882,0.015000006191598535
41,0.259928035736084,0.06536649880861867
42,0.209867861866951,0.04580249668785052
43,0.1799863487482071,0.014730024598044195
44,0.21273044347763062,0.04145967271115288
45,0.24025446474552153,0.05307362383795604
46,0.2199971467256546,0.041640558530831075
47,0.21260647475719452,0.05612975197614162
48,0.22148186564445496,0.031039790034613598
49,0.18091103434562683,0.03292401187555007
50,0.20211272239685057,0.06117276325137504
51,0.23391681611537934,0.08048834736721779
52,0.1794924259185791,0.01892882699988779
53,0.19547171294689178,0.057509181485649714
54,0.22365906238555908,0.06627785749600405
55,0.2080724745988846,0.06642409825523844
56,0.20959802567958832,0.06632471350423871
57,0.2213846266269684,0.062276377672765594
58,0.17643722146749496,0.03581886187976307
59,0.18859893083572388,0.025994495054957326
60,0.18517176508903505,0.016564779207382547
61,0.20045247077941894,0.03595178042258532
62,0.19637342691421508,0.04901520673296765
63,0.22581956684589385,0.09296808521676825
64,0.2056068629026413,0.04599657148366602
65,0.2087332308292389,0.03838441149088617
66,0.16651493310928345,0.015196535557574742
67,0.20637407898902893,0.034389044297519836
68,0.18760202527046205,0.038618218544944495
69,0.2234922915697098,0.05510186548668658
70,0.19033721685409546,0.02523095297724623
71,0.23632756471633912,0.08703070473464859
72,0.1963104784488678,0.021593790156576947
73,0.19875411689281464,0.02122724078742669
74,0.16995904445648194,0.013004369923831617
75,0.19684736132621766,0.02475716399889766
76,0.1884767681360245,0.046606177647093815
77,0.20964086949825286,0.029384249776040188
78,0.17123409807682038,0.026298129111755754
79,0.1653653234243393,0.021492408247022393
80,0.18733676075935363,0.05976162487569511
81,0.1838311657309532,0.05441020572026647
82,0.17981246411800383,0.02498059843036271
83,0.25428823977708814,0.16541481497448884
84,0.16222473680973054,0.03038127358366836
85,0.15560408532619477,0.022595136975116566
86,0.17152889668941498,0.01388542148602711
87,0.16744616627693176,0.015049382501795888
88,0.1733422249555588,0.023772076327817204
89,0.1715555652976036,0.030724628002839226
90,0.20571334064006805,0.06294035953804922
91,0.18047512769699098,0.02989620866432391
92,0.18450044691562653,0.03784591789549492
93,0.2703285962343216,0.21071009624046558
94,0.20245307981967925,0.05141662849128611
95,0.18168013989925386,0.04583207258256954
96,0.2638290077447891,0.1302205187071903
97,0.2081270009279251,0.0689626091897434
98,0.17391034662723542,0.011685467345611303
99,0.227891206741333,0.06106268860294423
100,0.1831092804670334,0.041963758689356624
