neurons,layers,lr,unlock_layers,epochs,Hys_score,Hys_mse,Hys_rmse,Hys_mape,time
390,2,0.01,0,100,0.9917203783988953,0.008070447482168674,0.08983566931997933,2.539581537246704,19.737204
390,2,0.01,1,100,0.9970222115516663,0.0029025657568126917,0.053875465258433654,0.44175565242767334,19.671125
390,2,0.01,2,100,0.9976012706756592,0.002338113496080041,0.04835404322370613,1.153335690498352,20.399766
390,2,0.01,3,100,0.9980806708335876,0.001870823442004621,0.043253016565375196,0.651768147945404,20.846017
390,2,0.01,4,100,0.9986504316329956,0.001315497444011271,0.036269786930877755,0.39570721983909607,21.6615
