seed,max_neurons,layers,lr,unlock_layers,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
1,400,1,0.01,3,100,2378,0.1,0.998245120048523,0.0017826451221480966,0.042221382286089314,0.1455163061618805
2,400,1,0.01,3,100,2378,0.1,0.9986310601234436,0.0013906005769968033,0.03729075725963209,0.1945214718580246
3,400,1,0.01,3,100,2378,0.1,0.9982194304466248,0.001808775239624083,0.04252969832510081,0.2221282571554184
4,400,1,0.01,3,100,2378,0.1,0.9983720779418945,0.0016536976909264922,0.04066568198034422,0.21958282589912415
5,400,1,0.01,3,100,2378,0.1,0.9986600279808044,0.001361168804578483,0.036894021257901435,0.24248158931732178
6,400,1,0.01,3,100,2378,0.1,0.9986600875854492,0.0013611521571874619,0.036893795646252794,0.18372903764247894
7,400,1,0.01,3,100,2378,0.1,0.9983950257301331,0.001630410086363554,0.04037833684494142,0.24154411256313324
8,400,1,0.01,3,100,2378,0.1,0.998492956161499,0.001530922600068152,0.0391270060197321,0.1274883896112442
9,400,1,0.01,3,100,2378,0.1,0.9984562397003174,0.0015682046068832278,0.03960056321421739,0.18801265954971313
10,400,1,0.01,3,100,2378,0.1,0.9983682632446289,0.001657544169574976,0.040712948426452435,0.2097928673028946
11,400,1,0.01,3,100,2378,0.1,0.9982204437255859,0.0018077415879815817,0.04251754447262426,0.16775913536548615
12,400,1,0.01,3,100,2378,0.1,0.9981734752655029,0.0018554668640717864,0.04307513045913833,0.2761188745498657
13,400,1,0.01,3,100,2378,0.1,0.9985005259513855,0.0015231905272230506,0.039028073578169994,0.22371061146259308
14,400,1,0.01,3,100,2378,0.1,0.9961197376251221,0.00394171429798007,0.0627830733397153,0.40319523215293884
15,400,1,0.01,3,100,2378,0.1,0.9983469843864441,0.0016791808884590864,0.040977809707927124,0.2551687955856323
16,400,1,0.01,3,100,2378,0.1,0.9975633025169373,0.0024752768222242594,0.04975215394557566,0.17672298848628998
17,400,1,0.01,3,100,2378,0.1,0.9983618259429932,0.0016640982357785106,0.04079336019229736,0.13824312388896942
18,400,1,0.01,3,100,2378,0.1,0.9979422092437744,0.0020903602708131075,0.04572045790248724,0.2731229364871979
19,400,1,0.01,3,100,2378,0.1,0.9980016946792603,0.002029959112405777,0.04505506755522376,0.21916452050209045
20,400,1,0.01,3,100,2378,0.1,0.9986162185668945,0.0014057065127417445,0.037492752802931725,0.22849726676940918
21,400,1,0.01,3,100,2378,0.1,0.9984667897224426,0.0015574863646179438,0.03946500176888307,0.2286911904811859
22,400,1,0.01,3,100,2378,0.1,0.9987374544143677,0.0012825181474909186,0.035812262529626895,0.20592744648456573
23,400,1,0.01,3,100,2378,0.1,0.9976993799209595,0.002337060635909438,0.04834315500574449,0.19591251015663147
24,400,1,0.01,3,100,2378,0.1,0.997367799282074,0.0026738664600998163,0.05170944265895559,0.2785910367965698
25,400,1,0.01,3,100,2378,0.1,0.9983628988265991,0.0016630124300718307,0.04078004941232699,0.26173263788223267
26,400,1,0.01,3,100,2378,0.1,0.9985713362693787,0.001451293588615954,0.03809584739333086,0.24701155722141266
27,400,1,0.01,3,100,2378,0.1,0.9982500672340393,0.0017776547465473413,0.0421622431394173,0.2131659984588623
28,400,1,0.01,3,100,2378,0.1,0.9983066320419312,0.0017202048329636455,0.041475352113799414,0.19529137015342712
29,400,1,0.01,3,100,2378,0.1,0.9979511499404907,0.002081268699839711,0.04562092392575704,0.2511087954044342
30,400,1,0.01,3,100,2378,0.1,0.9986153244972229,0.0014065997675061226,0.037504663276799625,0.23894095420837402
1,400,1,0.01,3,100,5945,0.25,0.9991738796234131,0.0008392028394155204,0.02896899790147254,0.11092837154865265
2,400,1,0.01,3,100,5945,0.25,0.9991230964660645,0.0008907794253900647,0.029845928120768247,0.2392834722995758
3,400,1,0.01,3,100,5945,0.25,0.9991468787193298,0.0008666050271131098,0.02943815597338104,0.11350011080503464
4,400,1,0.01,3,100,5945,0.25,0.999369204044342,0.0006408068584278226,0.025314163198253713,0.10198668390512466
5,400,1,0.01,3,100,5945,0.25,0.998885989189148,0.0011316286399960518,0.033639688464610545,0.2121628224849701
6,400,1,0.01,3,100,5945,0.25,0.9990041851997375,0.001011596992611885,0.031805612596079405,0.17371079325675964
7,400,1,0.01,3,100,5945,0.25,0.9991438984870911,0.0008696445147506893,0.029489735752473083,0.12072533369064331
8,400,1,0.01,3,100,5945,0.25,0.9981755614280701,0.0018533389084041119,0.0430504228597596,0.21112561225891113
9,400,1,0.01,3,100,5945,0.25,0.9992210268974304,0.000791287689935416,0.02812983629414533,0.24208341538906097
10,400,1,0.01,3,100,5945,0.25,0.9988783001899719,0.0011394784087315202,0.033756161048488914,0.12827645242214203
11,400,1,0.01,3,100,5945,0.25,0.9985979795455933,0.00142419443000108,0.03773850063265736,0.13065087795257568
12,400,1,0.01,3,100,5945,0.25,0.9990348219871521,0.0009804375004023314,0.031311938624146725,0.16856442391872406
13,400,1,0.01,3,100,5945,0.25,0.9989492893218994,0.0010673714568838477,0.03267065130792234,0.12541517615318298
14,400,1,0.01,3,100,5945,0.25,0.9992948770523071,0.0007162716938182712,0.026763252676352163,0.18813076615333557
15,400,1,0.01,3,100,5945,0.25,0.9993852376937866,0.0006245038821361959,0.02499007567287854,0.1375577449798584
16,400,1,0.01,3,100,5945,0.25,0.9989868998527527,0.001029155682772398,0.032080456399066364,0.22606554627418518
17,400,1,0.01,3,100,5945,0.25,0.999316394329071,0.0006944199558347464,0.026351849191939954,0.15553253889083862
18,400,1,0.01,3,100,5945,0.25,0.9938790202140808,0.006217879708856344,0.07885353326805555,0.2728777229785919
19,400,1,0.01,3,100,5945,0.25,0.9987506866455078,0.0012691171141341329,0.03562467002140698,0.20430034399032593
20,400,1,0.01,3,100,5945,0.25,0.9992021322250366,0.0008105164160951972,0.028469570001937106,0.142441526055336
21,400,1,0.01,3,100,5945,0.25,0.998978316783905,0.001037886249832809,0.03221624201909355,0.17708976566791534
22,400,1,0.01,3,100,5945,0.25,0.9990658760070801,0.0009489048388786614,0.030804299032418533,0.16294695436954498
23,400,1,0.01,3,100,5945,0.25,0.9993186593055725,0.0006921023596078157,0.026307838368209116,0.12290046364068985
24,400,1,0.01,3,100,5945,0.25,0.9992263913154602,0.0007858838653191924,0.02803362026779974,0.136375293135643
25,400,1,0.01,3,100,5945,0.25,0.9989162683486938,0.00110089429654181,0.03317972719209442,0.16695761680603027
26,400,1,0.01,3,100,5945,0.25,0.9990349411964417,0.0009803598513826728,0.03131069867286057,0.2115919291973114
27,400,1,0.01,3,100,5945,0.25,0.9990726709365845,0.0009420281276106834,0.030692476726564173,0.14687006175518036
28,400,1,0.01,3,100,5945,0.25,0.9991247653961182,0.0008890749886631966,0.029817360524754644,0.15694661438465118
29,400,1,0.01,3,100,5945,0.25,0.9991649985313416,0.0008482513949275017,0.029124755705885356,0.13573084771633148
30,400,1,0.01,3,100,5945,0.25,0.9986473917961121,0.0013740130234509706,0.03706768165735444,0.31634870171546936
1,400,1,0.01,3,100,11891,0.5,0.9994800686836243,0.0005281674093566835,0.022981893075999713,0.13076281547546387
2,400,1,0.01,3,100,11891,0.5,0.9994176626205444,0.0005915354704484344,0.024321502224337096,0.12841588258743286
3,400,1,0.01,3,100,11891,0.5,0.9992698431015015,0.0007417124579660594,0.027234398432241156,0.16664135456085205
4,400,1,0.01,3,100,11891,0.5,0.9992682933807373,0.0007432871498167515,0.027263293084599145,0.11356353014707565
5,400,1,0.01,3,100,11891,0.5,0.9992832541465759,0.0007280895370058715,0.026983134306560304,0.11432449519634247
6,400,1,0.01,3,100,11891,0.5,0.9992640614509583,0.0007476169266737998,0.02734258449148141,0.140337273478508
7,400,1,0.01,3,100,11891,0.5,0.9993081092834473,0.0007028689724393189,0.026511676152957943,0.16214199364185333
8,400,1,0.01,3,100,11891,0.5,0.9992656707763672,0.0007459432817995548,0.027311962247329555,0.12437760829925537
9,400,1,0.01,3,100,11891,0.5,0.9995619058609009,0.0004450295236892998,0.02109572287667099,0.1192302256822586
10,400,1,0.01,3,100,11891,0.5,0.9994494915008545,0.0005592242232523859,0.023647922176216366,0.10943835973739624
11,400,1,0.01,3,100,11891,0.5,0.999394953250885,0.0006146531086415052,0.024792198543927186,0.1665194183588028
12,400,1,0.01,3,100,11891,0.5,0.9991701245307922,0.0008430244633927941,0.02903488356086165,0.16241517663002014
13,400,1,0.01,3,100,11891,0.5,0.99949711561203,0.0005108499899506569,0.022601990840425027,0.10707602649927139
14,400,1,0.01,3,100,11891,0.5,0.999474823474884,0.0005335059831850231,0.02309774844405885,0.12024691700935364
15,400,1,0.01,3,100,11891,0.5,0.9994211792945862,0.000587979331612587,0.024248285127253577,0.1073760986328125
16,400,1,0.01,3,100,11891,0.5,0.9995694756507874,0.00043735100189223886,0.020912938624025053,0.10307548195123672
17,400,1,0.01,3,100,11891,0.5,0.9983925819396973,0.0016328736674040556,0.04040883155207604,0.23809121549129486
18,400,1,0.01,3,100,11891,0.5,0.998693585395813,0.0013271064963191748,0.03642947290751233,0.14289981126785278
19,400,1,0.01,3,100,11891,0.5,0.9994755387306213,0.0005327865364961326,0.023082169232897774,0.10781270265579224
20,400,1,0.01,3,100,11891,0.5,0.9991759061813354,0.0008371546864509583,0.028933625532431263,0.180281862616539
21,400,1,0.01,3,100,11891,0.5,0.9996182918548584,0.000387781037716195,0.019692156756338168,0.10392946004867554
22,400,1,0.01,3,100,11891,0.5,0.9988535046577454,0.0011646328493952751,0.03412671753033501,0.1542430967092514
23,400,1,0.01,3,100,11891,0.5,0.9984527826309204,0.0015717236092314124,0.039644969532481825,0.20921297371387482
24,400,1,0.01,3,100,11891,0.5,0.9993723034858704,0.0006376199889928102,0.02525113837023611,0.13848209381103516
25,400,1,0.01,3,100,11891,0.5,0.9995676279067993,0.000439222261775285,0.020957630156467715,0.12335123121738434
26,400,1,0.01,3,100,11891,0.5,0.9991499185562134,0.0008635351550765336,0.029385968676845307,0.21936070919036865
27,400,1,0.01,3,100,11891,0.5,0.9994029998779297,0.0006064643966965377,0.02462649785691294,0.09888093173503876
28,400,1,0.01,3,100,11891,0.5,0.9993124604225159,0.0006984450737945735,0.026428111430720387,0.15315869450569153
29,400,1,0.01,3,100,11891,0.5,0.999367892742157,0.0006421026191674173,0.025339743865465912,0.15682563185691833
30,400,1,0.01,3,100,11891,0.5,0.9994637370109558,0.000544766488019377,0.023340233246893164,0.1306890845298767
1,400,1,0.01,3,100,23783,1.0,0.9993400573730469,0.0006704104016534984,0.025892284597028095,0.09829478710889816
2,400,1,0.01,3,100,23783,1.0,0.9994809627532959,0.0005272445268929005,0.02296180582822049,0.12675027549266815
3,400,1,0.01,3,100,23783,1.0,0.9997029304504395,0.00030178597080521286,0.017371988107445068,0.08467265963554382
4,400,1,0.01,3,100,23783,1.0,0.999537467956543,0.0004698414995800704,0.021675827540836138,0.09742151945829391
5,400,1,0.01,3,100,23783,1.0,0.9991397261619568,0.0008739028708077967,0.02956184823057917,0.1409425437450409
