seed,max_neurons,layers,lr,epoch,Jou_score,Jou_mse,Jou_rmse,Jou_mape
1,390,2,0.01,1,0.9933472871780396,0.006764921359717846,0.08224914199988864,0.4777122139930725
1,390,2,0.01,2,0.9898964166641235,0.010274038650095463,0.10136093256326849,0.5501311421394348
1,390,2,0.01,3,0.9977664351463318,0.0022712177596986294,0.04765729492636599,0.20167319476604462
1,390,2,0.01,4,0.997928261756897,0.0021066623739898205,0.04589839184535576,0.228715717792511
1,390,2,0.01,5,0.9962360858917236,0.0038273902609944344,0.06186590548108412,0.21700148284435272
1,390,2,0.01,6,0.9970400929450989,0.0030098671559244394,0.05486225620519484,0.31109312176704407
1,390,2,0.01,7,0.9985658526420593,0.001458323560655117,0.038188002836690965,0.17834952473640442
1,390,2,0.01,8,0.998461127281189,0.0015648307744413614,0.039557941989458466,0.1877562254667282
1,390,2,0.01,9,0.999053418636322,0.0009625209495425224,0.03102452174558896,0.12172044813632965
1,390,2,0.01,10,0.998899519443512,0.0011190708028152585,0.03345251564255308,0.22825701534748077
1,390,2,0.01,11,0.9990599155426025,0.000955920317210257,0.030917961077830746,0.1581980139017105
1,390,2,0.01,12,0.997681736946106,0.002357359044253826,0.04855264199046048,0.1785845160484314
1,390,2,0.01,13,0.9988575577735901,0.0011617288691923022,0.03408414395569151,0.18941396474838257
1,390,2,0.01,14,0.9982878565788269,0.0017410418950021267,0.041725794120689025,0.22391575574874878
1,390,2,0.01,15,0.998911440372467,0.0011069125030189753,0.03327029460372984,0.15846951305866241
1,390,2,0.01,16,0.9988463521003723,0.0011730907717719674,0.034250412724111334,0.16220799088478088
1,390,2,0.01,17,0.9985597729682922,0.0014645420014858246,0.03826933500187617,0.1387196183204651
1,390,2,0.01,18,0.9937610030174255,0.006344250403344631,0.07965080290458239,0.30248552560806274
1,390,2,0.01,19,0.9981732964515686,0.0018575390568003058,0.04309917698518506,0.2355794608592987
1,390,2,0.01,20,0.9991725087165833,0.000841438421048224,0.02900755799870482,0.15776994824409485
1,390,2,0.01,21,0.9989954233169556,0.0010215116199105978,0.03196109541161876,0.1571178436279297
1,390,2,0.01,22,0.9984919428825378,0.001533498172648251,0.039159905166486944,0.24875706434249878
1,390,2,0.01,23,0.9990824460983276,0.0009330291650258005,0.030545526104911017,0.20808160305023193
1,390,2,0.01,24,0.99908047914505,0.0009350412874482572,0.0305784448173588,0.14451482892036438
1,390,2,0.01,25,0.999374270439148,0.0006362748681567609,0.025224489452846433,0.08857212215662003
1,390,2,0.01,26,0.9995748996734619,0.0004322922322899103,0.020791638518642783,0.1041405126452446
1,390,2,0.01,27,0.9991961121559143,0.0008174575050361454,0.028591213773398034,0.1274997591972351
1,390,2,0.01,28,0.9964723587036133,0.003587158164009452,0.05989288909386031,0.32501956820487976
1,390,2,0.01,29,0.9965019822120667,0.0035570336040109396,0.05964087192530756,0.2296677976846695
1,390,2,0.01,30,0.9993026852607727,0.0007090555736795068,0.02662809744761174,0.17268070578575134
1,390,2,0.01,31,0.9987780451774597,0.001242543221451342,0.03524972654434843,0.20605821907520294
1,390,2,0.01,32,0.9994003772735596,0.0006097386940382421,0.024692887519248172,0.19428850710391998
1,390,2,0.01,33,0.999527096748352,0.00048085968592204154,0.021928513080508708,0.08913939446210861
1,390,2,0.01,34,0.9995044469833374,0.0005039295647293329,0.022448375547672327,0.2157251089811325
1,390,2,0.01,35,0.9980936646461487,0.0019385162740945816,0.04402858473871925,0.24502453207969666
1,390,2,0.01,36,0.9992521405220032,0.0007605016580782831,0.027577194528781986,0.18156471848487854
1,390,2,0.01,37,0.9993335008621216,0.0006777707603760064,0.02603403081307246,0.17452484369277954
1,390,2,0.01,38,0.9993805885314941,0.0006298424559645355,0.025096662247488917,0.11980272084474564
1,390,2,0.01,39,0.9994367361068726,0.0005727536045014858,0.023932271193964978,0.15207943320274353
1,390,2,0.01,40,0.9981816411018372,0.0018490180373191833,0.04300020973575807,0.23734433948993683
1,390,2,0.01,41,0.999150276184082,0.0008640508749522269,0.029394742301170576,0.12273930013179779
1,390,2,0.01,42,0.9988106489181519,0.0012094300473108888,0.03477686080299498,0.1740824580192566
1,390,2,0.01,43,0.9994935393333435,0.0005150263314135373,0.022694191578761673,0.10338924825191498
1,390,2,0.01,44,0.9993351101875305,0.00067610276164487,0.02600197611038188,0.12719255685806274
1,390,2,0.01,45,0.9989371299743652,0.0010808268561959267,0.032875931259751814,0.17249713838100433
1,390,2,0.01,46,0.9990894198417664,0.0009259625221602619,0.030429632304059505,0.12237733602523804
1,390,2,0.01,47,0.9992063045501709,0.0008070771582424641,0.028409103439610058,0.12558501958847046
1,390,2,0.01,48,0.9993786215782166,0.0006318768719211221,0.025137161174665728,0.15989811718463898
1,390,2,0.01,49,0.9982904195785522,0.0017384222010150552,0.04169439052216803,0.18900293111801147
1,390,2,0.01,50,0.9995360374450684,0.00047179157263599336,0.02172076362920957,0.11547838896512985
1,390,2,0.01,51,0.9995821118354797,0.0004249501507729292,0.02061431907128948,0.18360242247581482
1,390,2,0.01,52,0.9996544718742371,0.00035137543454766273,0.01874501092418094,0.1491060107946396
1,390,2,0.01,53,0.9994186162948608,0.0005911845364607871,0.02431428667390403,0.11648934334516525
1,390,2,0.01,54,0.9995269775390625,0.00048097941908054054,0.021931242989865863,0.12018173933029175
1,390,2,0.01,55,0.9990593194961548,0.0009565483778715134,0.030928116300083866,0.2214098870754242
1,390,2,0.01,56,0.999274730682373,0.0007374823908321559,0.02715662701500604,0.12982526421546936
1,390,2,0.01,57,0.9993873238563538,0.0006230107974261045,0.024960184242631394,0.14329658448696136
1,390,2,0.01,58,0.9988322257995605,0.0011874543270096183,0.03445945918045752,0.1743953824043274
1,390,2,0.01,59,0.9996421933174133,0.0003638366761151701,0.019074503299304286,0.1045360416173935
1,390,2,0.01,60,0.9995480179786682,0.0004595964855980128,0.021438201547658162,0.09953201562166214
1,390,2,0.01,61,0.9993892908096313,0.0006210305728018284,0.0249204850033427,0.10789936035871506
1,390,2,0.01,62,0.9992590546607971,0.0007534694159403443,0.027449397369347553,0.10135267674922943
1,390,2,0.01,63,0.9984796643257141,0.001545960083603859,0.03931869890527736,0.10204410552978516
1,390,2,0.01,64,0.9995523691177368,0.0004552119644358754,0.021335696952194352,0.13601452112197876
1,390,2,0.01,65,0.9995489120483398,0.000458706432254985,0.021417432905345705,0.16758562624454498
1,390,2,0.01,66,0.9994069933891296,0.0006030338117852807,0.02455674676713674,0.10294342786073685
1,390,2,0.01,67,0.9991380572319031,0.0008764874655753374,0.0296055309963415,0.16816014051437378
1,390,2,0.01,68,0.9996528625488281,0.0003529743989929557,0.018787612913644874,0.09461815655231476
1,390,2,0.01,69,0.9996450543403625,0.00036096051917411387,0.018998961002489424,0.11383646726608276
1,390,2,0.01,70,0.9996200799942017,0.0003863034653477371,0.01965460417682679,0.0694468691945076
1,390,2,0.01,71,0.9995515942573547,0.0004559446533676237,0.021352860542972307,0.08758831024169922
1,390,2,0.01,72,0.999639093875885,0.0003669669385999441,0.019156381145716016,0.10674824565649033
1,390,2,0.01,73,0.9955888390541077,0.004485579673200846,0.06697447030922189,0.3608928918838501
1,390,2,0.01,74,0.9983890056610107,0.0016381875611841679,0.04047452978336089,0.140468031167984
1,390,2,0.01,75,0.9988920092582703,0.0011266538640484214,0.03356566495763821,0.14887019991874695
1,390,2,0.01,76,0.9995987415313721,0.00040799807175062597,0.020198962145383262,0.11541765928268433
1,390,2,0.01,77,0.9990417957305908,0.0009743772097863257,0.031215015774244383,0.10834992676973343
1,390,2,0.01,78,0.9996288418769836,0.0003774498763959855,0.01942806929151699,0.11756861954927444
1,390,2,0.01,79,0.999262809753418,0.0007496023899875581,0.02737886758044529,0.11841941624879837
1,390,2,0.01,80,0.9995771050453186,0.0004300361324567348,0.020737312565921717,0.08268129825592041
1,390,2,0.01,81,0.9996244311332703,0.00038187712198123336,0.019541676539673696,0.10326161235570908
1,390,2,0.01,82,0.9995489120483398,0.0004587090224958956,0.02141749337564729,0.10348983108997345
1,390,2,0.01,83,0.9995815753936768,0.0004254818195477128,0.020627210658441263,0.07996533066034317
1,390,2,0.01,84,0.9994409084320068,0.0005685508367605507,0.023844304073731126,0.16073612868785858
1,390,2,0.01,85,0.9993360042572021,0.0006751873879693449,0.025984368146432672,0.12726005911827087
1,390,2,0.01,86,0.9995144009590149,0.0004937616758979857,0.022220748769966905,0.11956504732370377
1,390,2,0.01,87,0.9993230700492859,0.0006883607711642981,0.02623663033173845,0.16420499980449677
1,390,2,0.01,88,0.9994720220565796,0.0005369095015339553,0.023171307721705208,0.15598192811012268
1,390,2,0.01,89,0.9995728731155396,0.0004343194013927132,0.020840331124833723,0.0891677662730217
1,390,2,0.01,90,0.999420702457428,0.000589044822845608,0.024270245628044394,0.08568533509969711
1,390,2,0.01,91,0.9994839429855347,0.0005247461376711726,0.022907338074756145,0.21186833083629608
1,390,2,0.01,92,0.9993212223052979,0.0006902444292791188,0.026272503292969988,0.10527956485748291
1,390,2,0.01,93,0.9982595443725586,0.0017698430456221104,0.04206950255971789,0.1902555376291275
1,390,2,0.01,94,0.9996126890182495,0.0003938706358894706,0.019846174338886337,0.1179804801940918
1,390,2,0.01,95,0.9993032217025757,0.0007085590623319149,0.026618772742782768,0.10581724345684052
1,390,2,0.01,96,0.9996663331985474,0.00033928389893844724,0.018419660662955962,0.09563221037387848
1,390,2,0.01,97,0.9995418787002563,0.0004658636753447354,0.02158387535510561,0.1174941137433052
1,390,2,0.01,98,0.9993820190429688,0.0006284104310907423,0.025068115826498455,0.08594590425491333
1,390,2,0.01,99,0.9987860918045044,0.0012343620182946324,0.03513348855856236,0.15004655718803406
1,390,2,0.01,100,0.9988851547241211,0.0011336480965837836,0.03366969106754298,0.10523008555173874
2,390,2,0.01,1,0.9906817078590393,0.00947551429271698,0.09734225337805254,0.47115474939346313
2,390,2,0.01,2,0.9959390759468079,0.004129433538764715,0.06426066867660743,0.37143567204475403
2,390,2,0.01,3,0.9955872893333435,0.0044871545396745205,0.06698622649227616,0.4492025375366211
2,390,2,0.01,4,0.9975658059120178,0.0024752572644501925,0.049751957393153814,0.22792935371398926
2,390,2,0.01,5,0.9969762563705444,0.0030747447162866592,0.055450380668546,0.2940363883972168
2,390,2,0.01,6,0.998478889465332,0.0015467642806470394,0.039328924224380196,0.18621870875358582
2,390,2,0.01,7,0.9985108971595764,0.0015142241027206182,0.038913032556209474,0.1773425191640854
2,390,2,0.01,8,0.9986681342124939,0.0013543133391067386,0.03680099644176416,0.17312511801719666
2,390,2,0.01,9,0.9985556602478027,0.001468687318265438,0.038323456502062,0.23198774456977844
2,390,2,0.01,10,0.9986578226089478,0.0013648428721353412,0.03694377988424223,0.14066866040229797
2,390,2,0.01,11,0.998757004737854,0.0012639950728043914,0.035552708375092765,0.13920548558235168
2,390,2,0.01,12,0.9987767934799194,0.0012438256526365876,0.035267912507498764,0.17798827588558197
2,390,2,0.01,13,0.9990448355674744,0.0009712923201732337,0.031165563049193153,0.14407499134540558
2,390,2,0.01,14,0.998924732208252,0.0010934238089248538,0.03306695947505385,0.13772734999656677
2,390,2,0.01,15,0.9974323511123657,0.0026109355967491865,0.05109731496614266,0.32140347361564636
2,390,2,0.01,16,0.9991263151168823,0.000888393959030509,0.029805938318236334,0.14081138372421265
2,390,2,0.01,17,0.9990622401237488,0.000953551207203418,0.03087962446668382,0.15107902884483337
2,390,2,0.01,18,0.9983216524124146,0.0017066557193174958,0.041311689862767606,0.18208299577236176
2,390,2,0.01,19,0.9989697337150574,0.0010476717725396156,0.03236775822542574,0.165782630443573
2,390,2,0.01,20,0.999049961566925,0.0009660906507633626,0.03108199882188021,0.1014946922659874
2,390,2,0.01,21,0.9991655945777893,0.0008485053549520671,0.029129115244924057,0.14219847321510315
2,390,2,0.01,22,0.9988646507263184,0.001154510653577745,0.03397809078770826,0.19999074935913086
2,390,2,0.01,23,0.9992080926895142,0.0008052795310504735,0.028377447578146867,0.09405016154050827
2,390,2,0.01,24,0.9988405704498291,0.0011789872078225017,0.03433638314998395,0.10300527513027191
2,390,2,0.01,25,0.9987989664077759,0.0012212820583954453,0.03494684618667964,0.15645132958889008
2,390,2,0.01,26,0.9992058277130127,0.0008075979421846569,0.02841826775482026,0.1671118289232254
2,390,2,0.01,27,0.9988846778869629,0.0011341501958668232,0.03367714649234438,0.16563460230827332
2,390,2,0.01,28,0.9993071556091309,0.0007045209058560431,0.0265428126967743,0.09856145828962326
2,390,2,0.01,29,0.996277928352356,0.0037848742213100195,0.061521331433170554,0.23315031826496124
2,390,2,0.01,30,0.9991445541381836,0.0008698847959749401,0.029493809451729698,0.2207334041595459
2,390,2,0.01,31,0.9980480670928955,0.0019848414231091738,0.044551559154637606,0.19518668949604034
2,390,2,0.01,32,0.9993671774864197,0.0006434869137592614,0.0253670438514081,0.1332360953092575
2,390,2,0.01,33,0.9991744160652161,0.0008394998149015009,0.028974123194697384,0.0920589417219162
2,390,2,0.01,34,0.9987611770629883,0.0012597257737070322,0.035492615763099686,0.28057244420051575
2,390,2,0.01,35,0.9989499449729919,0.0010677608661353588,0.032676610383198544,0.09896796941757202
