seed,max_neurons,layers,learn_rate,epoch,Hys_score,Hys_mse,Hys_rmse,Hys_mape
0,360,2,0.01,1,0.991693377494812,0.008438139222562313,0.09185934477538098,0.5045254826545715
0,360,2,0.01,2,0.9930037260055542,0.00710705853998661,0.08430337205584727,0.5867948532104492
0,360,2,0.01,3,0.9926280975341797,0.007488599047064781,0.08653669191195594,0.5185211896896362
0,360,2,0.01,4,0.9979610443115234,0.00207125605084002,0.04551105416094007,0.23741644620895386
0,360,2,0.01,5,0.9981378316879272,0.001891674124635756,0.0434933802392474,0.17951242625713348
0,360,2,0.01,6,0.9964107871055603,0.003646024502813816,0.06038231945539867,0.4390067458152771
0,360,2,0.01,7,0.9990320205688477,0.0009832845535129309,0.03135736840860424,0.1722332090139389
0,360,2,0.01,8,0.9988583326339722,0.0011597521370276809,0.03405513378372901,0.13955649733543396
0,360,2,0.01,9,0.9986793994903564,0.0013414814602583647,0.0366262400507937,0.15465636551380157
0,360,2,0.01,10,0.9984318017959595,0.0015930128283798695,0.03991256479330625,0.2753547132015228
0,360,2,0.01,11,0.9991356134414673,0.0008780653588473797,0.02963216763666438,0.15680226683616638
0,360,2,0.01,12,0.999001145362854,0.0010146397398784757,0.0318534101765961,0.218577578663826
0,360,2,0.01,13,0.9991244673728943,0.0008894061902537942,0.029822913845796394,0.18323850631713867
0,360,2,0.01,14,0.9991928339004517,0.000819923123344779,0.028634299770463726,0.15225940942764282
0,360,2,0.01,15,0.9976236820220947,0.0024139268789440393,0.049131729859063986,0.3570098876953125
0,360,2,0.01,16,0.9992997050285339,0.0007113568135537207,0.026671273189589596,0.1642790287733078
0,360,2,0.01,17,0.9986162781715393,0.0014056426007300615,0.03749190046836865,0.2140347957611084
0,360,2,0.01,18,0.999488890171051,0.0005191958625800908,0.022785869800823727,0.1251509189605713
0,360,2,0.01,19,0.9990208745002747,0.0009946225909516215,0.031537637688191254,0.18969187140464783
0,360,2,0.01,20,0.9992989897727966,0.0007120869122445583,0.026684956665592664,0.13995815813541412
0,360,2,0.01,21,0.9993634819984436,0.0006465877522714436,0.025428089827422028,0.11208124458789825
0,360,2,0.01,22,0.999471127986908,0.0005372581072151661,0.02317882885771337,0.108893983066082
0,360,2,0.01,23,0.9992969632148743,0.0007141746464185417,0.026724046220932593,0.16595637798309326
0,360,2,0.01,24,0.9991787672042847,0.0008342069340869784,0.028882640704876318,0.16887153685092926
0,360,2,0.01,25,0.9993909001350403,0.0006187587860040367,0.02487486253236461,0.13202133774757385
0,360,2,0.01,26,0.9990357756614685,0.0009795180521905422,0.03129725310934719,0.1423889696598053
0,360,2,0.01,27,0.9991995096206665,0.0008131412323564291,0.028515631368714756,0.20511765778064728
0,360,2,0.01,28,0.9992921352386475,0.0007190612959675491,0.026815318308152696,0.11445150524377823
0,360,2,0.01,29,0.9992532730102539,0.0007585725979879498,0.027542196680510975,0.10083537548780441
0,360,2,0.01,30,0.9988677501678467,0.00115015369374305,0.033913915930529906,0.22404727339744568
0,360,2,0.01,31,0.9995604157447815,0.00044655860983766615,0.02113193341456636,0.09412677586078644
0,360,2,0.01,32,0.9994574189186096,0.0005511523340828717,0.02347663378942713,0.12213573604822159
0,360,2,0.01,33,0.999549925327301,0.0004571908211801201,0.021382020979788606,0.10591483116149902
0,360,2,0.01,34,0.9994949102401733,0.0005130574572831392,0.022650771670809346,0.10197972506284714
0,360,2,0.01,35,0.9987629652023315,0.0012566485675051808,0.03544923930784948,0.17824618518352509
0,360,2,0.01,36,0.9995031952857971,0.000504682888276875,0.022465148303024287,0.14481666684150696
0,360,2,0.01,37,0.9986656904220581,0.0013554248725995421,0.03681609529267793,0.1399724930524826
0,360,2,0.01,38,0.9990091919898987,0.0010065102251246572,0.03172554530854682,0.12965381145477295
0,360,2,0.01,39,0.9992966651916504,0.0007144822156988084,0.026729800143263482,0.11259687691926956
0,360,2,0.01,40,0.999127209186554,0.0008865892887115479,0.029775649257598864,0.10118984431028366
0,360,2,0.01,41,0.9991385340690613,0.0008751223213039339,0.02958246645065171,0.18475434184074402
0,360,2,0.01,42,0.9991273880004883,0.0008864211267791688,0.02977282530730278,0.14330798387527466
0,360,2,0.01,43,0.9989537000656128,0.001062889932654798,0.03260199277122179,0.17723344266414642
0,360,2,0.01,44,0.9991629719734192,0.0008503024000674486,0.029159945131420405,0.17816172540187836
0,360,2,0.01,45,0.9996289014816284,0.00037695065839216113,0.01941521718632478,0.10666751116514206
0,360,2,0.01,46,0.9996455907821655,0.0003600070485845208,0.018973851706612466,0.11629743129014969
0,360,2,0.01,47,0.9993687868118286,0.0006412274087779224,0.025322468457437602,0.17544686794281006
0,360,2,0.01,48,0.9973783493041992,0.002663171151652932,0.05160592167235202,0.2043873518705368
0,360,2,0.01,49,0.9993981122970581,0.0006113944691605866,0.024726392158189732,0.09729238599538803
0,360,2,0.01,50,0.9996221661567688,0.00038383714854717255,0.019591762262419696,0.11687624454498291
0,360,2,0.01,51,0.9996951818466187,0.0003096259315498173,0.01759619082500009,0.0962597131729126
0,360,2,0.01,52,0.9995542168617249,0.0004528512654360384,0.02128030228723357,0.10679063200950623
0,360,2,0.01,53,0.9995530843734741,0.00045400767703540623,0.02130745590246302,0.1143062487244606
0,360,2,0.01,54,0.9993882179260254,0.0006214696331880987,0.024929292673240826,0.11848771572113037
0,360,2,0.01,55,0.9995986223220825,0.00040775607340037823,0.02019297089089117,0.13532020151615143
0,360,2,0.01,56,0.9994622468948364,0.0005462486878968775,0.02337196371503425,0.0910148024559021
0,360,2,0.01,57,0.9997323155403137,0.000271902943495661,0.016489479782444957,0.11561920493841171
0,360,2,0.01,58,0.9997510313987732,0.0002529058838263154,0.01590301492882137,0.10473334044218063
0,360,2,0.01,59,0.9993715286254883,0.00063845026306808,0.025267573351394075,0.15347187221050262
0,360,2,0.01,60,0.9996222853660583,0.00038366831722669303,0.01958745305614523,0.11803153157234192
0,360,2,0.01,61,0.9980640411376953,0.001966633601114154,0.044346742846731756,0.1867567002773285
0,360,2,0.01,62,0.9992900490760803,0.0007211712072603405,0.026854631020744642,0.1199970543384552
0,360,2,0.01,63,0.9994743466377258,0.0005339845083653927,0.023108104819854713,0.12027174234390259
0,360,2,0.01,64,0.9994639754295349,0.0005445326096378267,0.023335222510998833,0.1049325168132782
0,360,2,0.01,65,0.999627947807312,0.000377962423954159,0.019441255719581465,0.10312958806753159
0,360,2,0.01,66,0.9995280504226685,0.00047944276593625546,0.02189618153779913,0.11392977833747864
0,360,2,0.01,67,0.9996597170829773,0.00034568735281936824,0.01859266933012493,0.09341433644294739
0,360,2,0.01,68,0.9996798634529114,0.0003252304741181433,0.01803414744639023,0.08733094483613968
0,360,2,0.01,69,0.999688982963562,0.0003159542102366686,0.017775100850253103,0.09008686244487762
0,360,2,0.01,70,0.9995248317718506,0.0004827195079997182,0.021970878635132418,0.09877680242061615
0,360,2,0.01,71,0.9990589618682861,0.0009559426107443869,0.03091832160296524,0.14207246899604797
0,360,2,0.01,72,0.9996258020401001,0.0003801454440690577,0.0194973188943777,0.08171527832746506
0,360,2,0.01,73,0.9995516538619995,0.00045543472515419126,0.021340916689640846,0.10353142768144608
0,360,2,0.01,74,0.9997493028640747,0.0002546424511820078,0.015957520207789424,0.08525900542736053
0,360,2,0.01,75,0.9994565844535828,0.000552009732928127,0.02349488737849422,0.1247655600309372
0,360,2,0.01,76,0.9994363784790039,0.000572547665797174,0.02392796827558023,0.10901523381471634
0,360,2,0.01,77,0.9995452165603638,0.00046198838390409946,0.021493915043660602,0.1416286677122116
0,360,2,0.01,78,0.9993252754211426,0.0006853833328932524,0.026179826830849212,0.13061033189296722
0,360,2,0.01,79,0.9992732405662537,0.0007382688345387578,0.0271711029319525,0.11917676031589508
0,360,2,0.01,80,0.9993854761123657,0.0006242612726055086,0.024985221083782882,0.08733869343996048
0,360,2,0.01,81,0.999732494354248,0.0002717255847528577,0.01648410096889902,0.07854139804840088
0,360,2,0.01,82,0.9995120167732239,0.0004957087803632021,0.022264518417500122,0.1324954330921173
0,360,2,0.01,83,0.9985950589179993,0.0014272049302235246,0.037778365901975225,0.14424750208854675
0,360,2,0.01,84,0.9996920228004456,0.000312873104121536,0.017688219359832013,0.08509814739227295
0,360,2,0.01,85,0.9996551275253296,0.0003503563639242202,0.018717808737248605,0.09845918416976929
0,360,2,0.01,86,0.9996554255485535,0.00035002685035578907,0.018709004526050795,0.10341355949640274
0,360,2,0.01,87,0.9998175501823425,0.00018532465037424117,0.013613399662620693,0.08113767206668854
0,360,2,0.01,88,0.9942639470100403,0.005826844368129969,0.07633376951343336,0.3675299882888794
0,360,2,0.01,89,0.9995759725570679,0.00043072813423350453,0.020753990802578295,0.11546847969293594
0,360,2,0.01,90,0.9996407628059387,0.0003649375285021961,0.019103338150757737,0.08596043288707733
0,360,2,0.01,91,0.9997237324714661,0.0002806138654705137,0.016751533227454544,0.09776408970355988
0,360,2,0.01,92,0.9998392462730408,0.00016328369383700192,0.012778250812885226,0.06533545255661011
0,360,2,0.01,93,0.9988141059875488,0.0012046655174344778,0.034708291767738694,0.16126039624214172
0,360,2,0.01,94,0.9997655749320984,0.00023811102437321097,0.015430846521601172,0.08346932381391525
0,360,2,0.01,95,0.9997519850730896,0.0002519505505915731,0.015872950280006962,0.09347638487815857
0,360,2,0.01,96,0.9995316863059998,0.00047572542098350823,0.021811130667242086,0.1027524322271347
0,360,2,0.01,97,0.9997381567955017,0.00026597228134050965,0.016308656638132697,0.09171177446842194
0,360,2,0.01,98,0.9996781945228577,0.0003269297012593597,0.018081197450925637,0.1075497716665268
0,360,2,0.01,99,0.9997338056564331,0.00027043509180657566,0.016444910817835882,0.0875805988907814
0,360,2,0.01,100,0.9997010827064514,0.0003036738489754498,0.017426240242101845,0.11923622339963913
1,360,2,0.01,1,0.9946815371513367,0.005402668379247189,0.07350284606222529,0.46478399634361267
1,360,2,0.01,2,0.9976363182067871,0.002401096513494849,0.04900098482168342,0.2540566623210907
1,360,2,0.01,3,0.9980828762054443,0.0019474755972623825,0.044130211842482496,0.24190716445446014
1,360,2,0.01,4,0.998602569103241,0.0014195282710716128,0.0376766276499319,0.21467019617557526
1,360,2,0.01,5,0.998615562915802,0.0014063477283343673,0.03750130302182002,0.17697274684906006
1,360,2,0.01,6,0.9990876913070679,0.000926779757719487,0.030443057627634693,0.1844235062599182
1,360,2,0.01,7,0.9987614154815674,0.0012582020135596395,0.03547114339233568,0.18383753299713135
1,360,2,0.01,8,0.9991913437843323,0.00082143594045192,0.028660703767561607,0.19513648748397827
1,360,2,0.01,9,0.9990664720535278,0.0009483310277573764,0.030794983808363603,0.1980336457490921
1,360,2,0.01,10,0.9992997646331787,0.0007113339961506426,0.026670845433743616,0.15122394263744354
1,360,2,0.01,11,0.9993849992752075,0.0006247452110983431,0.024994903702521904,0.14133471250534058
1,360,2,0.01,12,0.9994550347328186,0.0005535954842343926,0.023528609908670606,0.10534361749887466
1,360,2,0.01,13,0.9990822076797485,0.0009323290432803333,0.03053406365488114,0.17166586220264435
1,360,2,0.01,14,0.9994507431983948,0.0005579415592364967,0.023620786592247447,0.10058459639549255
1,360,2,0.01,15,0.9991481900215149,0.0008652808610349894,0.029415656733022117,0.1597839891910553
1,360,2,0.01,16,0.9993005394935608,0.0007105230470187962,0.026655638184421626,0.1651621013879776
1,360,2,0.01,17,0.9994392991065979,0.000569577154237777,0.02386581559967681,0.10646258294582367
1,360,2,0.01,18,0.9995207786560059,0.00048682658234611154,0.02206414698886208,0.17622864246368408
1,360,2,0.01,19,0.9995536804199219,0.0004533967294264585,0.02129311460135549,0.1607990711927414
1,360,2,0.01,20,0.9994872808456421,0.0005208074580878019,0.02282120632411446,0.12029565870761871
1,360,2,0.01,21,0.9941489100456238,0.005943706259131432,0.07709543604605548,0.45835205912590027
1,360,2,0.01,22,0.9992228150367737,0.000789460027590394,0.02809733132506349,0.14203958213329315
1,360,2,0.01,23,0.9996012449264526,0.00040503882337361574,0.020125576348855596,0.11939551681280136
1,360,2,0.01,24,0.999536395072937,0.000470938190119341,0.02170111034300644,0.15040786564350128
1,360,2,0.01,25,0.9994446635246277,0.0005641251336783171,0.02375131856715153,0.15823787450790405
1,360,2,0.01,26,0.9990513920783997,0.0009636337636038661,0.031042450992211715,0.11855814605951309
1,360,2,0.01,27,0.9966391324996948,0.0034140946809202433,0.05843025484216412,0.18541255593299866
1,360,2,0.01,28,0.9995208382606506,0.0004867342358920723,0.022062054208347698,0.1631048321723938
1,360,2,0.01,29,0.9997246861457825,0.00027966880588792264,0.016723301285569266,0.11319342255592346
1,360,2,0.01,30,0.9990013241767883,0.0010144676780328155,0.031850709223388035,0.16787119209766388
1,360,2,0.01,31,0.9995552897453308,0.000451764470199123,0.021254751708714995,0.10883963108062744
1,360,2,0.01,32,0.9990132451057434,0.0010023904033005238,0.03166054963674073,0.16266098618507385
1,360,2,0.01,33,0.9995229840278625,0.0004845954244956374,0.022013528215523232,0.12786132097244263
1,360,2,0.01,34,0.9991214275360107,0.0008924590656533837,0.02987405338505948,0.17776887118816376
1,360,2,0.01,35,0.9992578029632568,0.0007539296639151871,0.027457779661057575,0.18388710916042328
1,360,2,0.01,36,0.9996035099029541,0.000402794306864962,0.02006973609355544,0.11875806748867035
1,360,2,0.01,37,0.999380886554718,0.000628887617494911,0.025077631815921354,0.127948597073555
1,360,2,0.01,38,0.9995587468147278,0.00044823496136814356,0.021171560201556795,0.10543384402990341
1,360,2,0.01,39,0.9989296793937683,0.001087275450117886,0.03297386010338926,0.15578174591064453
1,360,2,0.01,40,0.9995363354682922,0.00047101013478823006,0.02170276790615036,0.14252646267414093
1,360,2,0.01,41,0.9996679425239563,0.0003372959326952696,0.018365618222517574,0.07766290009021759
1,360,2,0.01,42,0.9986931681632996,0.0013275054516270757,0.036434948217708166,0.10968533158302307
1,360,2,0.01,43,0.9980778098106384,0.0019526320975273848,0.04418859691738791,0.18982402980327606
1,360,2,0.01,44,0.9996512532234192,0.0003542539197951555,0.01882163435504886,0.10184207558631897
1,360,2,0.01,45,0.9995869994163513,0.0004195530782453716,0.02048299485537629,0.09254235774278641
1,360,2,0.01,46,0.9997658133506775,0.00023786589736118913,0.015422901716641688,0.10697979480028152
1,360,2,0.01,47,0.9997674226760864,0.0002362692466704175,0.015371052230423832,0.09652253240346909
1,360,2,0.01,48,0.9997149109840393,0.00028960933559574187,0.017017912198496674,0.061058416962623596
1,360,2,0.01,49,0.9995300769805908,0.0004773423133883625,0.02184816498904113,0.12693631649017334
1,360,2,0.01,50,0.9995923042297363,0.00041416651220060885,0.02035108135212006,0.11581747233867645
1,360,2,0.01,51,0.9997649788856506,0.00023874275211710483,0.015451302602599718,0.07877802103757858
1,360,2,0.01,52,0.9994441270828247,0.0005646763020195067,0.023762918634282,0.14539365470409393
1,360,2,0.01,53,0.9995447397232056,0.0004624650755431503,0.021505001175148777,0.1069895476102829
1,360,2,0.01,54,0.9996544718742371,0.0003510275564622134,0.018735729408331382,0.09913218766450882
1,360,2,0.01,55,0.9997830390930176,0.00022040153271518648,0.014845926468738368,0.08182472735643387
1,360,2,0.01,56,0.9992603063583374,0.0007513982127420604,0.027411643743892128,0.1367875188589096
1,360,2,0.01,57,0.9995737671852112,0.00043296461808495224,0.020807801856153673,0.09224554151296616
1,360,2,0.01,58,0.9997238516807556,0.00028054413269273937,0.016749451713197642,0.07246971875429153
1,360,2,0.01,59,0.9994261860847473,0.0005828790017403662,0.024142887187334622,0.11174120008945465
1,360,2,0.01,60,0.9997352957725525,0.0002689145621843636,0.016398614642230105,0.12302444130182266
1,360,2,0.01,61,0.999588668346405,0.0004178451490588486,0.020441260945911546,0.09874667972326279
1,360,2,0.01,62,0.9993963241577148,0.0006132569978944957,0.024764026286016087,0.0970332995057106
1,360,2,0.01,63,0.9996159672737122,0.0003901106247212738,0.01975121830979734,0.07769763469696045
1,360,2,0.01,64,0.9995436668395996,0.00046358496183529496,0.021531023241715543,0.08889282494783401
1,360,2,0.01,65,0.9991940259933472,0.0008187270723283291,0.028613407212849173,0.12233620882034302
1,360,2,0.01,66,0.9992802739143372,0.0007310944492928684,0.02703875827941935,0.10163591802120209
1,360,2,0.01,67,0.9990967512130737,0.0009175190352834761,0.030290576674660324,0.10937061160802841
1,360,2,0.01,68,0.999628484249115,0.0003773855569306761,0.019426413897852483,0.10438916087150574
1,360,2,0.01,69,0.9997952580451965,0.00020800203492399305,0.01442227564997955,0.08564648032188416
1,360,2,0.01,70,0.9997080564498901,0.0002965595049317926,0.017220903139260512,0.10876185446977615
1,360,2,0.01,71,0.9997876882553101,0.00021568489319179207,0.014686214392817233,0.07868821173906326
1,360,2,0.01,72,0.9997687339782715,0.00023493138724006712,0.015327471651908776,0.09242534637451172
1,360,2,0.01,73,0.9996318221092224,0.0003739875101018697,0.019338756684489044,0.11008940637111664
1,360,2,0.01,74,0.9991008639335632,0.0009133488638326526,0.030221662161976675,0.1225195825099945
1,360,2,0.01,75,0.9996641874313354,0.0003411306533962488,0.018469722612866953,0.0950901061296463
1,360,2,0.01,76,0.9982244968414307,0.001803640159778297,0.042469284898362686,0.15601584315299988
1,360,2,0.01,77,0.9996552467346191,0.00035020930226892233,0.018713879936264482,0.11940540373325348
1,360,2,0.01,78,0.9995354413986206,0.00047190231271088123,0.021723312655092024,0.07871680706739426
1,360,2,0.01,79,0.9995204210281372,0.0004871771379839629,0.022072089569951527,0.10193207114934921
1,360,2,0.01,80,0.9996728897094727,0.00033227569656446576,0.01822843099568544,0.07946083694696426
1,360,2,0.01,81,0.9997468590736389,0.00025714520597830415,0.016035747752390722,0.07461255043745041
1,360,2,0.01,82,0.9993963241577148,0.0006132397684268653,0.024763678410665596,0.09006014466285706
1,360,2,0.01,83,0.9995181560516357,0.0004894704325124621,0.02212397867727372,0.11276865005493164
1,360,2,0.01,84,0.9996724724769592,0.0003327108279336244,0.0182403626042254,0.09708002209663391
1,360,2,0.01,85,0.9997003674507141,0.0003043554606847465,0.017445786330364893,0.09596492350101471
1,360,2,0.01,86,0.9996646046638489,0.00034071088884957135,0.018458355529395662,0.08007842302322388
1,360,2,0.01,87,0.999721348285675,0.00028307578759267926,0.01682485624285329,0.09481360763311386
1,360,2,0.01,88,0.9997962713241577,0.00020693466649390757,0.014385223894465723,0.06413442641496658
1,360,2,0.01,89,0.9995742440223694,0.00043247229768894613,0.020795968303710846,0.1163029745221138
1,360,2,0.01,90,0.9996805787086487,0.00032446125987917185,0.018012808217464923,0.06928803771734238
1,360,2,0.01,91,0.9996369481086731,0.00036878028186038136,0.01920365282596989,0.10773054510354996
1,360,2,0.01,92,0.9997484683990479,0.0002555426035542041,0.015985699970730217,0.07326314598321915
1,360,2,0.01,93,0.9997279047966003,0.0002763863594736904,0.016624871712999485,0.07933028042316437
1,360,2,0.01,94,0.9995613694190979,0.00044558773515746,0.021108949172269565,0.16372673213481903
1,360,2,0.01,95,0.9995533227920532,0.00045376390335150063,0.02130173474981558,0.08688060194253922
1,360,2,0.01,96,0.9997403621673584,0.0002637233701534569,0.01623956188305143,0.07303126156330109
1,360,2,0.01,97,0.9997379779815674,0.00026615147362463176,0.01631414949130453,0.0645768865942955
1,360,2,0.01,98,0.9997394680976868,0.00026466621784493327,0.016268565328415818,0.0621887668967247
1,360,2,0.01,99,0.9994606971740723,0.0005478148232214153,0.023405444307284903,0.07403287291526794
1,360,2,0.01,100,0.9997783899307251,0.00022512185387313366,0.015004061245980492,0.0754779726266861
2,360,2,0.01,1,0.9951210021972656,0.004956269636750221,0.07040077866579475,0.5545120239257812
2,360,2,0.01,2,0.997697114944458,0.00233936938457191,0.04836702786580865,0.34613218903541565
2,360,2,0.01,3,0.9984458684921265,0.001578724943101406,0.039733171822815834,0.20688210427761078
2,360,2,0.01,4,0.9984408617019653,0.001583826495334506,0.03979731769019749,0.22672802209854126
2,360,2,0.01,5,0.9990639686584473,0.0009508238290436566,0.030835431390587947,0.20910431444644928
2,360,2,0.01,6,0.9990339279174805,0.0009813446085900068,0.03132642029645275,0.2250724583864212
2,360,2,0.01,7,0.9992574453353882,0.0007542807143181562,0.02746417146607842,0.18609364330768585
2,360,2,0.01,8,0.9992115497589111,0.0008009537123143673,0.028301125636878248,0.1812373846769333
2,360,2,0.01,9,0.9993163347244263,0.0006945185596123338,0.02635372003365623,0.1313180923461914
2,360,2,0.01,10,0.9925106167793274,0.007607972715049982,0.08722369354166322,0.6073712706565857
2,360,2,0.01,11,0.9991505146026611,0.0008629535441286862,0.029376070944370457,0.11674223840236664
2,360,2,0.01,12,0.9991308450698853,0.0008829272701404989,0.02971409211368402,0.13167652487754822
2,360,2,0.01,13,0.9989010095596313,0.0011163604212924838,0.033411980206094996,0.1615149974822998
2,360,2,0.01,14,0.9993955492973328,0.0006140173645690084,0.02477937377273704,0.14714857935905457
2,360,2,0.01,15,0.9987120628356934,0.0013083250960335135,0.03617077682374977,0.17263109982013702
2,360,2,0.01,16,0.9993466138839722,0.0006637194310314953,0.025762752784426888,0.16703705489635468
2,360,2,0.01,17,0.9992990493774414,0.0007120341178961098,0.026683967431701566,0.15679572522640228
2,360,2,0.01,18,0.9994799494743347,0.000528298900462687,0.022984753652425492,0.1338425576686859
2,360,2,0.01,19,0.9994825124740601,0.0005256564472801983,0.02292719885376751,0.15567080676555634
2,360,2,0.01,20,0.9987473487854004,0.0012724981643259525,0.03567209223364888,0.18264062702655792
