neurons,layers,lr,unlock_layers,epochs,Jou_score,Jou_mse,Jou_rmse,Jou_mape,time
390,2,0.01,0,100,0.9972757697105408,0.0027701943181455135,0.052632635485462,0.21509145200252533,19.549326
390,2,0.01,1,100,0.9965842366218567,0.003473396645858884,0.05893552957137896,0.3145660161972046,19.984115
390,2,0.01,2,100,0.997795581817627,0.002241630805656314,0.04734586365941922,0.2441985309123993,20.904263
390,2,0.01,3,100,0.9982320666313171,0.00179776968434453,0.04240011420202226,0.22046853601932526,21.436307
390,2,0.01,4,100,0.9993822574615479,0.0006281564710661769,0.02506304991548668,0.11266101896762848,21.753757
