seed,max_neurons,layers,lr,unlock_layers,epoch,n_samples,data_fraction,Jou_score,Jou_mse,Jou_rmse,Jou_mape
29,390,2,0.01,4,100,11891,0.5,0.9989460706710815,0.001071701175533235,0.03273684736704552,0.12442377209663391
30,390,2,0.01,4,100,11891,0.5,0.9980060458183289,0.002027580514550209,0.045028663255200115,0.2068873643875122
1,390,2,0.01,4,100,23783,1.0,0.9988840222358704,0.0011348254047334194,0.03368716973468414,0.09529971331357956
2,390,2,0.01,4,100,23783,1.0,0.9995579719543457,0.00044946037814952433,0.02120048061128625,0.08585058152675629
3,390,2,0.01,4,100,23783,1.0,0.9994261264801025,0.0005835454212501645,0.0241566848149775,0.09819527715444565
4,390,2,0.01,4,100,23783,1.0,0.9993641972541809,0.0006465352489612997,0.02542705741845288,0.09129325300455093
5,390,2,0.01,4,100,23783,1.0,0.9994521141052246,0.0005571522633545101,0.02360407302468178,0.09331875294446945
6,390,2,0.01,4,100,23783,1.0,0.9993001222610474,0.0007116666529327631,0.026677081042212305,0.09834762662649155
7,390,2,0.01,4,100,23783,1.0,0.9994223117828369,0.0005874045309610665,0.024236429831166688,0.11912726610898972
8,390,2,0.01,4,100,23783,1.0,0.9995380640029907,0.0004697026452049613,0.02167262432666984,0.11621055006980896
9,390,2,0.01,4,100,23783,1.0,0.9990134835243225,0.0010031549027189612,0.03167262071125408,0.10097280144691467
10,390,2,0.01,4,100,23783,1.0,0.9993372559547424,0.0006739410455338657,0.0259603745260708,0.1250762790441513
11,390,2,0.01,4,100,23783,1.0,0.9987332224845886,0.0012881302973255515,0.03589053214046222,0.13997676968574524
12,390,2,0.01,4,100,23783,1.0,0.9992228746414185,0.0007902340730652213,0.028111102309678667,0.19189633429050446
13,390,2,0.01,4,100,23783,1.0,0.999211847782135,0.0008014197810553014,0.0283093585419257,0.12691988050937653
14,390,2,0.01,4,100,23783,1.0,0.9988834261894226,0.0011354392627254128,0.03369627965703948,0.15383058786392212
15,390,2,0.01,4,100,23783,1.0,0.999397873878479,0.0006122965132817626,0.024744625947501462,0.12009959667921066
16,390,2,0.01,4,100,23783,1.0,0.997478723526001,0.002563829766586423,0.05063427462289179,0.16006891429424286
17,390,2,0.01,4,100,23783,1.0,0.9994215369224548,0.000588228169362992,0.02425341562260854,0.16624747216701508
18,390,2,0.01,4,100,23783,1.0,0.9994480609893799,0.0005612485692836344,0.023690685285226228,0.11376804113388062
19,390,2,0.01,4,100,23783,1.0,0.9987186789512634,0.0013029321562498808,0.0360961515434801,0.14936703443527222
20,390,2,0.01,4,100,23783,1.0,0.9989868402481079,0.0010302445152774453,0.032097422252845245,0.13606327772140503
21,390,2,0.01,4,100,23783,1.0,0.9996102452278137,0.00039631640538573265,0.019907697139190477,0.09760183840990067
22,390,2,0.01,4,100,23783,1.0,0.999161422252655,0.0008527449681423604,0.029201797344382083,0.14032110571861267
23,390,2,0.01,4,100,23783,1.0,0.9992502331733704,0.0007623935234732926,0.027611474489300507,0.13728167116641998
24,390,2,0.01,4,100,23783,1.0,0.9992847442626953,0.0007273513474501669,0.02696945211624009,0.17456120252609253
25,390,2,0.01,4,100,23783,1.0,0.9988057613372803,0.0012143846834078431,0.03484802266137697,0.1942746788263321
26,390,2,0.01,4,100,23783,1.0,0.9992818236351013,0.0007302953745238483,0.027023977770192314,0.07682327181100845
27,390,2,0.01,4,100,23783,1.0,0.9987726211547852,0.0012481120647862554,0.035328629534504385,0.1902814656496048
28,390,2,0.01,4,100,23783,1.0,0.9993258714675903,0.0006854864186607301,0.02618179555837854,0.17229098081588745
29,390,2,0.01,4,100,23783,1.0,0.9994447827339172,0.0005646006902679801,0.02376132762006324,0.12502019107341766
30,390,2,0.01,4,100,23783,1.0,0.9995916485786438,0.0004152679757680744,0.020378124932585784,0.13804319500923157
