fraction,mape_mean,mape_std,mape_best
0.01,1.0344263553619384,0.23874568053689654,0.600250244140625
0.05,0.46319966912269595,0.12216293169924065,0.36050453782081604
0.1,0.39887234568595886,0.0541164738901036,0.3126658499240875
0.25,0.3504686117172241,0.06569123929817892,0.2811310589313507
1.0,0.23308729529380798,0.0421101674970185,0.16148123145103455
