epoch,mape
1,0.35323837399482727
2,0.35622483491897583
3,0.4161728322505951
4,0.2866748571395874
5,0.3002971410751343
6,0.36884427070617676
7,0.2756054699420929
8,0.2750492990016937
9,0.2916980981826782
10,0.29663988947868347
11,0.29957646131515503
12,0.28932225704193115
13,0.23818224668502808
14,0.2370700091123581
15,0.23268288373947144
16,0.258467435836792
17,0.27512064576148987
18,0.3773598372936249
19,0.2413787692785263
20,0.22253304719924927
21,0.25507497787475586
22,0.22128327190876007
23,0.2121809422969818
24,0.2657153606414795
25,0.2744813561439514
26,0.20080246031284332
27,0.2317715287208557
28,0.3147309124469757
29,0.2498847395181656
30,0.22688646614551544
31,0.21235474944114685
32,0.4456948935985565
33,0.27073347568511963
34,0.2599515914916992
35,0.19145064055919647
36,0.17550471425056458
37,0.22604148089885712
38,0.22505541145801544
39,0.21292227506637573
40,0.19637222588062286
41,0.3247509300708771
42,0.24799416959285736
43,0.18746641278266907
44,0.1692665070295334
45,0.24574416875839233
46,0.2433529496192932
47,0.3053549826145172
48,0.22265206277370453
49,0.1958688348531723
50,0.18226978182792664
51,0.30400827527046204
52,0.21230405569076538
53,0.2241564840078354
54,0.1542825996875763
55,0.19115450978279114
56,0.19359090924263
57,0.16607707738876343
58,0.18775597214698792
59,0.24410706758499146
60,0.16884726285934448
61,0.18146945536136627
62,0.21767987310886383
63,0.2178991138935089
64,0.19974716007709503
65,0.22508645057678223
66,0.19745862483978271
67,0.19003356993198395
68,0.1879173070192337
69,0.17011576890945435
70,0.21122580766677856
71,0.2753276526927948
72,0.2715087831020355
73,0.1827508807182312
74,0.21541982889175415
75,0.19489891827106476
76,0.25015681982040405
77,0.18456298112869263
78,0.19810983538627625
79,0.22527547180652618
80,0.21428684890270233
81,0.16330720484256744
82,0.24891546368598938
83,0.24666662514209747
84,0.19689123332500458
85,0.13344772160053253
86,0.19270651042461395
87,0.2546146810054779
88,0.2571410536766052
89,0.20788975059986115
90,0.19764962792396545
91,0.14053969085216522
92,0.22489795088768005
93,0.14774715900421143
94,0.17978687584400177
95,0.15230925381183624
96,0.13506971299648285
97,0.1474834531545639
98,0.16098447144031525
99,0.2643205523490906
100,0.19171202182769775
