epoch,rmse_mean,rmse_std
1,0.11342471915532847,0.03756369973118084
2,0.08005422934011351,0.011521800607582521
3,0.06810142215357615,0.010540386540470856
4,0.062434355407968156,0.01174663643773508
5,0.05759290757020444,0.009622451354947882
6,0.05377078988092362,0.011174129394237578
7,0.05099059524997697,0.009380703366553965
8,0.05196749492108984,0.009033056443496014
9,0.05009481401099324,0.01185940058372405
10,0.04626184244735879,0.010482584621354981
11,0.04725081540230356,0.01079802520038167
12,0.044604827549822076,0.010030761063149637
13,0.04318598014528275,0.009194425361240512
14,0.0438328166019355,0.010826789528453229
15,0.041869269101556326,0.011750399588653794
16,0.041348207407263554,0.009237280005114926
17,0.041504048592678686,0.010116534503829433
18,0.03997274330203108,0.011068881741596955
19,0.03970180479389036,0.011193283737477168
20,0.03999419309075932,0.012564457402109508
21,0.04081328828930717,0.015600148587761205
22,0.03835243239421247,0.01140130258714778
23,0.041810693014088476,0.011532118759972756
24,0.039527535372348835,0.013532513153909019
25,0.03740632548479951,0.011250342191049765
26,0.0399815503617742,0.014760488694483414
27,0.03696596085827409,0.012105178282602123
28,0.036985763771095546,0.011213141840965973
29,0.03758923712355354,0.014338827416261432
30,0.04115531521742456,0.01645577580034608
31,0.0366491898913686,0.011489220696513855
32,0.03598543586077892,0.010583392395141214
33,0.03717571763151891,0.011446798999731434
34,0.034130321872822396,0.011243247441228977
35,0.035786883213639986,0.008468522017436654
36,0.03451400496523478,0.007858751997242347
37,0.034245331028434585,0.010154572816455109
38,0.035050671427542944,0.01233516702213447
39,0.03679644992283242,0.010571928313867083
40,0.03623307153956967,0.010163137170250202
41,0.03392840799938665,0.011532839524782934
42,0.0348005600286101,0.010523042100101956
43,0.03637831833624013,0.009856570927606906
44,0.03468161907047564,0.008811094327401169
45,0.0337990472053995,0.009238470257068903
46,0.03280755425468589,0.009337725593784861
47,0.03364833294103332,0.008852789152983931
48,0.03390645635865865,0.010929808137716305
49,0.03450369357550986,0.010018641273312152
50,0.03361093051643672,0.009268416248256037
51,0.033334356062027885,0.009712114369720408
52,0.03210029287558334,0.009738570027680105
53,0.03390389959239075,0.01039416098124036
54,0.032403656963549736,0.009696262495917627
55,0.03330851496762432,0.008363412899593074
56,0.03343441085811173,0.010679966082396094
57,0.030373151438269123,0.00876919296767534
58,0.030517665600793865,0.008699263150065006
59,0.03161521536344895,0.009806658001206763
60,0.03203823441886133,0.008770355938332811
61,0.030893725535890044,0.008036956413201886
62,0.031577085748529486,0.008602198368311643
63,0.033546821418950115,0.009617252466031005
64,0.03220136555803015,0.008512867474095362
65,0.031785961089204715,0.010831803353870878
66,0.03207728865751815,0.00881343516399036
67,0.03170400282100308,0.013669040916143061
68,0.02999537524308323,0.009039158957533319
69,0.03172524373374659,0.011921989225787228
70,0.03163836411798567,0.011221879081192428
71,0.03155345962491965,0.009038596659096926
72,0.031314964368606986,0.010344441217435437
73,0.02979037656639064,0.008631180960303072
74,0.03126313178303721,0.008200310868576356
75,0.03086988801796479,0.009021787709164035
76,0.030295299126972933,0.010269303603274249
77,0.03003967970392753,0.009590346156128185
78,0.03156356297510895,0.009239845340941084
79,0.029496010354853115,0.008183457016971
80,0.03306351033421701,0.011985969958265223
81,0.0315948530725266,0.01103489089700722
82,0.03097137135699383,0.008980647106337732
83,0.03102044337259125,0.010662169287591226
84,0.03035419538995298,0.010489757517350953
85,0.030246008998376973,0.009263056516404466
86,0.031079065182844628,0.010360730803829864
87,0.030856013984456917,0.008525634159073325
88,0.03107954105622999,0.008227581762900062
89,0.030964840781332843,0.009538089866012806
90,0.03158576962285141,0.009476399664073444
91,0.032877218345365514,0.01287046732948825
92,0.030379895870734256,0.01014501776677454
93,0.03197785681763906,0.010796194525079572
94,0.03290929297989588,0.010848687832839269
95,0.03204561743764136,0.00949287631054263
96,0.03260281992471373,0.010078975839623652
97,0.03192446071792564,0.010051172306822358
98,0.03345603595998158,0.010535203199648232
99,0.031408285074370317,0.01091657816183484
100,0.03007483961798688,0.011141500572989536
