modelo,area_std,std_10,std_final,mape_geral,cv_final,range,mape_pior,media_final,mape_melhor
Baseline,0.41418594225474287,0.35722490841282023,0.3564393425414101,0.8107699286043644,0.5448531476363315,1.7200863659381866,1.9992153644561768,0.6541934172312419,0.2791289985179901
TL_arquitetura,0.6272805936693016,0.4932854228725526,0.45083348605225504,1.0416407964328924,0.5567758715320168,2.063714265823364,2.336842536926269,0.8097216655810674,0.2731282711029053
TL_pesos,0.42599884442721936,0.3488798521762788,0.31680003443930477,0.8880596223374208,0.46788945874613197,1.239084929227829,1.5231114625930786,0.6770830770333608,0.2840265333652496
