modelo,area_std,std_10,std_final,mape_geral,cv_final,range,mape_pior,media_final,mape_melhor
Baseline,0.02694849492653164,0.021454413463626802,0.028768967548682845,0.12031113583718733,0.31465789782885506,0.1607363447546959,0.2239439636468887,0.09142935151855149,0.0632076188921928
TL_arquitetura,0.028250981010559402,0.018741922352344793,0.01870997924233168,0.12328456834579504,0.20041147365970743,0.07508490234613421,0.1345309019088745,0.09335782478253044,0.0594459995627403
TL_pesos,0.020803681332814353,0.018122723115263056,0.017237305770924735,0.12179488112032409,0.15862534982941115,0.05408799648284909,0.1413433253765106,0.10866677860418952,0.0872553288936615
