modelo,area_std,std_10,std_final,mape_geral,cv_final,range,mape_pior,media_final,mape_melhor
Baseline,0.02694849492653164,0.021454413463626802,0.028768967548682845,0.12031113583718733,0.31465789782885506,0.1607363447546959,0.2239439636468887,0.09142935151855149,0.0632076188921928
TL_arquitetura,0.03573862327438315,0.02816243726020721,0.019795370197537555,0.13734754676247632,0.2100534209968069,0.08822737634181971,0.1476186513900756,0.09423969437678652,0.0593912750482559
TL_pesos,0.02211479658439711,0.017832534634510438,0.02213494638603408,0.12970827187597747,0.19834615919108667,0.1032053306698799,0.1870309114456176,0.11159755488236742,0.0838255807757377
