modelo,area_std,std_10,std_final,mape_geral,cv_final,range,mape_pior,media_final,mape_melhor
Baseline,0.06815524675947508,0.04906713546448837,0.049583553133106376,0.23062248175342878,0.2621050963991162,0.22967728227376938,0.3366269767284393,0.18917431905865667,0.1069496944546699
TL_arquitetura,0.07385497324596077,0.05153936270770919,0.04666547092891324,0.24376140590260426,0.23991499103928834,0.1860792189836503,0.3188525438308716,0.19450835784276327,0.1327733248472213
TL_pesos,0.04721779739443479,0.03717628548707873,0.04480812516660241,0.22943171168367069,0.22823820701319247,0.25102096796035767,0.3889161348342895,0.19632175415754313,0.1378951668739318
