modelo,area_std,std_10,std_final,mape_geral,cv_final,range,mape_pior,media_final,mape_melhor
Baseline,0.41418594225474287,0.35722490841282023,0.3564393425414101,0.8107699286043644,0.5448531476363315,1.7200863659381866,1.9992153644561768,0.6541934172312419,0.2791289985179901
TL_arquitetura,0.48062409560316277,0.31571284932118504,0.30283966358102277,0.893616984585921,0.42725214850274723,1.2215660214424133,1.5609745979309082,0.7088078190883,0.3394085764884949
TL_pesos,0.3370855092461295,0.2880654454864796,0.2953596853569965,0.7587726607869069,0.4699323140390491,1.0750498771667478,1.3684204816818235,0.6285153766473134,0.2933706045150757
