seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
22,380,2,0.01,100,2416,0.1,0.9968339204788208,0.0032277172431349754,0.05681300241260776,0.1922713816165924
23,380,2,0.01,100,2416,0.1,0.9938961267471313,0.006222682073712349,0.07888397856163411,0.12640438973903656
24,380,2,0.01,100,2416,0.1,0.9965054988861084,0.0035625372547656298,0.05968699401683444,0.17658990621566772
25,380,2,0.01,100,2416,0.1,0.9938835501670837,0.006235471460968256,0.07896500149413192,0.2229086309671402
26,380,2,0.01,100,2416,0.1,0.9933896660804749,0.0067389835603535175,0.08209131233177794,0.15508295595645905
27,380,2,0.01,100,2416,0.1,0.9966656565666199,0.0033992344979196787,0.05830295445275204,0.1572277992963791
28,380,2,0.01,100,2416,0.1,0.9971122145652771,0.002943990519270301,0.05425855249884852,0.1837572157382965
29,380,2,0.01,100,2416,0.1,0.9968686699867249,0.00319230230525136,0.05650046287643456,0.15231949090957642
30,380,2,0.01,100,2416,0.1,0.9966843128204346,0.0033801987301558256,0.058139476521171275,0.15894825756549835
1,380,2,0.01,100,6040,0.25,0.9985488057136536,0.0014794475864619017,0.038463587800176696,0.11915542930364609
2,380,2,0.01,100,6040,0.25,0.9932804107666016,0.006850402802228928,0.08276716016771947,0.16415627300739288
3,380,2,0.01,100,6040,0.25,0.997775673866272,0.0022675986401736736,0.04761930953062711,0.1291087418794632
4,380,2,0.01,100,6040,0.25,0.9982978105545044,0.001735340221785009,0.04165741496762622,0.14213639497756958
5,380,2,0.01,100,6040,0.25,0.9987027049064636,0.001322573167271912,0.03636719905728117,0.09345096349716187
6,380,2,0.01,100,6040,0.25,0.9968688488006592,0.003192094387486577,0.05649862288132851,0.10684056580066681
7,380,2,0.01,100,6040,0.25,0.9982371926307678,0.0017971387133002281,0.04239267287279994,0.10267274081707001
8,380,2,0.01,100,6040,0.25,0.9959717988967896,0.0041066319681704044,0.06408300842009841,0.19587057828903198
9,380,2,0.01,100,6040,0.25,0.9944109320640564,0.005697870161384344,0.07548423783402959,0.08980529010295868
10,380,2,0.01,100,6040,0.25,0.998931348323822,0.0010894305305555463,0.033006522545635526,0.12803055346012115
11,380,2,0.01,100,6040,0.25,0.996742844581604,0.0033205740619450808,0.057624422443483814,0.10811739414930344
12,380,2,0.01,100,6040,0.25,0.9965260028839111,0.0035416369792073965,0.059511654146119954,0.1394985467195511
13,380,2,0.01,100,6040,0.25,0.9968949556350708,0.003165449248626828,0.056262325304121834,0.11618861556053162
14,380,2,0.01,100,6040,0.25,0.9985716342926025,0.001456154859624803,0.03815959721518039,0.10082918405532837
15,380,2,0.01,100,6040,0.25,0.9976997375488281,0.0023450530134141445,0.04842574742235936,0.15056462585926056
16,380,2,0.01,100,6040,0.25,0.9986497163772583,0.001376574975438416,0.037102223322038476,0.11248558014631271
17,380,2,0.01,100,6040,0.25,0.9979730844497681,0.00206638197414577,0.04545747434851358,0.09050153940916061
18,380,2,0.01,100,6040,0.25,0.9977602958679199,0.0022832960821688175,0.047783847502778774,0.11477037519216537
19,380,2,0.01,100,6040,0.25,0.9989553689956665,0.001064965152181685,0.03263380382642644,0.10939273983240128
20,380,2,0.01,100,6040,0.25,0.9964643120765686,0.003604515455663204,0.060037617005201036,0.17804449796676636
21,380,2,0.01,100,6040,0.25,0.998082160949707,0.001955195562914014,0.044217593364112594,0.08351122587919235
22,380,2,0.01,100,6040,0.25,0.9965166449546814,0.0035511336755007505,0.05959138927312192,0.11010918766260147
23,380,2,0.01,100,6040,0.25,0.9945825934410095,0.005522860214114189,0.07431594858517375,0.18900208175182343
24,380,2,0.01,100,6040,0.25,0.9980962872505188,0.0019407406216487288,0.044053837763000044,0.12552545964717865
25,380,2,0.01,100,6040,0.25,0.9953004717826843,0.004790973383933306,0.06921685765717268,0.17201274633407593
26,380,2,0.01,100,6040,0.25,0.9935542345046997,0.0065712095238268375,0.08106299725415313,0.12789928913116455
27,380,2,0.01,100,6040,0.25,0.995779812335968,0.004302297253161669,0.06559189929527631,0.1644819676876068
28,380,2,0.01,100,6040,0.25,0.9990309476852417,0.0009879146236926317,0.03143110917057544,0.09434100985527039
29,380,2,0.01,100,6040,0.25,0.9988511204719543,0.001171211595647037,0.03422296883157622,0.12217780202627182
30,380,2,0.01,100,6040,0.25,0.9988839626312256,0.0011377654736861587,0.03373077932224749,0.14097890257835388
1,380,2,0.01,100,12080,0.5,0.9971506595611572,0.0029047708958387375,0.05389592652361343,0.12275031208992004
2,380,2,0.01,100,12080,0.5,0.9974007606506348,0.0026498367078602314,0.05147656464703362,0.0664031133055687
3,380,2,0.01,100,12080,0.5,0.9889140725135803,0.01130171399563551,0.10630951977897139,0.0752374455332756
4,380,2,0.01,100,12080,0.5,0.9990770220756531,0.0009409599006175995,0.03067506969213924,0.11135945469141006
5,380,2,0.01,100,12080,0.5,0.992957353591919,0.007179745938628912,0.08473338148940424,0.20083899796009064
6,380,2,0.01,100,12080,0.5,0.9977520108222961,0.0022917117457836866,0.04787182622152289,0.07147031277418137
7,380,2,0.01,100,12080,0.5,0.9987969398498535,0.0012264585820958018,0.0350208306882604,0.09258530288934708
8,380,2,0.01,100,12080,0.5,0.9950631260871887,0.005032988265156746,0.07094355689671011,0.09313269704580307
9,380,2,0.01,100,12080,0.5,0.9989737272262573,0.0010462570935487747,0.03234589763090174,0.11713020503520966
10,380,2,0.01,100,12080,0.5,0.9991382360458374,0.0008785409154370427,0.029640190880577046,0.10182739049196243
11,380,2,0.01,100,12080,0.5,0.9973114132881165,0.002740902826189995,0.05235363240683491,0.0883944183588028
12,380,2,0.01,100,12080,0.5,0.999182939529419,0.0008329539559781551,0.028860941702899354,0.09831283241510391
13,380,2,0.01,100,12080,0.5,0.9992978572845459,0.0007158044027164578,0.026754521164028666,0.056769758462905884
14,380,2,0.01,100,12080,0.5,0.9961273670196533,0.003947987221181393,0.06283301060096828,0.15599359571933746
15,380,2,0.01,100,12080,0.5,0.9985114336013794,0.0015175498556345701,0.03895574226779115,0.07429242879152298
16,380,2,0.01,100,12080,0.5,0.9985377788543701,0.0014907092554494739,0.03860970416164146,0.07227741926908493
