seed,max_neurons,layers,lr,unlock_layers,epoch,Jou_score,Jou_mse,Jou_rmse,Jou_mape
1,350,1,0.01,3,1,0.917189359664917,0.09537661075592041,0.30883103917177823,0.3320596218109131
1,350,1,0.01,3,2,0.9234927892684937,0.08811666071414948,0.29684450595244216,0.25183558464050293
1,350,1,0.01,3,3,0.9265609383583069,0.08458294719457626,0.29083147559123695,0.2420727014541626
1,350,1,0.01,3,4,0.9251824617385864,0.08617060631513596,0.29354830320602426,0.23859018087387085
1,350,1,0.01,3,5,0.9237691164016724,0.08779838681221008,0.2963079256655314,0.25462865829467773
1,350,1,0.01,3,6,0.9252278208732605,0.08611834049224854,0.29345926547350404,0.17166659235954285
1,350,1,0.01,3,7,0.925597071647644,0.08569306135177612,0.29273377214079027,0.19777677953243256
1,350,1,0.01,3,8,0.9260757565498352,0.08514171838760376,0.29179053855052217,0.15187406539916992
1,350,1,0.01,3,9,0.9272546172142029,0.08378396928310394,0.2894546066019747,0.16450367867946625
1,350,1,0.01,3,10,0.9275976419448853,0.08338891714811325,0.28877139253761486,0.1500476449728012
1,350,1,0.01,3,11,0.9268277883529663,0.08427559584379196,0.2903025935877803,0.20520463585853577
1,350,1,0.01,3,12,0.9269211292266846,0.08416806161403656,0.2901173238778349,0.13593332469463348
1,350,1,0.01,3,13,0.9280757904052734,0.08283820003271103,0.2878162608900182,0.18919430673122406
1,350,1,0.01,3,14,0.928995668888092,0.08177874982357025,0.2859698407587245,0.11994248628616333
1,350,1,0.01,3,15,0.926863431930542,0.08423450589179993,0.2902318140586933,0.13185900449752808
1,350,1,0.01,3,16,0.9264887571334839,0.08466606587171555,0.2909743388543319,0.16112932562828064
1,350,1,0.01,3,17,0.9294226765632629,0.08128692954778671,0.2851086276277635,0.16335372626781464
1,350,1,0.01,3,18,0.9283697009086609,0.08249971270561218,0.28722763221113,0.1406092494726181
1,350,1,0.01,3,19,0.927942156791687,0.08299212157726288,0.28808353229100564,0.1696564108133316
1,350,1,0.01,3,20,0.9285211563110352,0.08232526481151581,0.2869237961750747,0.12199579924345016
1,350,1,0.01,3,21,0.9276184439659119,0.08336497098207474,0.288729927409811,0.12978608906269073
1,350,1,0.01,3,22,0.9304762482643127,0.08007346838712692,0.2829725576573229,0.129058837890625
1,350,1,0.01,3,23,0.9271858930587769,0.08386315405368805,0.2895913570079191,0.16648150980472565
1,350,1,0.01,3,24,0.9294291138648987,0.08127953112125397,0.285095652582171,0.11604373902082443
1,350,1,0.01,3,25,0.9302786588668823,0.08030104637145996,0.2833743925824279,0.13786058127880096
1,350,1,0.01,3,26,0.9283163547515869,0.08256115764379501,0.2873345743968084,0.1490706205368042
1,350,1,0.01,3,27,0.9301844239234924,0.08040961623191833,0.283565893985716,0.11720238626003265
1,350,1,0.01,3,28,0.9292898178100586,0.08143994212150574,0.28537684230067745,0.1644766926765442
1,350,1,0.01,3,29,0.9299694895744324,0.08065717667341232,0.2840020716005648,0.1053178682923317
1,350,1,0.01,3,30,0.9278941750526428,0.08304740488529205,0.2881794664532712,0.14426739513874054
1,350,1,0.01,3,31,0.9288506507873535,0.0819457545876503,0.2862616889974107,0.1665949672460556
1,350,1,0.01,3,32,0.9319051504135132,0.0784277692437172,0.28004958354498083,0.14388585090637207
1,350,1,0.01,3,33,0.9306678771972656,0.07985277473926544,0.28258233267362176,0.11969834566116333
1,350,1,0.01,3,34,0.9308545589447021,0.07963778078556061,0.2822016668723993,0.14360330998897552
1,350,1,0.01,3,35,0.9297854900360107,0.08086906373500824,0.28437486480877355,0.1030491515994072
1,350,1,0.01,3,36,0.9277353882789612,0.08323027938604355,0.2884965847042969,0.14780186116695404
1,350,1,0.01,3,37,0.9301835894584656,0.08041056990623474,0.28356757555516593,0.1091698482632637
1,350,1,0.01,3,38,0.9299765825271606,0.08064895123243332,0.2839875899268018,0.11882338672876358
1,350,1,0.01,3,39,0.9314312934875488,0.07897353172302246,0.2810222975548781,0.11958207190036774
1,350,1,0.01,3,40,0.9308779239654541,0.07961083203554153,0.2821539155063093,0.09700950980186462
1,350,1,0.01,3,41,0.9291030168533325,0.0816551074385643,0.2857535781728101,0.11539677530527115
1,350,1,0.01,3,42,0.9285925030708313,0.08224307000637054,0.28678052584924685,0.10156457126140594
1,350,1,0.01,3,43,0.9301626682281494,0.08043467253446579,0.2836100712853226,0.11715131253004074
1,350,1,0.01,3,44,0.9311074614524841,0.07934650033712387,0.28168510847597866,0.10794799774885178
1,350,1,0.01,3,45,0.9282658100128174,0.0826193243265152,0.28743577426359995,0.13036265969276428
1,350,1,0.01,3,46,0.9301528930664062,0.08044588565826416,0.2836298391535421,0.09947532415390015
1,350,1,0.01,3,47,0.9285185933113098,0.0823281854391098,0.2869288856826893,0.103912852704525
1,350,1,0.01,3,48,0.9299724102020264,0.08065379410982132,0.2839961163639766,0.09902934730052948
1,350,1,0.01,3,49,0.9298399686813354,0.08080629259347916,0.2842644764888486,0.1324704885482788
1,350,1,0.01,3,50,0.9317700862884521,0.07858332246541977,0.2803271704016929,0.1627105474472046
1,350,1,0.01,3,51,0.9302651882171631,0.08031658828258514,0.28340181418365185,0.11996744573116302
1,350,1,0.01,3,52,0.931189775466919,0.0792517215013504,0.2815168227679305,0.11099756509065628
1,350,1,0.01,3,53,0.9300811886787415,0.08052847534418106,0.28377539594577444,0.12680916488170624
1,350,1,0.01,3,54,0.9325030446052551,0.07773912698030472,0.27881737209202856,0.11334222555160522
1,350,1,0.01,3,55,0.9317530393600464,0.07860295474529266,0.28036218494171544,0.10505535453557968
1,350,1,0.01,3,56,0.9293628334999084,0.08135586231946945,0.28522949062021874,0.12845474481582642
1,350,1,0.01,3,57,0.9307276606559753,0.07978390157222748,0.28246044249102825,0.11444242298603058
1,350,1,0.01,3,58,0.9320150017738342,0.07830123603343964,0.27982358019552184,0.14185863733291626
1,350,1,0.01,3,59,0.9330229759216309,0.07714033871889114,0.2777414962134595,0.1211601048707962
1,350,1,0.01,3,60,0.926656186580658,0.08447325229644775,0.29064282598482927,0.21620973944664001
1,350,1,0.01,3,61,0.9318180084228516,0.07852812111377716,0.2802286943083758,0.09470558166503906
1,350,1,0.01,3,62,0.9310422539710999,0.07942159473896027,0.2818183718975047,0.13112583756446838
1,350,1,0.01,3,63,0.9318000078201294,0.07854887843132019,0.28026572824967416,0.10551069676876068
1,350,1,0.01,3,64,0.9320885539054871,0.07821650803089142,0.2796721438236054,0.10322920233011246
1,350,1,0.01,3,65,0.9338676929473877,0.07616744190454483,0.2759844957684124,0.10564576089382172
1,350,1,0.01,3,66,0.9325615763664246,0.07767170667648315,0.27869644180807757,0.1110701784491539
1,350,1,0.01,3,67,0.93376225233078,0.0762888714671135,0.27620440160705895,0.11268798261880875
1,350,1,0.01,3,68,0.9347030520439148,0.07520529627799988,0.27423584061533585,0.11214113980531693
1,350,1,0.01,3,69,0.9330222010612488,0.07714121043682098,0.2777430655062714,0.10657769441604614
1,350,1,0.01,3,70,0.9331372976303101,0.07700861245393753,0.2775042566411145,0.1653684824705124
1,350,1,0.01,3,71,0.9313790798187256,0.07903366535902023,0.281129268058344,0.09007495641708374
1,350,1,0.01,3,72,0.9322488903999329,0.07803186029195786,0.27934183412435354,0.08781778812408447
1,350,1,0.01,3,73,0.9321376085281372,0.07816000282764435,0.2795711051372161,0.10111664235591888
1,350,1,0.01,3,74,0.9328672885894775,0.07731965184211731,0.278064114624878,0.10746584087610245
1,350,1,0.01,3,75,0.9334586262702942,0.07663854211568832,0.2768366704677838,0.10074946284294128
1,350,1,0.01,3,76,0.9338539838790894,0.07618322968482971,0.27601309694438364,0.09537836909294128
1,350,1,0.01,3,77,0.9338809251785278,0.07615220546722412,0.2759568905956583,0.10646886378526688
1,350,1,0.01,3,78,0.9319027662277222,0.07843054085969925,0.2800545319392265,0.11005637049674988
1,350,1,0.01,3,79,0.9325876235961914,0.07764169573783875,0.2786425949811671,0.11269377917051315
1,350,1,0.01,3,80,0.9313904047012329,0.079020656645298,0.2811061305722414,0.10394211113452911
1,350,1,0.01,3,81,0.9333930015563965,0.0767141655087471,0.276973221645608,0.12120561301708221
1,350,1,0.01,3,82,0.9322847723960876,0.07799054682254791,0.27926787646012546,0.12474171072244644
1,350,1,0.01,3,83,0.9305978417396545,0.07993344962596893,0.28272504244578145,0.1557532697916031
1,350,1,0.01,3,84,0.9301019310951233,0.08050458878278732,0.2837333057340772,0.11459200829267502
1,350,1,0.01,3,85,0.9306150078773499,0.0799136832356453,0.2826900833698368,0.12481905519962311
1,350,1,0.01,3,86,0.9296202659606934,0.08105940371751785,0.2847093319817913,0.12774652242660522
1,350,1,0.01,3,87,0.9332857131958008,0.0768376812338829,0.277196106094373,0.11805297434329987
1,350,1,0.01,3,88,0.9337522983551025,0.07630033046007156,0.2762251445109072,0.16002652049064636
1,350,1,0.01,3,89,0.9321703910827637,0.07812228053808212,0.27950363242377035,0.13714155554771423
1,350,1,0.01,3,90,0.931630551815033,0.07874403148889542,0.2806136694619409,0.11988206952810287
1,350,1,0.01,3,91,0.9281774163246155,0.08272113651037216,0.2876128239671732,0.09702789783477783
1,350,1,0.01,3,92,0.9320448040962219,0.07826689630746841,0.2797622138664698,0.09954909980297089
1,350,1,0.01,3,93,0.9302524328231812,0.0803312361240387,0.2834276558913027,0.122137650847435
