seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Jou_score,Jou_mse,Jou_rmse,Jou_mape
26,350,1,0.01,100,2416,0.1,0.9127002954483032,0.10054683685302734,0.3170912121977324,0.17387744784355164
27,350,1,0.01,100,2416,0.1,0.9142178297042847,0.09879903495311737,0.31432313779471815,0.16387304663658142
28,350,1,0.01,100,2416,0.1,0.924645721912384,0.08678875863552094,0.29459931879677004,0.1597660779953003
29,350,1,0.01,100,2416,0.1,0.9199079871177673,0.09224538505077362,0.3037192536715011,0.1254948228597641
30,350,1,0.01,100,2416,0.1,0.9111397862434387,0.10234414041042328,0.3199127074850627,0.17356745898723602
1,350,1,0.01,100,6040,0.25,0.9139266014099121,0.09913444519042969,0.31485622939752944,0.18457616865634918
2,350,1,0.01,100,6040,0.25,0.9177300930023193,0.09475379437208176,0.3078210427701163,0.16230230033397675
3,350,1,0.01,100,6040,0.25,0.933447003364563,0.07665193825960159,0.2768608644420543,0.14405252039432526
4,350,1,0.01,100,6040,0.25,0.9187749624252319,0.09355039149522781,0.3058600848349255,0.1382952630519867
5,350,1,0.01,100,6040,0.25,0.9236485958099365,0.08793721348047256,0.2965420939436298,0.1244407668709755
6,350,1,0.01,100,6040,0.25,0.9327214360237122,0.07748762518167496,0.2783659914243745,0.1434982568025589
7,350,1,0.01,100,6040,0.25,0.926715075969696,0.08440541476011276,0.29052609996369133,0.20191536843776703
8,350,1,0.01,100,6040,0.25,0.9174078702926636,0.09512489289045334,0.30842323662534465,0.11109550297260284
9,350,1,0.01,100,6040,0.25,0.9242388606071472,0.08725736290216446,0.2953935728856748,0.14400148391723633
10,350,1,0.01,100,6040,0.25,0.9240627288818359,0.0874602422118187,0.2957367785917381,0.18671563267707825
11,350,1,0.01,100,6040,0.25,0.9278755784034729,0.08306879550218582,0.2882165774243144,0.14590005576610565
12,350,1,0.01,100,6040,0.25,0.9195189476013184,0.09269349277019501,0.30445606049181384,0.13355617225170135
13,350,1,0.01,100,6040,0.25,0.9260401725769043,0.08518271893262863,0.29186078690469647,0.16168242692947388
14,350,1,0.01,100,6040,0.25,0.9188448190689087,0.09346991777420044,0.30572850337219204,0.13331124186515808
15,350,1,0.01,100,6040,0.25,0.9267264604568481,0.08439227938652039,0.2905034928990018,0.11222943663597107
16,350,1,0.01,100,6040,0.25,0.9194473624229431,0.09277593344449997,0.30459142050376264,0.12211035937070847
17,350,1,0.01,100,6040,0.25,0.9218932390213013,0.08995890617370605,0.29993150246965733,0.14089591801166534
18,350,1,0.01,100,6040,0.25,0.9228019714355469,0.08891230076551437,0.2981816573257221,0.1543915867805481
19,350,1,0.01,100,6040,0.25,0.918677568435669,0.0936625599861145,0.30604339559303434,0.15499907732009888
20,350,1,0.01,100,6040,0.25,0.9239158034324646,0.08762945979833603,0.29602273527270845,0.11981439590454102
21,350,1,0.01,100,6040,0.25,0.9305015802383423,0.08004430681467056,0.28292102575572314,0.14440034329891205
22,350,1,0.01,100,6040,0.25,0.9324855804443359,0.07775929570198059,0.27885353808402824,0.09462709724903107
23,350,1,0.01,100,6040,0.25,0.9214857220649719,0.09042825549840927,0.30071291209126566,0.09832149744033813
24,350,1,0.01,100,6040,0.25,0.9283769130706787,0.0824914202094078,0.287213196440219,0.14783643186092377
25,350,1,0.01,100,6040,0.25,0.9164982438087463,0.09617257863283157,0.3101170402168052,0.1594173014163971
26,350,1,0.01,100,6040,0.25,0.9305711388587952,0.07996422797441483,0.28277946879930094,0.12059666216373444
27,350,1,0.01,100,6040,0.25,0.9222880601882935,0.089504174888134,0.29917248350764813,0.13669586181640625
28,350,1,0.01,100,6040,0.25,0.9213995933532715,0.09052744507789612,0.30087779093495104,0.13573071360588074
29,350,1,0.01,100,6040,0.25,0.9151642322540283,0.09770898520946503,0.31258436494723313,0.17827381193637848
30,350,1,0.01,100,6040,0.25,0.9232969880104065,0.08834215253591537,0.29722407798816597,0.16823461651802063
1,350,1,0.01,100,12080,0.5,0.9292019605636597,0.08154112100601196,0.28555405969100134,0.11641040444374084
2,350,1,0.01,100,12080,0.5,0.9294753670692444,0.08122627437114716,0.2850022357300854,0.11585886776447296
3,350,1,0.01,100,12080,0.5,0.9263180494308472,0.08486263453960419,0.2913119196661959,0.10016325116157532
4,350,1,0.01,100,12080,0.5,0.930255115032196,0.08032816648483276,0.2834222406319461,0.11520499736070633
5,350,1,0.01,100,12080,0.5,0.9539692401885986,0.0530155710875988,0.23025110442210434,0.11019525676965714
6,350,1,0.01,100,12080,0.5,0.9249204993247986,0.0864722952246666,0.2940617200940418,0.0802077129483223
7,350,1,0.01,100,12080,0.5,0.9642761945724487,0.041144631803035736,0.2028413956840066,0.08070400357246399
8,350,1,0.01,100,12080,0.5,0.9426705241203308,0.06602883338928223,0.2569607623534812,0.12240928411483765
9,350,1,0.01,100,12080,0.5,0.9221017360687256,0.089718759059906,0.2995308983392298,0.092170350253582
10,350,1,0.01,100,12080,0.5,0.9270833730697632,0.08398117870092392,0.28979506327907645,0.10804450511932373
11,350,1,0.01,100,12080,0.5,0.922250509262085,0.08954740315675735,0.2992447211844469,0.09738051146268845
12,350,1,0.01,100,12080,0.5,0.92200767993927,0.08982713520526886,0.29971175353207097,0.16211801767349243
13,350,1,0.01,100,12080,0.5,0.9276301860809326,0.08335145562887192,0.2887065216251131,0.11226455867290497
14,350,1,0.01,100,12080,0.5,0.9290887117385864,0.0816715732216835,0.2857823878787556,0.13325589895248413
15,350,1,0.01,100,12080,0.5,0.9235643148422241,0.08803430199623108,0.2967057498536742,0.10239431262016296
16,350,1,0.01,100,12080,0.5,0.9368568062782288,0.07272469997406006,0.26967517493099,0.22406908869743347
17,350,1,0.01,100,12080,0.5,0.9221146702766418,0.08970387279987335,0.2995060480188561,0.12499123066663742
18,350,1,0.01,100,12080,0.5,0.9246283769607544,0.08680876344442368,0.2946332694120331,0.09521070867776871
19,350,1,0.01,100,12080,0.5,0.9139864444732666,0.09906549751758575,0.31474671962958684,0.07994377613067627
20,350,1,0.01,100,12080,0.5,0.9231466054916382,0.08851533383131027,0.2975152665516684,0.09473338723182678
21,350,1,0.01,100,12080,0.5,0.9284337759017944,0.08242586255073547,0.287099046586253,0.10739051550626755
22,350,1,0.01,100,12080,0.5,0.9302841424942017,0.08029474318027496,0.28336327069730644,0.09040424972772598
23,350,1,0.01,100,12080,0.5,0.927478015422821,0.08352669328451157,0.28900984980535105,0.0818704143166542
24,350,1,0.01,100,12080,0.5,0.9542929530143738,0.05264279991388321,0.22944018809677438,0.1532905101776123
25,350,1,0.01,100,12080,0.5,0.9193595051765442,0.09287714213132858,0.30475751365852916,0.131346195936203
26,350,1,0.01,100,12080,0.5,0.932732880115509,0.07747446000576019,0.2783423431778934,0.12946540117263794
27,350,1,0.01,100,12080,0.5,0.9339942932128906,0.07602158933877945,0.2757201286427588,0.14573264122009277
28,350,1,0.01,100,12080,0.5,0.9246605634689331,0.08677162975072861,0.2945702458679909,0.15547344088554382
29,350,1,0.01,100,12080,0.5,0.9235569834709167,0.0880427211523056,0.29671993723426404,0.09389439970254898
30,350,1,0.01,100,12080,0.5,0.9196836948394775,0.09250377118587494,0.30414432624310933,0.13130275905132294
1,350,1,0.01,100,24160,1.0,0.9299448132514954,0.08068559318780899,0.2840520959046227,0.06297571212053299
2,350,1,0.01,100,24160,1.0,0.9306169748306274,0.07991139590740204,0.2826860376944748,0.08592822402715683
3,350,1,0.01,100,24160,1.0,0.9319064617156982,0.07842627912759781,0.2800469230818254,0.08865419030189514
4,350,1,0.01,100,24160,1.0,0.9647905826568604,0.040552202612161636,0.20137577464074877,0.10795341432094574
5,350,1,0.01,100,24160,1.0,0.9382988214492798,0.07106387615203857,0.26657808640628844,0.07894569635391235
6,350,1,0.01,100,24160,1.0,0.9426944255828857,0.066001296043396,0.2569071739819579,0.18518228828907013
7,350,1,0.01,100,24160,1.0,0.9589030146598816,0.047333162277936935,0.21756185850910756,0.07772938907146454
8,350,1,0.01,100,24160,1.0,0.9293341636657715,0.0813889130949974,0.2852874219011371,0.1047755777835846
9,350,1,0.01,100,24160,1.0,0.9273015260696411,0.08372996002435684,0.28936129669386823,0.08668931573629379
