epoch,mape
1,0.772548496723175
2,0.6905773282051086
3,0.534089982509613
4,0.3582247197628021
5,0.4018714725971222
6,0.4162963330745697
7,0.3020063042640686
8,0.3217359483242035
9,0.40019330382347107
10,0.24070428311824799
11,0.25751572847366333
12,0.2446601390838623
13,0.25975263118743896
14,0.17661143839359283
15,0.22441919147968292
16,0.22638101875782013
17,0.1921122968196869
18,0.22038182616233826
19,0.23111367225646973
20,0.16070738434791565
21,0.1826934516429901
22,0.140548437833786
23,0.1676548719406128
24,0.1671215444803238
25,0.1394922137260437
26,0.22441692650318146
27,0.16286401450634003
28,0.1373782753944397
29,0.15442031621932983
30,0.17091119289398193
31,0.2647115886211395
32,0.13810855150222778
33,0.14089013636112213
34,0.18208034336566925
35,0.1409652829170227
36,0.14284084737300873
37,0.1845787763595581
38,0.1893966645002365
39,0.2224501669406891
40,0.12599517405033112
41,0.17444370687007904
42,0.11768073588609695
43,0.1262081116437912
44,0.17638185620307922
45,0.13962212204933167
46,0.11440583318471909
47,0.12756040692329407
48,0.1908246874809265
49,0.15928533673286438
50,0.32350972294807434
51,0.11204709857702255
52,0.17619411647319794
53,0.18510662019252777
54,0.10975828021764755
55,0.16220347583293915
56,0.2029990702867508
57,0.11662626266479492
58,0.09968884289264679
59,0.10362625122070312
60,0.18431280553340912
61,0.09870801866054535
62,0.19222870469093323
63,0.18502750992774963
64,0.1638120710849762
65,0.1515195518732071
66,0.1665242612361908
67,0.1538580060005188
68,0.18351870775222778
69,0.17735035717487335
70,0.09368114918470383
71,0.16227030754089355
72,0.19682641327381134
73,0.18162907660007477
74,0.12058338522911072
75,0.10370206087827682
76,0.12921060621738434
77,0.10236241668462753
78,0.166902557015419
79,0.1449761986732483
80,0.14954034984111786
81,0.11826988309621811
82,0.1035037636756897
83,0.13017138838768005
84,0.1272866576910019
85,0.26673492789268494
86,0.11392142623662949
87,0.10364989936351776
88,0.1361754834651947
89,0.12241822481155396
90,0.09506796300411224
91,0.08200213313102722
92,0.14424261450767517
93,0.12749236822128296
94,0.09735248237848282
95,0.13251487910747528
96,0.07674600929021835
97,0.11720030754804611
98,0.12632010877132416
99,0.10412588715553284
100,0.1066383570432663
