epoch,mape
1,0.4580775201320648
2,0.3920856714248657
3,0.3466857075691223
4,0.32666170597076416
5,0.2838123142719269
6,0.2706199288368225
7,0.22952580451965332
8,0.1947980374097824
9,0.185496523976326
10,0.15479660034179688
11,0.17532800137996674
12,0.15099184215068817
13,0.13553392887115479
14,0.1549031138420105
15,0.17277947068214417
16,0.14496047794818878
17,0.13999606668949127
18,0.11149558424949646
19,0.12279118597507477
20,0.11281560361385345
21,0.12625430524349213
22,0.10935220867395401
23,0.13326023519039154
24,0.12752963602542877
25,0.15478695929050446
26,0.12055066972970963
27,0.1465579718351364
28,0.15501649677753448
29,0.13816529512405396
30,0.11151375621557236
31,0.1254282146692276
32,0.12364464998245239
33,0.16095945239067078
34,0.16142715513706207
35,0.13681599497795105
36,0.13529561460018158
37,0.14073055982589722
38,0.11855224519968033
39,0.1528221219778061
40,0.1259816437959671
41,0.1316661238670349
42,0.13885724544525146
43,0.12507452070713043
44,0.144304558634758
45,0.13205641508102417
46,0.14749863743782043
47,0.14763668179512024
48,0.16037516295909882
49,0.14305013418197632
50,0.14705541729927063
51,0.1571522355079651
52,0.1410985291004181
53,0.1345774084329605
54,0.12865930795669556
55,0.12337752431631088
56,0.13998068869113922
57,0.16563214361667633
58,0.1401357501745224
59,0.1030045747756958
60,0.1517346352338791
61,0.1476142555475235
62,0.10593338310718536
63,0.13152725994586945
64,0.12233367562294006
65,0.1599542796611786
66,0.13828784227371216
67,0.11563568562269211
68,0.11466727405786514
69,0.12343205511569977
70,0.16635455191135406
71,0.12786829471588135
72,0.17454646527767181
73,0.17646048963069916
74,0.20592541992664337
75,0.1679738610982895
76,0.13729524612426758
77,0.16109448671340942
78,0.14540277421474457
79,0.12339123338460922
80,0.1364787220954895
81,0.12494006752967834
82,0.11585632711648941
83,0.10526865720748901
84,0.12789012491703033
85,0.13274231553077698
86,0.08472924679517746
87,0.11123239994049072
88,0.14009809494018555
89,0.1945461481809616
90,0.1474388837814331
91,0.11331047117710114
92,0.1314070075750351
93,0.11408596485853195
94,0.15969261527061462
95,0.131099671125412
96,0.12138398736715317
97,0.11751385033130646
98,0.16032570600509644
99,0.11799531430006027
100,0.15692304074764252
